name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,Final_winner,Final_time,Small Final_winner,Small Final_time,source_file
LEONARDO VEDDRIQ,INA,1,6.33,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1237,2022,Salt Lake City,Speed,Men,Final,2022-05-27,/api/v1/category_rounds/7458/results,/api/v1/events/1237/result/2,True,5.511,True,5.455,True,5.354,True,6.33,,,2022-05-27_Salt Lake City_Speed_Men_Final.csv
Plangger Tobias,AUT,2,FALL,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1237,2022,Salt Lake City,Speed,Men,Final,2022-05-27,/api/v1/category_rounds/7458/results,/api/v1/events/1237/result/2,True,5.647,True,5.59,True,WILDCARD,False,FALL,,,2022-05-27_Salt Lake City_Speed_Men_Final.csv
Fossali Ludovico,ITA,3,5.49,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1237,2022,Salt Lake City,Speed,Men,Final,2022-05-27,/api/v1/category_rounds/7458/results,/api/v1/events/1237/result/2,True,5.53,True,5.54,False,7.841,,,True,5.49,2022-05-27_Salt Lake City_Speed_Men_Final.csv
Dzienski Marcin,POL,4,5.56,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1237,2022,Salt Lake City,Speed,Men,Final,2022-05-27,/api/v1/category_rounds/7458/results,/api/v1/events/1237/result/2,True,5.68,True,5.592,False,FALSE START,,,False,5.564,2022-05-27_Salt Lake City_Speed_Men_Final.csv
KATIBIN KIROMAL,INA,5,FALL,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1237,2022,Salt Lake City,Speed,Men,Final,2022-05-27,/api/v1/category_rounds/7458/results,/api/v1/events/1237/result/2,True,5.199,False,FALL,,,,,,,2022-05-27_Salt Lake City_Speed_Men_Final.csv
BROSLER John,USA,6,6.74,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1237,2022,Salt Lake City,Speed,Men,Final,2022-05-27,/api/v1/category_rounds/7458/results,/api/v1/events/1237/result/2,True,5.45,False,6.749,,,,,,,2022-05-27_Salt Lake City_Speed_Men_Final.csv
Noya Cardona Erik,ESP,7,5.66,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1237,2022,Salt Lake City,Speed,Men,Final,2022-05-27,/api/v1/category_rounds/7458/results,/api/v1/events/1237/result/2,True,5.689,False,5.665,,,,,,,2022-05-27_Salt Lake City_Speed_Men_Final.csv
WATSON Samuel,USA,8,6.10,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1237,2022,Salt Lake City,Speed,Men,Final,2022-05-27,/api/v1/category_rounds/7458/results,/api/v1/events/1237/result/2,True,5.514,False,6.103,,,,,,,2022-05-27_Salt Lake City_Speed_Men_Final.csv
SHIN EUNCHEOL,KOR,9,5.68,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1237,2022,Salt Lake City,Speed,Men,Final,2022-05-27,/api/v1/category_rounds/7458/results,/api/v1/events/1237/result/2,False,5.687,,,,,,,,,2022-05-27_Salt Lake City_Speed_Men_Final.csv
JUNG YONGJUN,KOR,10,5.84,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1237,2022,Salt Lake City,Speed,Men,Final,2022-05-27,/api/v1/category_rounds/7458/results,/api/v1/events/1237/result/2,False,5.847,,,,,,,,,2022-05-27_Salt Lake City_Speed_Men_Final.csv
LEE SEUNGBEOM,KOR,11,5.70,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1237,2022,Salt Lake City,Speed,Men,Final,2022-05-27,/api/v1/category_rounds/7458/results,/api/v1/events/1237/result/2,False,5.705,,,,,,,,,2022-05-27_Salt Lake City_Speed_Men_Final.csv
MORO Guillaume,FRA,12,5.61,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1237,2022,Salt Lake City,Speed,Men,Final,2022-05-27,/api/v1/category_rounds/7458/results,/api/v1/events/1237/result/2,False,5.616,,,,,,,,,2022-05-27_Salt Lake City_Speed_Men_Final.csv
Maimuratov Amir,KAZ,13,8.41,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1237,2022,Salt Lake City,Speed,Men,Final,2022-05-27,/api/v1/category_rounds/7458/results,/api/v1/events/1237/result/2,False,8.419,,,,,,,,,2022-05-27_Salt Lake City_Speed_Men_Final.csv
Rebreyend Pierre,FRA,14,5.66,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1237,2022,Salt Lake City,Speed,Men,Final,2022-05-27,/api/v1/category_rounds/7458/results,/api/v1/events/1237/result/2,False,5.663,,,,,,,,,2022-05-27_Salt Lake City_Speed_Men_Final.csv
PITCHER Ethan,CAN,15,5.90,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1237,2022,Salt Lake City,Speed,Men,Final,2022-05-27,/api/v1/category_rounds/7458/results,/api/v1/events/1237/result/2,False,5.907,,,,,,,,,2022-05-27_Salt Lake City_Speed_Men_Final.csv
Lucke Sebastian,GER,16,FALL,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",1237,2022,Salt Lake City,Speed,Men,Final,2022-05-27,/api/v1/category_rounds/7458/results,/api/v1/events/1237/result/2,False,FALL,,,,,,,,,2022-05-27_Salt Lake City_Speed_Men_Final.csv
