name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,Route_2,source_file
SEO CHAEHYUN,KOR,1.0,1.22,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Women,Qualification,2022-07-22,/api/v1/category_rounds/6871/results,/api/v1/events/1241/result/5,44+,TOP,2022-07-22_Briançon_Lead_Women_Qualification.csv
Garnbret Janja,SLO,2.0,2.12,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Women,Qualification,2022-07-22,/api/v1/category_rounds/6871/results,/api/v1/events/1241/result/5,43+,TOP,2022-07-22_Briançon_Lead_Women_Qualification.csv
Rogora Laura,ITA,3.0,3.0,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Women,Qualification,2022-07-22,/api/v1/category_rounds/6871/results,/api/v1/events/1241/result/5,43+,45+,2022-07-22_Briançon_Lead_Women_Qualification.csv
Raboutou Brooke,USA,4.0,4.06,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Women,Qualification,2022-07-22,/api/v1/category_rounds/6871/results,/api/v1/events/1241/result/5,43+,42+,2022-07-22_Briançon_Lead_Women_Qualification.csv
Grossman Natalia,USA,5.0,5.24,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Women,Qualification,2022-07-22,/api/v1/category_rounds/6871/results,/api/v1/events/1241/result/5,42+,42+,2022-07-22_Briançon_Lead_Women_Qualification.csv
Hily Manon,FRA,6.0,8.0,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Women,Qualification,2022-07-22,/api/v1/category_rounds/6871/results,/api/v1/events/1241/result/5,31,43,2022-07-22_Briançon_Lead_Women_Qualification.csv
Krampl Mia,SLO,7.0,8.49,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Women,Qualification,2022-07-22,/api/v1/category_rounds/6871/results,/api/v1/events/1241/result/5,37+,38,2022-07-22_Briançon_Lead_Women_Qualification.csv
Kotake Mei,JPN,8.0,8.77,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Women,Qualification,2022-07-22,/api/v1/category_rounds/6871/results,/api/v1/events/1241/result/5,37,41+,2022-07-22_Briançon_Lead_Women_Qualification.csv
Tanii Natsuki,JPN,9.0,8.94,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Women,Qualification,2022-07-22,/api/v1/category_rounds/6871/results,/api/v1/events/1241/result/5,37+,37,2022-07-22_Briançon_Lead_Women_Qualification.csv
Ito Futaba,JPN,10.0,10.77,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Women,Qualification,2022-07-22,/api/v1/category_rounds/6871/results,/api/v1/events/1241/result/5,34+,39+,2022-07-22_Briançon_Lead_Women_Qualification.csv
Janicot Hélène,FRA,11.0,11.14,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Women,Qualification,2022-07-22,/api/v1/category_rounds/6871/results,/api/v1/events/1241/result/5,37+,35+,2022-07-22_Briançon_Lead_Women_Qualification.csv
Lukan Vita,SLO,11.0,11.14,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Women,Qualification,2022-07-22,/api/v1/category_rounds/6871/results,/api/v1/events/1241/result/5,37+,35+,2022-07-22_Briançon_Lead_Women_Qualification.csv
Ota Risa,JPN,11.0,11.14,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Women,Qualification,2022-07-22,/api/v1/category_rounds/6871/results,/api/v1/events/1241/result/5,37+,35+,2022-07-22_Briançon_Lead_Women_Qualification.csv
Pouget Camille,FRA,14.0,13.19,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Women,Qualification,2022-07-22,/api/v1/category_rounds/6871/results,/api/v1/events/1241/result/5,34+,36,2022-07-22_Briançon_Lead_Women_Qualification.csv
NAKAGAWA Ryu,JPN,15.0,13.92,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Women,Qualification,2022-07-22,/api/v1/category_rounds/6871/results,/api/v1/events/1241/result/5,36+,35+,2022-07-22_Briançon_Lead_Women_Qualification.csv
Rakovec Lucka,SLO,16.0,15.41,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Women,Qualification,2022-07-22,/api/v1/category_rounds/6871/results,/api/v1/events/1241/result/5,36+,35,2022-07-22_Briançon_Lead_Women_Qualification.csv
LUO ZHILU,CHN,17.0,17.86,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Women,Qualification,2022-07-22,/api/v1/category_rounds/6871/results,/api/v1/events/1241/result/5,27+,36+,2022-07-22_Briançon_Lead_Women_Qualification.csv
Thompson-Smith Molly,GBR,18.0,18.47,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Women,Qualification,2022-07-22,/api/v1/category_rounds/6871/results,/api/v1/events/1241/result/5,30+,35+,2022-07-22_Briançon_Lead_Women_Qualification.csv
Ghisolfi Claudia,ITA,19.0,21.24,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Women,Qualification,2022-07-22,/api/v1/category_rounds/6871/results,/api/v1/events/1241/result/5,30+,34+,2022-07-22_Briançon_Lead_Women_Qualification.csv
Meul Hannah,GER,19.0,21.24,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Women,Qualification,2022-07-22,/api/v1/category_rounds/6871/results,/api/v1/events/1241/result/5,30+,34+,2022-07-22_Briançon_Lead_Women_Qualification.csv
Tesio Giorgia,ITA,21.0,22.49,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Women,Qualification,2022-07-22,/api/v1/category_rounds/6871/results,/api/v1/events/1241/result/5,30+,33,2022-07-22_Briançon_Lead_Women_Qualification.csv
ABE Momoko,JPN,22.0,22.98,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Women,Qualification,2022-07-22,/api/v1/category_rounds/6871/results,/api/v1/events/1241/result/5,30+,32+,2022-07-22_Briançon_Lead_Women_Qualification.csv
Atkins Käthe,GER,23.0,25.26,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Women,Qualification,2022-07-22,/api/v1/category_rounds/6871/results,/api/v1/events/1241/result/5,30+,28,2022-07-22_Briançon_Lead_Women_Qualification.csv
Copar Sara,SLO,23.0,25.26,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Women,Qualification,2022-07-22,/api/v1/category_rounds/6871/results,/api/v1/events/1241/result/5,30+,28,2022-07-22_Briançon_Lead_Women_Qualification.csv
Scolaris Ilaria,ITA,25.0,25.69,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Women,Qualification,2022-07-22,/api/v1/category_rounds/6871/results,/api/v1/events/1241/result/5,25,33+,2022-07-22_Briançon_Lead_Women_Qualification.csv
Zhang YUETONG,CHN,26.0,26.41,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,1241,2022,Briançon,Lead,Women,Qualification,2022-07-22,/api/v1/category_rounds/6871/results,/api/v1/events/1241/result/5,21+,35+,2022-07-22_Briançon_Lead_Women_Qualification.csv
