name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Quali_time_B,Quali_time_A,source_file
MADE RITA KUSUMA DEWI DESAK,INA,1,6.75,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Qualification,2022-09-24,/api/v1/category_rounds/6877/results,/api/v1/events/1243/result/6,6.755,6.982,2022-09-24_Jakarta_Speed_Women_Qualification.csv
DENG LIJUAN,CHN,2,6.84,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Qualification,2022-09-24,/api/v1/category_rounds/6877/results,/api/v1/events/1243/result/6,7.206,6.848,2022-09-24_Jakarta_Speed_Women_Qualification.csv
Kalucka Aleksandra,POL,3,6.91,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Qualification,2022-09-24,/api/v1/category_rounds/6877/results,/api/v1/events/1243/result/6,6.917,6.962,2022-09-24_Jakarta_Speed_Women_Qualification.csv
Kalucka Natalia,POL,4,7.12,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Qualification,2022-09-24,/api/v1/category_rounds/6877/results,/api/v1/events/1243/result/6,7.346,7.125,2022-09-24_Jakarta_Speed_Women_Qualification.csv
Hunt Emma,USA,5,7.18,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Qualification,2022-09-24,/api/v1/category_rounds/6877/results,/api/v1/events/1243/result/6,7.185,7.298,2022-09-24_Jakarta_Speed_Women_Qualification.csv
IQAMAH NURUL,INA,6,7.21,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Qualification,2022-09-24,/api/v1/category_rounds/6877/results,/api/v1/events/1243/result/6,7.442,7.214,2022-09-24_Jakarta_Speed_Women_Qualification.csv
AMANDA NARDA MUTIA,INA,7,7.29,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Qualification,2022-09-24,/api/v1/category_rounds/6877/results,/api/v1/events/1243/result/6,7.387,7.292,2022-09-24_Jakarta_Speed_Women_Qualification.csv
NIU DI,CHN,8,7.31,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Qualification,2022-09-24,/api/v1/category_rounds/6877/results,/api/v1/events/1243/result/6,7.313,7.434,2022-09-24_Jakarta_Speed_Women_Qualification.csv
Sarisson Aurelia,FRA,9,7.36,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Qualification,2022-09-24,/api/v1/category_rounds/6877/results,/api/v1/events/1243/result/6,7.524,7.362,2022-09-24_Jakarta_Speed_Women_Qualification.csv
WANG SHENGYAN,CHN,10,7.40,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Qualification,2022-09-24,/api/v1/category_rounds/6877/results,/api/v1/events/1243/result/6,7.4,7.511,2022-09-24_Jakarta_Speed_Women_Qualification.csv
FADILLAH RAHMAYUNA,INA,11,7.422,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Qualification,2022-09-24,/api/v1/category_rounds/6877/results,/api/v1/events/1243/result/6,7.422,8.732,2022-09-24_Jakarta_Speed_Women_Qualification.csv
JEONG Jimin,KOR,12,7.427,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Qualification,2022-09-24,/api/v1/category_rounds/6877/results,/api/v1/events/1243/result/6,7.623,7.427,2022-09-24_Jakarta_Speed_Women_Qualification.csv
Ver Khadijah Alivany,INA,13,7.63,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Qualification,2022-09-24,/api/v1/category_rounds/6877/results,/api/v1/events/1243/result/6,9.051,7.633,2022-09-24_Jakarta_Speed_Women_Qualification.csv
Viglione Capucine,FRA,14,7.72,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Qualification,2022-09-24,/api/v1/category_rounds/6877/results,/api/v1/events/1243/result/6,7.725,8.18,2022-09-24_Jakarta_Speed_Women_Qualification.csv
XIE GUIZHEN,CHN,15,7.73,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Qualification,2022-09-24,/api/v1/category_rounds/6877/results,/api/v1/events/1243/result/6,7.739,8.053,2022-09-24_Jakarta_Speed_Women_Qualification.csv
XIE YUFANG,CHN,16,7.82,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Qualification,2022-09-24,/api/v1/category_rounds/6877/results,/api/v1/events/1243/result/6,7.823,10.207,2022-09-24_Jakarta_Speed_Women_Qualification.csv
DIAN KRISMAWATI EKA,INA,17,7.85,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Qualification,2022-09-24,/api/v1/category_rounds/6877/results,/api/v1/events/1243/result/6,7.924,7.85,2022-09-24_Jakarta_Speed_Women_Qualification.csv
Chudziak Patrycja,POL,18,7.90,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Qualification,2022-09-24,/api/v1/category_rounds/6877/results,/api/v1/events/1243/result/6,8.253,7.907,2022-09-24_Jakarta_Speed_Women_Qualification.csv
SALLSABILLAH RAJIAH,INA,19,7.99,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Qualification,2022-09-24,/api/v1/category_rounds/6877/results,/api/v1/events/1243/result/6,7.997,DNF,2022-09-24_Jakarta_Speed_Women_Qualification.csv
CHA Youjin,KOR,20,8.09,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Qualification,2022-09-24,/api/v1/category_rounds/6877/results,/api/v1/events/1243/result/6,10.498,8.096,2022-09-24_Jakarta_Speed_Women_Qualification.csv
Velev Erica,CAN,21,8.22,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Qualification,2022-09-24,/api/v1/category_rounds/6877/results,/api/v1/events/1243/result/6,11.961,8.22,2022-09-24_Jakarta_Speed_Women_Qualification.csv
Koch Julia,GER,22,8.23,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Qualification,2022-09-24,/api/v1/category_rounds/6877/results,/api/v1/events/1243/result/6,8.236,8.247,2022-09-24_Jakarta_Speed_Women_Qualification.csv
Runnels Liberty,USA,23,8.26,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Qualification,2022-09-24,/api/v1/category_rounds/6877/results,/api/v1/events/1243/result/6,8.266,8.388,2022-09-24_Jakarta_Speed_Women_Qualification.csv
Brockfeld Nuria,GER,24,8.35,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Qualification,2022-09-24,/api/v1/category_rounds/6877/results,/api/v1/events/1243/result/6,8.351,8.871,2022-09-24_Jakarta_Speed_Women_Qualification.csv
NURHIDAYAH SUSAN,INA,25,8.62,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Qualification,2022-09-24,/api/v1/category_rounds/6877/results,/api/v1/events/1243/result/6,8.626,9.015,2022-09-24_Jakarta_Speed_Women_Qualification.csv
HAYASHI Karin,JPN,26,8.70,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Qualification,2022-09-24,/api/v1/category_rounds/6877/results,/api/v1/events/1243/result/6,8.703,8.973,2022-09-24_Jakarta_Speed_Women_Qualification.csv
KANETANI Haruka,JPN,27,9.07,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Qualification,2022-09-24,/api/v1/category_rounds/6877/results,/api/v1/events/1243/result/6,11.351,9.075,2022-09-24_Jakarta_Speed_Women_Qualification.csv
LESTARI PUJA,INA,28,9.08,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Qualification,2022-09-24,/api/v1/category_rounds/6877/results,/api/v1/events/1243/result/6,12.072,9.081,2022-09-24_Jakarta_Speed_Women_Qualification.csv
Lee Hung Ying,TPE,29,9.09,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Qualification,2022-09-24,/api/v1/category_rounds/6877/results,/api/v1/events/1243/result/6,DNF,9.099,2022-09-24_Jakarta_Speed_Women_Qualification.csv
ARSYADA NOOR,INA,30,9.28,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Qualification,2022-09-24,/api/v1/category_rounds/6877/results,/api/v1/events/1243/result/6,9.288,12.074,2022-09-24_Jakarta_Speed_Women_Qualification.csv
Crowley Grace,AUS,31,9.42,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Qualification,2022-09-24,/api/v1/category_rounds/6877/results,/api/v1/events/1243/result/6,9.423,9.76,2022-09-24_Jakarta_Speed_Women_Qualification.csv
HAYASHI Natsumi,JPN,32,9.50,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Qualification,2022-09-24,/api/v1/category_rounds/6877/results,/api/v1/events/1243/result/6,9.503,DNF,2022-09-24_Jakarta_Speed_Women_Qualification.csv
TATSUKI Momona,JPN,33,10.17,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Qualification,2022-09-24,/api/v1/category_rounds/6877/results,/api/v1/events/1243/result/6,10.357,10.171,2022-09-24_Jakarta_Speed_Women_Qualification.csv
Tetzlaff Sarah,NZL,34,10.23,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Qualification,2022-09-24,/api/v1/category_rounds/6877/results,/api/v1/events/1243/result/6,10.992,10.235,2022-09-24_Jakarta_Speed_Women_Qualification.csv
Gebert Abby,NZL,35,11.11,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Qualification,2022-09-24,/api/v1/category_rounds/6877/results,/api/v1/events/1243/result/6,11.405,11.112,2022-09-24_Jakarta_Speed_Women_Qualification.csv
Rangi Jorja,NZL,36,11.15,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Qualification,2022-09-24,/api/v1/category_rounds/6877/results,/api/v1/events/1243/result/6,11.152,11.168,2022-09-24_Jakarta_Speed_Women_Qualification.csv
Brozek Anna,POL,37,FALSE START,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",1243,2022,Jakarta,Speed,Women,Qualification,2022-09-24,/api/v1/category_rounds/6877/results,/api/v1/events/1243/result/6,,DNS,2022-09-24_Jakarta_Speed_Women_Qualification.csv
