name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,Route_2,source_file
Raboutou Brooke,USA,1.0,1.94,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2022",1239,2022,Villars-sur-Ollon,Lead,Women,Qualification,2022-06-30,/api/v1/category_rounds/6863/results,/api/v1/events/1239/result/5,TOP,TOP,2022-06-30_Villars-sur-Ollon_Lead_Women_Qualification.csv
Rogora Laura,ITA,2.0,2.96,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2022",1239,2022,Villars-sur-Ollon,Lead,Women,Qualification,2022-06-30,/api/v1/category_rounds/6863/results,/api/v1/events/1239/result/5,TOP,42+,2022-06-30_Villars-sur-Ollon_Lead_Women_Qualification.csv
SEO CHAEHYUN,KOR,2.0,2.96,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2022",1239,2022,Villars-sur-Ollon,Lead,Women,Qualification,2022-06-30,/api/v1/category_rounds/6863/results,/api/v1/events/1239/result/5,TOP,42+,2022-06-30_Villars-sur-Ollon_Lead_Women_Qualification.csv
Garnbret Janja,SLO,4.0,3.71,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2022",1239,2022,Villars-sur-Ollon,Lead,Women,Qualification,2022-06-30,/api/v1/category_rounds/6863/results,/api/v1/events/1239/result/5,TOP,42,2022-06-30_Villars-sur-Ollon_Lead_Women_Qualification.csv
Grossman Natalia,USA,5.0,3.77,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2022",1239,2022,Villars-sur-Ollon,Lead,Women,Qualification,2022-06-30,/api/v1/category_rounds/6863/results,/api/v1/events/1239/result/5,37+,TOP,2022-06-30_Villars-sur-Ollon_Lead_Women_Qualification.csv
Tanii Natsuki,JPN,6.0,7.23,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2022",1239,2022,Villars-sur-Ollon,Lead,Women,Qualification,2022-06-30,/api/v1/category_rounds/6863/results,/api/v1/events/1239/result/5,37+,42,2022-06-30_Villars-sur-Ollon_Lead_Women_Qualification.csv
Hily Manon,FRA,7.0,7.42,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2022",1239,2022,Villars-sur-Ollon,Lead,Women,Qualification,2022-06-30,/api/v1/category_rounds/6863/results,/api/v1/events/1239/result/5,40+,35+,2022-06-30_Villars-sur-Ollon_Lead_Women_Qualification.csv
Janicot Hélène,FRA,8.0,8.12,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2022",1239,2022,Villars-sur-Ollon,Lead,Women,Qualification,2022-06-30,/api/v1/category_rounds/6863/results,/api/v1/events/1239/result/5,39+,35+,2022-06-30_Villars-sur-Ollon_Lead_Women_Qualification.csv
Lukan Vita,SLO,9.0,10.22,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2022",1239,2022,Villars-sur-Ollon,Lead,Women,Qualification,2022-06-30,/api/v1/category_rounds/6863/results,/api/v1/events/1239/result/5,37+,35+,2022-06-30_Villars-sur-Ollon_Lead_Women_Qualification.csv
Romain Salomé,FRA,9.0,10.22,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2022",1239,2022,Villars-sur-Ollon,Lead,Women,Qualification,2022-06-30,/api/v1/category_rounds/6863/results,/api/v1/events/1239/result/5,37+,35+,2022-06-30_Villars-sur-Ollon_Lead_Women_Qualification.csv
Slemensek Tjasa,SLO,9.0,10.22,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2022",1239,2022,Villars-sur-Ollon,Lead,Women,Qualification,2022-06-30,/api/v1/category_rounds/6863/results,/api/v1/events/1239/result/5,37+,35+,2022-06-30_Villars-sur-Ollon_Lead_Women_Qualification.csv
Krampl Mia,SLO,12.0,12.41,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2022",1239,2022,Villars-sur-Ollon,Lead,Women,Qualification,2022-06-30,/api/v1/category_rounds/6863/results,/api/v1/events/1239/result/5,35+,35+,2022-06-30_Villars-sur-Ollon_Lead_Women_Qualification.csv
Thompson-Smith Molly,GBR,13.0,12.89,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2022",1239,2022,Villars-sur-Ollon,Lead,Women,Qualification,2022-06-30,/api/v1/category_rounds/6863/results,/api/v1/events/1239/result/5,37+,34+,2022-06-30_Villars-sur-Ollon_Lead_Women_Qualification.csv
Rakovec Lucka,SLO,14.0,14.46,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2022",1239,2022,Villars-sur-Ollon,Lead,Women,Qualification,2022-06-30,/api/v1/category_rounds/6863/results,/api/v1/events/1239/result/5,31+,35+,2022-06-30_Villars-sur-Ollon_Lead_Women_Qualification.csv
Pilz Jessica,AUT,15.0,15.91,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2022",1239,2022,Villars-sur-Ollon,Lead,Women,Qualification,2022-06-30,/api/v1/category_rounds/6863/results,/api/v1/events/1239/result/5,31,35+,2022-06-30_Villars-sur-Ollon_Lead_Women_Qualification.csv
Totkova Aleksandra,BUL,16.0,16.12,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2022",1239,2022,Villars-sur-Ollon,Lead,Women,Qualification,2022-06-30,/api/v1/category_rounds/6863/results,/api/v1/events/1239/result/5,37,33,2022-06-30_Villars-sur-Ollon_Lead_Women_Qualification.csv
