name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Quali_time_A,Quali_time_B,source_file
Watson Samuel,USA,1,5.49,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,Qualification,2022-09-09,/api/v1/category_rounds/7551/results,/api/v1/events/1288/result/2,5.49,5.599,2022-09-09_Edinburgh_Speed_Men_Qualification.csv
LONG JIANGUO,CHN,2,5.50,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,Qualification,2022-09-09,/api/v1/category_rounds/7551/results,/api/v1/events/1288/result/2,12.679,5.505,2022-09-09_Edinburgh_Speed_Men_Qualification.csv
Noya Cardona Erik,ESP,3,5.56,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,Qualification,2022-09-09,/api/v1/category_rounds/7551/results,/api/v1/events/1288/result/2,5.563,7.564,2022-09-09_Edinburgh_Speed_Men_Qualification.csv
Zodda Gian Luca,ITA,4,5.58,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,Qualification,2022-09-09,/api/v1/category_rounds/7551/results,/api/v1/events/1288/result/2,5.584,6.869,2022-09-09_Edinburgh_Speed_Men_Qualification.csv
Khaibullin Rishat,KAZ,5,5.59,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,Qualification,2022-09-09,/api/v1/category_rounds/7551/results,/api/v1/events/1288/result/2,5.598,5.848,2022-09-09_Edinburgh_Speed_Men_Qualification.csv
Brosler John,USA,6,5.60,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,Qualification,2022-09-09,/api/v1/category_rounds/7551/results,/api/v1/events/1288/result/2,5.601,7.217,2022-09-09_Edinburgh_Speed_Men_Qualification.csv
Moro Guillaume,FRA,7,5.62,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,Qualification,2022-09-09,/api/v1/category_rounds/7551/results,/api/v1/events/1288/result/2,5.622,5.679,2022-09-09_Edinburgh_Speed_Men_Qualification.csv
JUNG Yongjun,KOR,8,5.67,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,Qualification,2022-09-09,/api/v1/category_rounds/7551/results,/api/v1/events/1288/result/2,5.676,5.759,2022-09-09_Edinburgh_Speed_Men_Qualification.csv
OMASA Ryo,JPN,9,5.69,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,Qualification,2022-09-09,/api/v1/category_rounds/7551/results,/api/v1/events/1288/result/2,5.85,5.698,2022-09-09_Edinburgh_Speed_Men_Qualification.csv
LONG JINBAO,CHN,10,5.73,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,Qualification,2022-09-09,/api/v1/category_rounds/7551/results,/api/v1/events/1288/result/2,5.851,5.733,2022-09-09_Edinburgh_Speed_Men_Qualification.csv
Pitcher Ethan,CAN,11,5.78,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,Qualification,2022-09-09,/api/v1/category_rounds/7551/results,/api/v1/events/1288/result/2,5.784,DNF,2022-09-09_Edinburgh_Speed_Men_Qualification.csv
Bratschi Noah,USA,12,5.84,"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",1288,2022,Edinburgh,Speed,Men,Qualification,2022-09-09,/api/v1/category_rounds/7551/results,/api/v1/events/1288/result/2,7.071,5.847,2022-09-09_Edinburgh_Speed_Men_Qualification.csv
