name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,source_file
Stöhr Anna,AUT,1,4t5 4b4,IFSC Climbing Worldcup (B) - Vail (USA) 2009,565,2009,Vail,Boulder,Women,Semi-Final,2009-06-05,/api/v1/category_rounds/1146/results,/api/v1/events/565/result/7,2,1,1,1,1,1,1,1,2009-06-05_Vail_Boulder_Women_Semi-Final.csv
Johnson Alex,USA,2,4t6 4b5,IFSC Climbing Worldcup (B) - Vail (USA) 2009,565,2009,Vail,Boulder,Women,Semi-Final,2009-06-05,/api/v1/category_rounds/1146/results,/api/v1/events/565/result/7,3,2,1,1,1,1,1,1,2009-06-05_Vail_Boulder_Women_Semi-Final.csv
Noguchi Akiyo,JPN,3,3t4 3b3,IFSC Climbing Worldcup (B) - Vail (USA) 2009,565,2009,Vail,Boulder,Women,Semi-Final,2009-06-05,/api/v1/category_rounds/1146/results,/api/v1/events/565/result/7,2,1,1,1,1,1,X,X,2009-06-05_Vail_Boulder_Women_Semi-Final.csv
Kim Jain,KOR,4,3t4 3b4,IFSC Climbing Worldcup (B) - Vail (USA) 2009,565,2009,Vail,Boulder,Women,Semi-Final,2009-06-05,/api/v1/category_rounds/1146/results,/api/v1/events/565/result/7,1,1,1,1,2,2,X,X,2009-06-05_Vail_Boulder_Women_Semi-Final.csv
Gros Natalija,SLO,5,3t4 3b4,IFSC Climbing Worldcup (B) - Vail (USA) 2009,565,2009,Vail,Boulder,Women,Semi-Final,2009-06-05,/api/v1/category_rounds/1146/results,/api/v1/events/565/result/7,1,1,1,1,2,2,X,X,2009-06-05_Vail_Boulder_Women_Semi-Final.csv
Puccio Alex,USA,6,3t6 4b8,IFSC Climbing Worldcup (B) - Vail (USA) 2009,565,2009,Vail,Boulder,Women,Semi-Final,2009-06-05,/api/v1/category_rounds/1146/results,/api/v1/events/565/result/7,X,2,1,1,1,1,4,4,2009-06-05_Vail_Boulder_Women_Semi-Final.csv
Ansade Maud,FRA,7,3t6 3b3,IFSC Climbing Worldcup (B) - Vail (USA) 2009,565,2009,Vail,Boulder,Women,Semi-Final,2009-06-05,/api/v1/category_rounds/1146/results,/api/v1/events/565/result/7,2,1,1,1,3,1,X,X,2009-06-05_Vail_Boulder_Women_Semi-Final.csv
Hensley Tiffany,USA,8,2t2 4b5,IFSC Climbing Worldcup (B) - Vail (USA) 2009,565,2009,Vail,Boulder,Women,Semi-Final,2009-06-05,/api/v1/category_rounds/1146/results,/api/v1/events/565/result/7,1,1,X,2,1,1,X,1,2009-06-05_Vail_Boulder_Women_Semi-Final.csv
Graftiaux Chloé,BEL,9,2t2 4b7,IFSC Climbing Worldcup (B) - Vail (USA) 2009,565,2009,Vail,Boulder,Women,Semi-Final,2009-06-05,/api/v1/category_rounds/1146/results,/api/v1/events/565/result/7,X,1,1,1,1,1,X,4,2009-06-05_Vail_Boulder_Women_Semi-Final.csv
Johannesen Therese,NOR,10,2t5 4b5,IFSC Climbing Worldcup (B) - Vail (USA) 2009,565,2009,Vail,Boulder,Women,Semi-Final,2009-06-05,/api/v1/category_rounds/1146/results,/api/v1/events/565/result/7,2,1,3,1,X,1,X,2,2009-06-05_Vail_Boulder_Women_Semi-Final.csv
Asher Elizabeth,USA,11,2t5 4b8,IFSC Climbing Worldcup (B) - Vail (USA) 2009,565,2009,Vail,Boulder,Women,Semi-Final,2009-06-05,/api/v1/category_rounds/1146/results,/api/v1/events/565/result/7,2,2,X,2,3,2,X,2,2009-06-05_Vail_Boulder_Women_Semi-Final.csv
Chevrier Anne-Laure,FRA,12,2t5 3b5,IFSC Climbing Worldcup (B) - Vail (USA) 2009,565,2009,Vail,Boulder,Women,Semi-Final,2009-06-05,/api/v1/category_rounds/1146/results,/api/v1/events/565/result/7,2,2,X,1,3,2,X,X,2009-06-05_Vail_Boulder_Women_Semi-Final.csv
Le Neve Melissa,FRA,13,2t6 4b13,IFSC Climbing Worldcup (B) - Vail (USA) 2009,565,2009,Vail,Boulder,Women,Semi-Final,2009-06-05,/api/v1/category_rounds/1146/results,/api/v1/events/565/result/7,X,1,1,1,5,5,X,6,2009-06-05_Vail_Boulder_Women_Semi-Final.csv
