name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results
Savisko Anastasiya,UKR,1,23.910,IFSC Climbing Worldcup (S)  - Daone (ITA) 2009,570,2009,Daone,Speed,Women,Qualification,2009-08-01,/api/v1/category_rounds/1187/results,/api/v1/events/570/result/6
Ropek Edyta,POL,2,24.280,IFSC Climbing Worldcup (S)  - Daone (ITA) 2009,570,2009,Daone,Speed,Women,Qualification,2009-08-01,/api/v1/category_rounds/1187/results,/api/v1/events/570/result/6
Yurina Valentina,RUS,3,26.080,IFSC Climbing Worldcup (S)  - Daone (ITA) 2009,570,2009,Daone,Speed,Women,Qualification,2009-08-01,/api/v1/category_rounds/1187/results,/api/v1/events/570/result/6
Tuzhylina Svitlana,UKR,4,26.470,IFSC Climbing Worldcup (S)  - Daone (ITA) 2009,570,2009,Daone,Speed,Women,Qualification,2009-08-01,/api/v1/category_rounds/1187/results,/api/v1/events/570/result/6
Stenkovaya Anna,RUS,5,26.660,IFSC Climbing Worldcup (S)  - Daone (ITA) 2009,570,2009,Daone,Speed,Women,Qualification,2009-08-01,/api/v1/category_rounds/1187/results,/api/v1/events/570/result/6
BUD Gusaim Oleksandra,UKR,6,27.390,IFSC Climbing Worldcup (S)  - Daone (ITA) 2009,570,2009,Daone,Speed,Women,Qualification,2009-08-01,/api/v1/category_rounds/1187/results,/api/v1/events/570/result/6
Buczek Klaudia,POL,7,29.240,IFSC Climbing Worldcup (S)  - Daone (ITA) 2009,570,2009,Daone,Speed,Women,Qualification,2009-08-01,/api/v1/category_rounds/1187/results,/api/v1/events/570/result/6
Morandi Sara,ITA,8,29.370,IFSC Climbing Worldcup (S)  - Daone (ITA) 2009,570,2009,Daone,Speed,Women,Qualification,2009-08-01,/api/v1/category_rounds/1187/results,/api/v1/events/570/result/6
Ryepko Olena,UKR,9,29.940,IFSC Climbing Worldcup (S)  - Daone (ITA) 2009,570,2009,Daone,Speed,Women,Qualification,2009-08-01,/api/v1/category_rounds/1187/results,/api/v1/events/570/result/6
Alekseeva Kseniia,RUS,10,30.330,IFSC Climbing Worldcup (S)  - Daone (ITA) 2009,570,2009,Daone,Speed,Women,Qualification,2009-08-01,/api/v1/category_rounds/1187/results,/api/v1/events/570/result/6
Prokopiuk Monika,POL,11,30.990,IFSC Climbing Worldcup (S)  - Daone (ITA) 2009,570,2009,Daone,Speed,Women,Qualification,2009-08-01,/api/v1/category_rounds/1187/results,/api/v1/events/570/result/6
Hrozova Lucie,CZE,12,32.980,IFSC Climbing Worldcup (S)  - Daone (ITA) 2009,570,2009,Daone,Speed,Women,Qualification,2009-08-01,/api/v1/category_rounds/1187/results,/api/v1/events/570/result/6
Morandi Jessica,ITA,13,35.590,IFSC Climbing Worldcup (S)  - Daone (ITA) 2009,570,2009,Daone,Speed,Women,Qualification,2009-08-01,/api/v1/category_rounds/1187/results,/api/v1/events/570/result/6
Gaidamakina Alina,RUS,14,36.600,IFSC Climbing Worldcup (S)  - Daone (ITA) 2009,570,2009,Daone,Speed,Women,Qualification,2009-08-01,/api/v1/category_rounds/1187/results,/api/v1/events/570/result/6
