name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,1/4_winner,1/4_time,1/2_winner,1/2_time,Final_winner,Final_time,Small Final_winner,Small Final_time
Ropek Edyta,,1,11.00,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009",569,2009,Chamonix,Speed,Women,Final,2009-07-12,/api/v1/category_rounds/1181/results,/api/v1/events/569/result/6,True,11.35,True,10.57,True,11.0,,
Yurina Valentina,,2,11.35,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009",569,2009,Chamonix,Speed,Women,Final,2009-07-12,/api/v1/category_rounds/1181/results,/api/v1/events/569/result/6,True,11.96,True,11.47,False,11.35,,
Alekseeva Kseniia,,3,10.58,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009",569,2009,Chamonix,Speed,Women,Final,2009-07-12,/api/v1/category_rounds/1181/results,/api/v1/events/569/result/6,True,10.91,False,FALL,,,True,10.58
Stenkovaya Anna,,4,12.28,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009",569,2009,Chamonix,Speed,Women,Final,2009-07-12,/api/v1/category_rounds/1181/results,/api/v1/events/569/result/6,True,11.77,False,11.61,,,False,12.28
Gaidamakina Alina,,5,11.92,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009",569,2009,Chamonix,Speed,Women,Final,2009-07-12,/api/v1/category_rounds/1181/results,/api/v1/events/569/result/6,False,11.92,,,,,,
Prokopiuk-Kawecka Monika,,6,12.76,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009",569,2009,Chamonix,Speed,Women,Final,2009-07-12,/api/v1/category_rounds/1181/results,/api/v1/events/569/result/6,False,12.76,,,,,,
Evstigneeva Olga,,7,13.85,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009",569,2009,Chamonix,Speed,Women,Final,2009-07-12,/api/v1/category_rounds/1181/results,/api/v1/events/569/result/6,False,13.85,,,,,,
Hrozova Lucie,,8,15.40,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009",569,2009,Chamonix,Speed,Women,Final,2009-07-12,/api/v1/category_rounds/1181/results,/api/v1/events/569/result/6,False,15.4,,,,,,
