name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,Route_2
Chereshneva Yana,RUS,1,Top 1. | Top 1. [8.75],IFSC Climbing Worldcup (L) - Puurs (BEL) 2009,573,2009,Puurs,Lead,Women,Qualification,2009-09-25,/api/v1/category_rounds/1203/results,/api/v1/events/573/result/5,Top,Top
Ciavaldini Caroline,FRA,1,Top 1. | Top 1. [8.75],IFSC Climbing Worldcup (L) - Puurs (BEL) 2009,573,2009,Puurs,Lead,Women,Qualification,2009-09-25,/api/v1/category_rounds/1203/results,/api/v1/events/573/result/5,Top,Top
Durif Charlotte,FRA,1,Top 1. | Top 1. [8.75],IFSC Climbing Worldcup (L) - Puurs (BEL) 2009,573,2009,Puurs,Lead,Women,Qualification,2009-09-25,/api/v1/category_rounds/1203/results,/api/v1/events/573/result/5,Top,Top
Ernst Johanna,AUT,1,Top 1. | Top 1. [8.75],IFSC Climbing Worldcup (L) - Puurs (BEL) 2009,573,2009,Puurs,Lead,Women,Qualification,2009-09-25,/api/v1/category_rounds/1203/results,/api/v1/events/573/result/5,Top,Top
Eyer Alexandra,SUI,1,Top 1. | Top 1. [8.75],IFSC Climbing Worldcup (L) - Puurs (BEL) 2009,573,2009,Puurs,Lead,Women,Qualification,2009-09-25,/api/v1/category_rounds/1203/results,/api/v1/events/573/result/5,Top,Top
Gros Natalija,SLO,1,Top 1. | Top 1. [8.75],IFSC Climbing Worldcup (L) - Puurs (BEL) 2009,573,2009,Puurs,Lead,Women,Qualification,2009-09-25,/api/v1/category_rounds/1203/results,/api/v1/events/573/result/5,Top,Top
Kim Jain,KOR,1,Top 1. | Top 1. [8.75],IFSC Climbing Worldcup (L) - Puurs (BEL) 2009,573,2009,Puurs,Lead,Women,Qualification,2009-09-25,/api/v1/category_rounds/1203/results,/api/v1/events/573/result/5,Top,Top
Kobayashi Yuka,JPN,1,Top 1. | Top 1. [8.75],IFSC Climbing Worldcup (L) - Puurs (BEL) 2009,573,2009,Puurs,Lead,Women,Qualification,2009-09-25,/api/v1/category_rounds/1203/results,/api/v1/events/573/result/5,Top,Top
Markovic Mina,SLO,1,Top 1. | Top 1. [8.75],IFSC Climbing Worldcup (L) - Puurs (BEL) 2009,573,2009,Puurs,Lead,Women,Qualification,2009-09-25,/api/v1/category_rounds/1203/results,/api/v1/events/573/result/5,Top,Top
Noguchi Akiyo,JPN,1,Top 1. | Top 1. [8.75],IFSC Climbing Worldcup (L) - Puurs (BEL) 2009,573,2009,Puurs,Lead,Women,Qualification,2009-09-25,/api/v1/category_rounds/1203/results,/api/v1/events/573/result/5,Top,Top
Sarkany Muriel,BEL,1,Top 1. | Top 1. [8.75],IFSC Climbing Worldcup (L) - Puurs (BEL) 2009,573,2009,Puurs,Lead,Women,Qualification,2009-09-25,/api/v1/category_rounds/1203/results,/api/v1/events/573/result/5,Top,Top
Schranz Christine,AUT,1,Top 1. | Top 1. [8.75],IFSC Climbing Worldcup (L) - Puurs (BEL) 2009,573,2009,Puurs,Lead,Women,Qualification,2009-09-25,/api/v1/category_rounds/1203/results,/api/v1/events/573/result/5,Top,Top
Vidmar Maja,SLO,1,Top 1. | Top 1. [8.75],IFSC Climbing Worldcup (L) - Puurs (BEL) 2009,573,2009,Puurs,Lead,Women,Qualification,2009-09-25,/api/v1/category_rounds/1203/results,/api/v1/events/573/result/5,Top,Top
Wurm Juliane,GER,1,Top 1. | Top 1. [8.75],IFSC Climbing Worldcup (L) - Puurs (BEL) 2009,573,2009,Puurs,Lead,Women,Qualification,2009-09-25,/api/v1/category_rounds/1203/results,/api/v1/events/573/result/5,Top,Top
Eiter Angela,AUT,15,42 18. | Top 1. [12.37],IFSC Climbing Worldcup (L) - Puurs (BEL) 2009,573,2009,Puurs,Lead,Women,Qualification,2009-09-25,/api/v1/category_rounds/1203/results,/api/v1/events/573/result/5,42,Top
Pinet Florence,FRA,15,Top 1. | 44- 17. [12.37],IFSC Climbing Worldcup (L) - Puurs (BEL) 2009,573,2009,Puurs,Lead,Women,Qualification,2009-09-25,/api/v1/category_rounds/1203/results,/api/v1/events/573/result/5,Top,44-
Gosar Asja,SLO,17,Top 1. | 43+ 18. [12.73],IFSC Climbing Worldcup (L) - Puurs (BEL) 2009,573,2009,Puurs,Lead,Women,Qualification,2009-09-25,/api/v1/category_rounds/1203/results,/api/v1/events/573/result/5,Top,43+
Bacher Barbara,AUT,18,35 23. | Top 1. [13.98],IFSC Climbing Worldcup (L) - Puurs (BEL) 2009,573,2009,Puurs,Lead,Women,Qualification,2009-09-25,/api/v1/category_rounds/1203/results,/api/v1/events/573/result/5,35,Top
Lavarda Jenny,ITA,19,Top 1. | 40- 23. [14.54],IFSC Climbing Worldcup (L) - Puurs (BEL) 2009,573,2009,Puurs,Lead,Women,Qualification,2009-09-25,/api/v1/category_rounds/1203/results,/api/v1/events/573/result/5,Top,40-
