name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,Route_2,source_file
Dufraisse Alizée,FRA,1,Top 1. | Top 1. [6.16],IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009,571,2009,Barcelona,Lead,Women,Qualification,2009-08-08,/api/v1/category_rounds/1191/results,/api/v1/events/571/result/5,Top,Top,2009-08-08_Barcelona_Lead_Women_Qualification.csv
Eiter Angela,AUT,1,Top 1. | Top 1. [6.16],IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009,571,2009,Barcelona,Lead,Women,Qualification,2009-08-08,/api/v1/category_rounds/1191/results,/api/v1/events/571/result/5,Top,Top,2009-08-08_Barcelona_Lead_Women_Qualification.csv
Gros Natalija,SLO,1,Top 1. | Top 1. [6.16],IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009,571,2009,Barcelona,Lead,Women,Qualification,2009-08-08,/api/v1/category_rounds/1191/results,/api/v1/events/571/result/5,Top,Top,2009-08-08_Barcelona_Lead_Women_Qualification.csv
Kim Jain,KOR,1,Top 1. | Top 1. [6.16],IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009,571,2009,Barcelona,Lead,Women,Qualification,2009-08-08,/api/v1/category_rounds/1191/results,/api/v1/events/571/result/5,Top,Top,2009-08-08_Barcelona_Lead_Women_Qualification.csv
Sarkany Muriel,BEL,1,Top 1. | Top 1. [6.16],IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009,571,2009,Barcelona,Lead,Women,Qualification,2009-08-08,/api/v1/category_rounds/1191/results,/api/v1/events/571/result/5,Top,Top,2009-08-08_Barcelona_Lead_Women_Qualification.csv
Vidmar Maja,SLO,1,Top 1. | Top 1. [6.16],IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009,571,2009,Barcelona,Lead,Women,Qualification,2009-08-08,/api/v1/category_rounds/1191/results,/api/v1/events/571/result/5,Top,Top,2009-08-08_Barcelona_Lead_Women_Qualification.csv
Chereshneva Yana,RUS,7,63- 8. | Top 1. [9.25],IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009,571,2009,Barcelona,Lead,Women,Qualification,2009-08-08,/api/v1/category_rounds/1191/results,/api/v1/events/571/result/5,63-,Top,2009-08-08_Barcelona_Lead_Women_Qualification.csv
Ciavaldini Caroline,FRA,7,63- 8. | Top 1. [9.25],IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009,571,2009,Barcelona,Lead,Women,Qualification,2009-08-08,/api/v1/category_rounds/1191/results,/api/v1/events/571/result/5,63-,Top,2009-08-08_Barcelona_Lead_Women_Qualification.csv
Malamid Evgeniia,RUS,7,63- 8. | Top 1. [9.25],IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009,571,2009,Barcelona,Lead,Women,Qualification,2009-08-08,/api/v1/category_rounds/1191/results,/api/v1/events/571/result/5,63-,Top,2009-08-08_Barcelona_Lead_Women_Qualification.csv
Kobayashi Yuka,JPN,10,62+ 11. | Top 1. [10.45],IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009,571,2009,Barcelona,Lead,Women,Qualification,2009-08-08,/api/v1/category_rounds/1191/results,/api/v1/events/571/result/5,62+,Top,2009-08-08_Barcelona_Lead_Women_Qualification.csv
Lavarda Jenny,ITA,10,62+ 11. | Top 1. [10.45],IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009,571,2009,Barcelona,Lead,Women,Qualification,2009-08-08,/api/v1/category_rounds/1191/results,/api/v1/events/571/result/5,62+,Top,2009-08-08_Barcelona_Lead_Women_Qualification.csv
Ernst Johanna,AUT,12,Top 1. | 36- 25. [10.95],IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009,571,2009,Barcelona,Lead,Women,Qualification,2009-08-08,/api/v1/category_rounds/1191/results,/api/v1/events/571/result/5,Top,36-,2009-08-08_Barcelona_Lead_Women_Qualification.csv
