name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,source_file
Gelmanov Rustam,RUS,1,4t5 4b5,IFSC Climbing Worldcup (B) - Wien (AUT) 2009,564,2009,Wien,Boulder,Men,Final,2009-05-29,/api/v1/category_rounds/1144/results,/api/v1/events/564/result/3,1,1,2,2,1,1,1,1,2009-05-29_Wien_Boulder_Men_Final.csv
McColl Sean,CAN,2,3t4 4b6,IFSC Climbing Worldcup (B) - Wien (AUT) 2009,564,2009,Wien,Boulder,Men,Final,2009-05-29,/api/v1/category_rounds/1144/results,/api/v1/events/564/result/3,1,1,2,2,X,2,1,1,2009-05-29_Wien_Boulder_Men_Final.csv
Fischhuber Kilian,AUT,3,3t4 3b4,IFSC Climbing Worldcup (B) - Wien (AUT) 2009,564,2009,Wien,Boulder,Men,Final,2009-05-29,/api/v1/category_rounds/1144/results,/api/v1/events/564/result/3,1,1,X,X,1,1,2,2,2009-05-29_Wien_Boulder_Men_Final.csv
Shalagin Mykhaylo,UKR,4,3t5 3b5,IFSC Climbing Worldcup (B) - Wien (AUT) 2009,564,2009,Wien,Boulder,Men,Final,2009-05-29,/api/v1/category_rounds/1144/results,/api/v1/events/564/result/3,1,1,X,X,2,2,2,2,2009-05-29_Wien_Boulder_Men_Final.csv
Glairon Mondet Guillaume,FRA,5,3t11 3b8,IFSC Climbing Worldcup (B) - Wien (AUT) 2009,564,2009,Wien,Boulder,Men,Final,2009-05-29,/api/v1/category_rounds/1144/results,/api/v1/events/564/result/3,3,2,X,X,5,5,3,1,2009-05-29_Wien_Boulder_Men_Final.csv
Barrans David,GBR,6,2t3 3b4,IFSC Climbing Worldcup (B) - Wien (AUT) 2009,564,2009,Wien,Boulder,Men,Final,2009-05-29,/api/v1/category_rounds/1144/results,/api/v1/events/564/result/3,2,1,X,X,X,2,1,1,2009-05-29_Wien_Boulder_Men_Final.csv
