name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,source_file
Kim Jain,KOR,1,47+,IFSC Climbing Worldcup (L) - Brno (CZE) 2009,574,2009,Brno,Lead,Women,Final,2009-11-06,/api/v1/category_rounds/1211/results,/api/v1/events/574/result/5,47+,2009-11-06_Brno_Lead_Women_Final.csv
Vidmar Maja,SLO,2,47+,IFSC Climbing Worldcup (L) - Brno (CZE) 2009,574,2009,Brno,Lead,Women,Final,2009-11-06,/api/v1/category_rounds/1211/results,/api/v1/events/574/result/5,47+,2009-11-06_Brno_Lead_Women_Final.csv
Markovic Mina,SLO,3,46-,IFSC Climbing Worldcup (L) - Brno (CZE) 2009,574,2009,Brno,Lead,Women,Final,2009-11-06,/api/v1/category_rounds/1211/results,/api/v1/events/574/result/5,46-,2009-11-06_Brno_Lead_Women_Final.csv
Sarkany Muriel,BEL,4,46-,IFSC Climbing Worldcup (L) - Brno (CZE) 2009,574,2009,Brno,Lead,Women,Final,2009-11-06,/api/v1/category_rounds/1211/results,/api/v1/events/574/result/5,46-,2009-11-06_Brno_Lead_Women_Final.csv
Ernst Johanna,AUT,5,45,IFSC Climbing Worldcup (L) - Brno (CZE) 2009,574,2009,Brno,Lead,Women,Final,2009-11-06,/api/v1/category_rounds/1211/results,/api/v1/events/574/result/5,45,2009-11-06_Brno_Lead_Women_Final.csv
Ciavaldini Caroline,FRA,6,45-,IFSC Climbing Worldcup (L) - Brno (CZE) 2009,574,2009,Brno,Lead,Women,Final,2009-11-06,/api/v1/category_rounds/1211/results,/api/v1/events/574/result/5,45-,2009-11-06_Brno_Lead_Women_Final.csv
Durif Charlotte,FRA,7,45-,IFSC Climbing Worldcup (L) - Brno (CZE) 2009,574,2009,Brno,Lead,Women,Final,2009-11-06,/api/v1/category_rounds/1211/results,/api/v1/events/574/result/5,45-,2009-11-06_Brno_Lead_Women_Final.csv
Kobayashi Yuka,JPN,7,45-,IFSC Climbing Worldcup (L) - Brno (CZE) 2009,574,2009,Brno,Lead,Women,Final,2009-11-06,/api/v1/category_rounds/1211/results,/api/v1/events/574/result/5,45-,2009-11-06_Brno_Lead_Women_Final.csv
Noguchi Akiyo,JPN,7,45-,IFSC Climbing Worldcup (L) - Brno (CZE) 2009,574,2009,Brno,Lead,Women,Final,2009-11-06,/api/v1/category_rounds/1211/results,/api/v1/events/574/result/5,45-,2009-11-06_Brno_Lead_Women_Final.csv
Pinet Florence,FRA,10,43+,IFSC Climbing Worldcup (L) - Brno (CZE) 2009,574,2009,Brno,Lead,Women,Final,2009-11-06,/api/v1/category_rounds/1211/results,/api/v1/events/574/result/5,43+,2009-11-06_Brno_Lead_Women_Final.csv
Eiter Angela,AUT,11,43,IFSC Climbing Worldcup (L) - Brno (CZE) 2009,574,2009,Brno,Lead,Women,Final,2009-11-06,/api/v1/category_rounds/1211/results,/api/v1/events/574/result/5,43,2009-11-06_Brno_Lead_Women_Final.csv
