name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,source_file
Kim Jain,KOR,1,Top,IFSC Climbing Worldcup (L) - Brno (CZE) 2009,574,2009,Brno,Lead,Women,Semi-Final,2009-11-06,/api/v1/category_rounds/1210/results,/api/v1/events/574/result/5,Top,2009-11-06_Brno_Lead_Women_Semi-Final.csv
Pinet Florence,FRA,2,43+,IFSC Climbing Worldcup (L) - Brno (CZE) 2009,574,2009,Brno,Lead,Women,Semi-Final,2009-11-06,/api/v1/category_rounds/1210/results,/api/v1/events/574/result/5,43+,2009-11-06_Brno_Lead_Women_Semi-Final.csv
Markovic Mina,SLO,3,38,IFSC Climbing Worldcup (L) - Brno (CZE) 2009,574,2009,Brno,Lead,Women,Semi-Final,2009-11-06,/api/v1/category_rounds/1210/results,/api/v1/events/574/result/5,38,2009-11-06_Brno_Lead_Women_Semi-Final.csv
Ciavaldini Caroline,FRA,3,38,IFSC Climbing Worldcup (L) - Brno (CZE) 2009,574,2009,Brno,Lead,Women,Semi-Final,2009-11-06,/api/v1/category_rounds/1210/results,/api/v1/events/574/result/5,38,2009-11-06_Brno_Lead_Women_Semi-Final.csv
Eiter Angela,AUT,3,38,IFSC Climbing Worldcup (L) - Brno (CZE) 2009,574,2009,Brno,Lead,Women,Semi-Final,2009-11-06,/api/v1/category_rounds/1210/results,/api/v1/events/574/result/5,38,2009-11-06_Brno_Lead_Women_Semi-Final.csv
Vidmar Maja,SLO,6,38-,IFSC Climbing Worldcup (L) - Brno (CZE) 2009,574,2009,Brno,Lead,Women,Semi-Final,2009-11-06,/api/v1/category_rounds/1210/results,/api/v1/events/574/result/5,38-,2009-11-06_Brno_Lead_Women_Semi-Final.csv
Sarkany Muriel,BEL,6,38-,IFSC Climbing Worldcup (L) - Brno (CZE) 2009,574,2009,Brno,Lead,Women,Semi-Final,2009-11-06,/api/v1/category_rounds/1210/results,/api/v1/events/574/result/5,38-,2009-11-06_Brno_Lead_Women_Semi-Final.csv
Ernst Johanna,AUT,6,38-,IFSC Climbing Worldcup (L) - Brno (CZE) 2009,574,2009,Brno,Lead,Women,Semi-Final,2009-11-06,/api/v1/category_rounds/1210/results,/api/v1/events/574/result/5,38-,2009-11-06_Brno_Lead_Women_Semi-Final.csv
Durif Charlotte,FRA,6,38-,IFSC Climbing Worldcup (L) - Brno (CZE) 2009,574,2009,Brno,Lead,Women,Semi-Final,2009-11-06,/api/v1/category_rounds/1210/results,/api/v1/events/574/result/5,38-,2009-11-06_Brno_Lead_Women_Semi-Final.csv
Kobayashi Yuka,JPN,6,38-,IFSC Climbing Worldcup (L) - Brno (CZE) 2009,574,2009,Brno,Lead,Women,Semi-Final,2009-11-06,/api/v1/category_rounds/1210/results,/api/v1/events/574/result/5,38-,2009-11-06_Brno_Lead_Women_Semi-Final.csv
Noguchi Akiyo,JPN,6,38-,IFSC Climbing Worldcup (L) - Brno (CZE) 2009,574,2009,Brno,Lead,Women,Semi-Final,2009-11-06,/api/v1/category_rounds/1210/results,/api/v1/events/574/result/5,38-,2009-11-06_Brno_Lead_Women_Semi-Final.csv
Schranz Christine,AUT,12,36+,IFSC Climbing Worldcup (L) - Brno (CZE) 2009,574,2009,Brno,Lead,Women,Semi-Final,2009-11-06,/api/v1/category_rounds/1210/results,/api/v1/events/574/result/5,36+,2009-11-06_Brno_Lead_Women_Semi-Final.csv
Chereshneva Yana,RUS,13,36,IFSC Climbing Worldcup (L) - Brno (CZE) 2009,574,2009,Brno,Lead,Women,Semi-Final,2009-11-06,/api/v1/category_rounds/1210/results,/api/v1/events/574/result/5,36,2009-11-06_Brno_Lead_Women_Semi-Final.csv
Bacher Barbara,AUT,14,36-,IFSC Climbing Worldcup (L) - Brno (CZE) 2009,574,2009,Brno,Lead,Women,Semi-Final,2009-11-06,/api/v1/category_rounds/1210/results,/api/v1/events/574/result/5,36-,2009-11-06_Brno_Lead_Women_Semi-Final.csv
Dufraisse Alizée,FRA,14,36-,IFSC Climbing Worldcup (L) - Brno (CZE) 2009,574,2009,Brno,Lead,Women,Semi-Final,2009-11-06,/api/v1/category_rounds/1210/results,/api/v1/events/574/result/5,36-,2009-11-06_Brno_Lead_Women_Semi-Final.csv
Gros Natalija,SLO,14,36-,IFSC Climbing Worldcup (L) - Brno (CZE) 2009,574,2009,Brno,Lead,Women,Semi-Final,2009-11-06,/api/v1/category_rounds/1210/results,/api/v1/events/574/result/5,36-,2009-11-06_Brno_Lead_Women_Semi-Final.csv
Wurm Juliane,GER,17,33-,IFSC Climbing Worldcup (L) - Brno (CZE) 2009,574,2009,Brno,Lead,Women,Semi-Final,2009-11-06,/api/v1/category_rounds/1210/results,/api/v1/events/574/result/5,33-,2009-11-06_Brno_Lead_Women_Semi-Final.csv
Avezou Cecile,FRA,18,32+,IFSC Climbing Worldcup (L) - Brno (CZE) 2009,574,2009,Brno,Lead,Women,Semi-Final,2009-11-06,/api/v1/category_rounds/1210/results,/api/v1/events/574/result/5,32+,2009-11-06_Brno_Lead_Women_Semi-Final.csv
