name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,source_file
Rubtsov  Aleksei,RUS,1,2t3 3b4,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,667,2011,Log-Dragomer,Boulder,Men,Semi-Final,2011-05-07,/api/v1/category_rounds/1647/results,/api/v1/events/667/result/3,X,X,1,1,2,1,X,2,2011-05-07_Log-Dragomer_Boulder_Men_Semi-Final.csv
Sharafutdinov Dmitrii,RUS,2,2t3 3b7,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,667,2011,Log-Dragomer,Boulder,Men,Semi-Final,2011-05-07,/api/v1/category_rounds/1647/results,/api/v1/events/667/result/3,X,X,2,2,1,1,X,4,2011-05-07_Log-Dragomer_Boulder_Men_Semi-Final.csv
Fischhuber Kilian,AUT,3,2t3 2b3,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,667,2011,Log-Dragomer,Boulder,Men,Semi-Final,2011-05-07,/api/v1/category_rounds/1647/results,/api/v1/events/667/result/3,X,X,1,1,2,2,X,X,2011-05-07_Log-Dragomer_Boulder_Men_Semi-Final.csv
Gaidioz Loïc,FRA,4,2t3 2b3,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,667,2011,Log-Dragomer,Boulder,Men,Semi-Final,2011-05-07,/api/v1/category_rounds/1647/results,/api/v1/events/667/result/3,X,X,2,2,1,1,X,X,2011-05-07_Log-Dragomer_Boulder_Men_Semi-Final.csv
Comina Fabien,FRA,5,2t4 2b3,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,667,2011,Log-Dragomer,Boulder,Men,Semi-Final,2011-05-07,/api/v1/category_rounds/1647/results,/api/v1/events/667/result/3,2,2,X,X,2,1,X,X,2011-05-07_Log-Dragomer_Boulder_Men_Semi-Final.csv
Glairon Mondet Guillaume,FRA,6,2t5 3b8,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,667,2011,Log-Dragomer,Boulder,Men,Semi-Final,2011-05-07,/api/v1/category_rounds/1647/results,/api/v1/events/667/result/3,4,4,X,3,1,1,X,X,2011-05-07_Log-Dragomer_Boulder_Men_Semi-Final.csv
Ennemoser Lukas,AUT,7,2t5 2b3,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,667,2011,Log-Dragomer,Boulder,Men,Semi-Final,2011-05-07,/api/v1/category_rounds/1647/results,/api/v1/events/667/result/3,X,X,3,1,2,2,X,X,2011-05-07_Log-Dragomer_Boulder_Men_Semi-Final.csv
Hori Tsukuru,JPN,8,1t1 4b13,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,667,2011,Log-Dragomer,Boulder,Men,Semi-Final,2011-05-07,/api/v1/category_rounds/1647/results,/api/v1/events/667/result/3,X,3,X,1,1,1,X,8,2011-05-07_Log-Dragomer_Boulder_Men_Semi-Final.csv
Watson Stewart,GBR,9,1t1 3b4,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,667,2011,Log-Dragomer,Boulder,Men,Semi-Final,2011-05-07,/api/v1/category_rounds/1647/results,/api/v1/events/667/result/3,X,2,1,1,X,1,X,X,2011-05-07_Log-Dragomer_Boulder_Men_Semi-Final.csv
Baumann Jonas,GER,10,1t1 2b3,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,667,2011,Log-Dragomer,Boulder,Men,Semi-Final,2011-05-07,/api/v1/category_rounds/1647/results,/api/v1/events/667/result/3,X,2,X,X,1,1,X,X,2011-05-07_Log-Dragomer_Boulder_Men_Semi-Final.csv
Kaiser Francois,FRA,11,1t2 2b3,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,667,2011,Log-Dragomer,Boulder,Men,Semi-Final,2011-05-07,/api/v1/category_rounds/1647/results,/api/v1/events/667/result/3,2,2,X,1,X,X,X,X,2011-05-07_Log-Dragomer_Boulder_Men_Semi-Final.csv
Svub Ondrej,SVK,12,1t3 3b6,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,667,2011,Log-Dragomer,Boulder,Men,Semi-Final,2011-05-07,/api/v1/category_rounds/1647/results,/api/v1/events/667/result/3,X,X,X,2,3,1,X,3,2011-05-07_Log-Dragomer_Boulder_Men_Semi-Final.csv
Becan Klemen,SLO,13,1t3 3b8,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,667,2011,Log-Dragomer,Boulder,Men,Semi-Final,2011-05-07,/api/v1/category_rounds/1647/results,/api/v1/events/667/result/3,3,3,X,1,X,X,X,4,2011-05-07_Log-Dragomer_Boulder_Men_Semi-Final.csv
Müller Matthias,SUI,14,1t4 2b8,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,667,2011,Log-Dragomer,Boulder,Men,Semi-Final,2011-05-07,/api/v1/category_rounds/1647/results,/api/v1/events/667/result/3,X,X,X,4,4,4,X,X,2011-05-07_Log-Dragomer_Boulder_Men_Semi-Final.csv
Kruder Jernej,SLO,15,0t 3b7,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,667,2011,Log-Dragomer,Boulder,Men,Semi-Final,2011-05-07,/api/v1/category_rounds/1647/results,/api/v1/events/667/result/3,X,3,X,1,X,X,X,3,2011-05-07_Log-Dragomer_Boulder_Men_Semi-Final.csv
Ten Sijthoff Casper,NED,16,0t 2b2,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,667,2011,Log-Dragomer,Boulder,Men,Semi-Final,2011-05-07,/api/v1/category_rounds/1647/results,/api/v1/events/667/result/3,X,1,X,X,X,1,X,X,2011-05-07_Log-Dragomer_Boulder_Men_Semi-Final.csv
Danker Stefan,GER,17,0t 2b4,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,667,2011,Log-Dragomer,Boulder,Men,Semi-Final,2011-05-07,/api/v1/category_rounds/1647/results,/api/v1/events/667/result/3,X,X,X,1,X,3,X,X,2011-05-07_Log-Dragomer_Boulder_Men_Semi-Final.csv
Becan Jure,SLO,18,0t 2b5,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,667,2011,Log-Dragomer,Boulder,Men,Semi-Final,2011-05-07,/api/v1/category_rounds/1647/results,/api/v1/events/667/result/3,X,X,X,1,X,X,X,4,2011-05-07_Log-Dragomer_Boulder_Men_Semi-Final.csv
Skofic Domen,SLO,19,0t 1b2,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,667,2011,Log-Dragomer,Boulder,Men,Semi-Final,2011-05-07,/api/v1/category_rounds/1647/results,/api/v1/events/667/result/3,X,X,X,2,X,X,X,X,2011-05-07_Log-Dragomer_Boulder_Men_Semi-Final.csv
Sommer Remo,SUI,20,0t 0b,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,667,2011,Log-Dragomer,Boulder,Men,Semi-Final,2011-05-07,/api/v1/category_rounds/1647/results,/api/v1/events/667/result/3,X,X,X,X,X,X,X,X,2011-05-07_Log-Dragomer_Boulder_Men_Semi-Final.csv
