name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,P5_Top,P5_Zone,source_file
Hori Tsukuru,JPN,1,4t7 5b5,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Men,Qualification,2011-05-27,/api/v1/category_rounds/1658/results,/api/v1/events/669/result/3,1,1,X,1,2,1,1,1,3,1,2011-05-27_Canmore_Boulder_Men_Qualification.csv
Mogaki Keita,JPN,2,3t5 5b7,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Men,Qualification,2011-05-27,/api/v1/category_rounds/1658/results,/api/v1/events/669/result/3,1,1,X,3,2,1,2,1,X,1,2011-05-27_Canmore_Boulder_Men_Qualification.csv
Sugimoto Rei,JPN,3,3t5 5b8,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Men,Qualification,2011-05-27,/api/v1/category_rounds/1658/results,/api/v1/events/669/result/3,1,1,X,2,3,3,1,1,X,1,2011-05-27_Canmore_Boulder_Men_Qualification.csv
Kim Jaha,KOR,4,3t6 5b7,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Men,Qualification,2011-05-27,/api/v1/category_rounds/1658/results,/api/v1/events/669/result/3,2,1,X,3,1,1,3,1,X,1,2011-05-27_Canmore_Boulder_Men_Qualification.csv
Sethna Eric,CAN,5,3t9 5b10,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Men,Qualification,2011-05-27,/api/v1/category_rounds/1658/results,/api/v1/events/669/result/3,1,1,X,2,2,2,X,1,6,4,2011-05-27_Canmore_Boulder_Men_Qualification.csv
Gaidioz Loïc,FRA,6,2t2 5b5,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Men,Qualification,2011-05-27,/api/v1/category_rounds/1658/results,/api/v1/events/669/result/3,1,1,X,1,X,1,1,1,X,1,2011-05-27_Canmore_Boulder_Men_Qualification.csv
Jongeneelen Wouter,NED,6,2t2 5b5,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Men,Qualification,2011-05-27,/api/v1/category_rounds/1658/results,/api/v1/events/669/result/3,1,1,X,1,X,1,1,1,X,1,2011-05-27_Canmore_Boulder_Men_Qualification.csv
Fischhuber Kilian,AUT,8,2t2 5b6,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Men,Qualification,2011-05-27,/api/v1/category_rounds/1658/results,/api/v1/events/669/result/3,1,1,X,2,X,1,1,1,X,1,2011-05-27_Canmore_Boulder_Men_Qualification.csv
Glairon Mondet Guillaume,FRA,8,2t2 5b6,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Men,Qualification,2011-05-27,/api/v1/category_rounds/1658/results,/api/v1/events/669/result/3,1,1,X,1,X,1,1,1,X,2,2011-05-27_Canmore_Boulder_Men_Qualification.csv
Danker Stefan,GER,10,2t2 5b7,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Men,Qualification,2011-05-27,/api/v1/category_rounds/1658/results,/api/v1/events/669/result/3,1,1,X,2,X,2,1,1,X,1,2011-05-27_Canmore_Boulder_Men_Qualification.csv
Ten Sijthoff Casper,NED,11,2t2 5b8,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Men,Qualification,2011-05-27,/api/v1/category_rounds/1658/results,/api/v1/events/669/result/3,1,1,X,2,X,3,1,1,X,1,2011-05-27_Canmore_Boulder_Men_Qualification.csv
McColl Sean,CAN,12,2t2 4b4,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Men,Qualification,2011-05-27,/api/v1/category_rounds/1658/results,/api/v1/events/669/result/3,1,1,X,1,X,X,1,1,X,1,2011-05-27_Canmore_Boulder_Men_Qualification.csv
Shimizu Atsushi,JPN,13,2t3 5b7,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Men,Qualification,2011-05-27,/api/v1/category_rounds/1658/results,/api/v1/events/669/result/3,2,1,X,2,X,2,1,1,X,1,2011-05-27_Canmore_Boulder_Men_Qualification.csv
Sugita Masatoshi,JPN,14,2t4 5b6,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Men,Qualification,2011-05-27,/api/v1/category_rounds/1658/results,/api/v1/events/669/result/3,1,1,X,2,X,1,3,1,X,1,2011-05-27_Canmore_Boulder_Men_Qualification.csv
Webb-Parsons Christopher,AUS,15,2t5 5b6,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Men,Qualification,2011-05-27,/api/v1/category_rounds/1658/results,/api/v1/events/669/result/3,2,2,X,1,X,1,X,1,3,1,2011-05-27_Canmore_Boulder_Men_Qualification.csv
Würth Peter,GER,16,2t5 5b7,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Men,Qualification,2011-05-27,/api/v1/category_rounds/1658/results,/api/v1/events/669/result/3,1,1,X,1,X,3,X,1,4,1,2011-05-27_Canmore_Boulder_Men_Qualification.csv
Muller Josh,CAN,17,2t6 4b5,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Men,Qualification,2011-05-27,/api/v1/category_rounds/1658/results,/api/v1/events/669/result/3,3,2,X,X,X,1,3,1,X,1,2011-05-27_Canmore_Boulder_Men_Qualification.csv
Baumann Jonas,GER,18,1t1 5b5,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Men,Qualification,2011-05-27,/api/v1/category_rounds/1658/results,/api/v1/events/669/result/3,1,1,X,1,X,1,X,1,X,1,2011-05-27_Canmore_Boulder_Men_Qualification.csv
Kruder Jernej,SLO,18,1t1 5b5,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Men,Qualification,2011-05-27,/api/v1/category_rounds/1658/results,/api/v1/events/669/result/3,1,1,X,1,X,1,X,1,X,1,2011-05-27_Canmore_Boulder_Men_Qualification.csv
Becan Klemen,SLO,20,1t1 5b6,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Men,Qualification,2011-05-27,/api/v1/category_rounds/1658/results,/api/v1/events/669/result/3,1,1,X,2,X,1,X,1,X,1,2011-05-27_Canmore_Boulder_Men_Qualification.csv
Comina Fabien,FRA,20,1t1 5b6,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Men,Qualification,2011-05-27,/api/v1/category_rounds/1658/results,/api/v1/events/669/result/3,1,1,X,1,X,2,X,1,X,1,2011-05-27_Canmore_Boulder_Men_Qualification.csv
de Leeuw Nicky,NED,20,1t1 5b6,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Men,Qualification,2011-05-27,/api/v1/category_rounds/1658/results,/api/v1/events/669/result/3,1,1,X,2,X,1,X,1,X,1,2011-05-27_Canmore_Boulder_Men_Qualification.csv
Paholek Terry,CAN,20,1t1 5b6,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Men,Qualification,2011-05-27,/api/v1/category_rounds/1658/results,/api/v1/events/669/result/3,1,1,X,2,X,1,X,1,X,1,2011-05-27_Canmore_Boulder_Men_Qualification.csv
Conrad Mathias,GER,24,1t1 5b7,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Men,Qualification,2011-05-27,/api/v1/category_rounds/1658/results,/api/v1/events/669/result/3,1,1,X,1,X,3,X,1,X,1,2011-05-27_Canmore_Boulder_Men_Qualification.csv
Kim Jabee,KOR,25,1t1 5b9,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Men,Qualification,2011-05-27,/api/v1/category_rounds/1658/results,/api/v1/events/669/result/3,1,1,X,4,X,1,X,1,X,2,2011-05-27_Canmore_Boulder_Men_Qualification.csv
Larson Josh,USA,26,1t1 4b11,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Men,Qualification,2011-05-27,/api/v1/category_rounds/1658/results,/api/v1/events/669/result/3,1,1,X,1,X,4,X,5,X,X,2011-05-27_Canmore_Boulder_Men_Qualification.csv
Olson Ryan,USA,26,1t1 4b11,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Men,Qualification,2011-05-27,/api/v1/category_rounds/1658/results,/api/v1/events/669/result/3,1,1,X,8,X,1,X,X,X,1,2011-05-27_Canmore_Boulder_Men_Qualification.csv
Bowles John,CAN,28,1t1 2b3,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Men,Qualification,2011-05-27,/api/v1/category_rounds/1658/results,/api/v1/events/669/result/3,1,1,X,X,X,X,X,X,X,2,2011-05-27_Canmore_Boulder_Men_Qualification.csv
Difelice Andre,CAN,29,1t2 5b8,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Men,Qualification,2011-05-27,/api/v1/category_rounds/1658/results,/api/v1/events/669/result/3,2,2,X,3,X,1,X,1,X,1,2011-05-27_Canmore_Boulder_Men_Qualification.csv
Lazure Sebastien,CAN,30,1t2 4b5,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Men,Qualification,2011-05-27,/api/v1/category_rounds/1658/results,/api/v1/events/669/result/3,2,2,X,X,X,1,X,1,X,1,2011-05-27_Canmore_Boulder_Men_Qualification.csv
Cardwell Jon,USA,31,1t2 4b6,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Men,Qualification,2011-05-27,/api/v1/category_rounds/1658/results,/api/v1/events/669/result/3,2,2,X,2,X,X,X,1,X,1,2011-05-27_Canmore_Boulder_Men_Qualification.csv
Muller Luke,CAN,32,1t3 4b9,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Men,Qualification,2011-05-27,/api/v1/category_rounds/1658/results,/api/v1/events/669/result/3,3,2,X,X,X,1,X,4,X,2,2011-05-27_Canmore_Boulder_Men_Qualification.csv
Wetmore David,USA,33,1t4 4b13,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Men,Qualification,2011-05-27,/api/v1/category_rounds/1658/results,/api/v1/events/669/result/3,4,4,X,4,X,X,X,1,X,4,2011-05-27_Canmore_Boulder_Men_Qualification.csv
Adamson Miles,CAN,34,1t5 4b18,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Men,Qualification,2011-05-27,/api/v1/category_rounds/1658/results,/api/v1/events/669/result/3,5,5,X,7,X,X,X,1,X,5,2011-05-27_Canmore_Boulder_Men_Qualification.csv
Gravelle Yves,CAN,35,0t 4b4,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Men,Qualification,2011-05-27,/api/v1/category_rounds/1658/results,/api/v1/events/669/result/3,X,1,X,1,X,X,X,1,X,1,2011-05-27_Canmore_Boulder_Men_Qualification.csv
Dory Ian,USA,36,0t 4b8,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Men,Qualification,2011-05-27,/api/v1/category_rounds/1658/results,/api/v1/events/669/result/3,X,2,X,2,X,3,X,1,X,X,2011-05-27_Canmore_Boulder_Men_Qualification.csv
Iwai Shigeo,JPN,37,0t 4b10,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Men,Qualification,2011-05-27,/api/v1/category_rounds/1658/results,/api/v1/events/669/result/3,X,1,X,4,X,4,X,X,X,1,2011-05-27_Canmore_Boulder_Men_Qualification.csv
Chong Jamie,CAN,38,0t 4b12,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Men,Qualification,2011-05-27,/api/v1/category_rounds/1658/results,/api/v1/events/669/result/3,X,1,X,X,X,2,X,4,X,5,2011-05-27_Canmore_Boulder_Men_Qualification.csv
Padovani Greg,USA,39,0t 2b4,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Men,Qualification,2011-05-27,/api/v1/category_rounds/1658/results,/api/v1/events/669/result/3,X,3,X,X,X,X,X,1,X,X,2011-05-27_Canmore_Boulder_Men_Qualification.csv
Curtis Dustin,CAN,40,0t 2b7,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,669,2011,Canmore,Boulder,Men,Qualification,2011-05-27,/api/v1/category_rounds/1658/results,/api/v1/events/669/result/3,X,1,X,6,X,X,X,X,X,X,2011-05-27_Canmore_Boulder_Men_Qualification.csv
