name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,source_file
Glairon Mondet Guillaume,FRA,1,2t2 4b4,IFSC Climbing Worldcup (B) - Barcelona (ESP) 2011,672,2011,Barcelona,Boulder,Men,Final,2011-06-25,/api/v1/category_rounds/1678/results,/api/v1/events/672/result/3,1,1,X,1,X,1,1,1,2011-06-25_Barcelona_Boulder_Men_Final.csv
Gelmanov Rustam,RUS,2,2t2 3b3,IFSC Climbing Worldcup (B) - Barcelona (ESP) 2011,672,2011,Barcelona,Boulder,Men,Final,2011-06-25,/api/v1/category_rounds/1678/results,/api/v1/events/672/result/3,1,1,1,1,X,1,X,X,2011-06-25_Barcelona_Boulder_Men_Final.csv
Sharafutdinov Dmitrii,RUS,3,2t5 4b8,IFSC Climbing Worldcup (B) - Barcelona (ESP) 2011,672,2011,Barcelona,Boulder,Men,Final,2011-06-25,/api/v1/category_rounds/1678/results,/api/v1/events/672/result/3,2,2,X,1,X,2,3,3,2011-06-25_Barcelona_Boulder_Men_Final.csv
Rubtsov  Aleksei,RUS,4,2t5 3b7,IFSC Climbing Worldcup (B) - Barcelona (ESP) 2011,672,2011,Barcelona,Boulder,Men,Final,2011-06-25,/api/v1/category_rounds/1678/results,/api/v1/events/672/result/3,2,1,3,2,X,4,X,X,2011-06-25_Barcelona_Boulder_Men_Final.csv
Fischhuber Kilian,AUT,5,1t1 3b3,IFSC Climbing Worldcup (B) - Barcelona (ESP) 2011,672,2011,Barcelona,Boulder,Men,Final,2011-06-25,/api/v1/category_rounds/1678/results,/api/v1/events/672/result/3,1,1,X,1,X,1,X,X,2011-06-25_Barcelona_Boulder_Men_Final.csv
Ennemoser Lukas,AUT,6,1t1 3b3,IFSC Climbing Worldcup (B) - Barcelona (ESP) 2011,672,2011,Barcelona,Boulder,Men,Final,2011-06-25,/api/v1/category_rounds/1678/results,/api/v1/events/672/result/3,1,1,X,1,X,1,X,X,2011-06-25_Barcelona_Boulder_Men_Final.csv
Hori Tsukuru,JPN,7,0t 1b2,IFSC Climbing Worldcup (B) - Barcelona (ESP) 2011,672,2011,Barcelona,Boulder,Men,Final,2011-06-25,/api/v1/category_rounds/1678/results,/api/v1/events/672/result/3,X,X,X,X,X,2,X,X,2011-06-25_Barcelona_Boulder_Men_Final.csv
