name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,source_file
Becan Klemen,SLO,1,2t4 2b2,IFSC Climbing Worldcup (B) - Vienna (AUT) 2011 ,668,2011,Vienna,Boulder,Men,Semi-Final,2011-05-13,/api/v1/category_rounds/1653/results,/api/v1/events/668/result/3,1,1,X,X,3,1,X,X,2011-05-13_Vienna_Boulder_Men_Semi-Final.csv
Sharafutdinov Dmitrii,RUS,2,1t1 3b6,IFSC Climbing Worldcup (B) - Vienna (AUT) 2011 ,668,2011,Vienna,Boulder,Men,Semi-Final,2011-05-13,/api/v1/category_rounds/1653/results,/api/v1/events/668/result/3,1,1,X,3,X,2,X,X,2011-05-13_Vienna_Boulder_Men_Semi-Final.csv
Gelmanov Rustam,RUS,3,1t1 2b2,IFSC Climbing Worldcup (B) - Vienna (AUT) 2011 ,668,2011,Vienna,Boulder,Men,Semi-Final,2011-05-13,/api/v1/category_rounds/1653/results,/api/v1/events/668/result/3,1,1,X,X,X,1,X,X,2011-05-13_Vienna_Boulder_Men_Semi-Final.csv
Ennemoser Lukas,AUT,4,1t1 1b1,IFSC Climbing Worldcup (B) - Vienna (AUT) 2011 ,668,2011,Vienna,Boulder,Men,Semi-Final,2011-05-13,/api/v1/category_rounds/1653/results,/api/v1/events/668/result/3,1,1,X,X,X,X,X,X,2011-05-13_Vienna_Boulder_Men_Semi-Final.csv
Gaidioz Loïc,FRA,5,1t2 2b3,IFSC Climbing Worldcup (B) - Vienna (AUT) 2011 ,668,2011,Vienna,Boulder,Men,Semi-Final,2011-05-13,/api/v1/category_rounds/1653/results,/api/v1/events/668/result/3,2,1,X,X,X,2,X,X,2011-05-13_Vienna_Boulder_Men_Semi-Final.csv
Kruder Jernej,SLO,5,1t2 2b3,IFSC Climbing Worldcup (B) - Vienna (AUT) 2011 ,668,2011,Vienna,Boulder,Men,Semi-Final,2011-05-13,/api/v1/category_rounds/1653/results,/api/v1/events/668/result/3,X,1,X,X,2,2,X,X,2011-05-13_Vienna_Boulder_Men_Semi-Final.csv
Stranik Martin,CZE,7,1t3 3b11,IFSC Climbing Worldcup (B) - Vienna (AUT) 2011 ,668,2011,Vienna,Boulder,Men,Semi-Final,2011-05-13,/api/v1/category_rounds/1653/results,/api/v1/events/668/result/3,3,1,X,X,X,6,X,4,2011-05-13_Vienna_Boulder_Men_Semi-Final.csv
Caleyron Thomas,FRA,8,1t3 2b3,IFSC Climbing Worldcup (B) - Vienna (AUT) 2011 ,668,2011,Vienna,Boulder,Men,Semi-Final,2011-05-13,/api/v1/category_rounds/1653/results,/api/v1/events/668/result/3,X,1,X,X,3,2,X,X,2011-05-13_Vienna_Boulder_Men_Semi-Final.csv
Schubert Jakob,AUT,9,1t3 2b6,IFSC Climbing Worldcup (B) - Vienna (AUT) 2011 ,668,2011,Vienna,Boulder,Men,Semi-Final,2011-05-13,/api/v1/category_rounds/1653/results,/api/v1/events/668/result/3,3,1,X,X,X,5,X,X,2011-05-13_Vienna_Boulder_Men_Semi-Final.csv
Ten Sijthoff Casper,NED,10,1t4 2b4,IFSC Climbing Worldcup (B) - Vienna (AUT) 2011 ,668,2011,Vienna,Boulder,Men,Semi-Final,2011-05-13,/api/v1/category_rounds/1653/results,/api/v1/events/668/result/3,X,3,X,X,4,1,X,X,2011-05-13_Vienna_Boulder_Men_Semi-Final.csv
