name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,P5_Top,P5_Zone
Danker Stefan,GER,1,5t5 5b5,IFSC Climbing Worldcup (B) - Vail (USA) 2011 ,670,2011,Vail,Boulder,Men,Qualification,2011-06-03,/api/v1/category_rounds/1664/results,/api/v1/events/670/result/3,1,1,1,1,1,1,1,1,1,1
Fischhuber Kilian,AUT,1,5t5 5b5,IFSC Climbing Worldcup (B) - Vail (USA) 2011 ,670,2011,Vail,Boulder,Men,Qualification,2011-06-03,/api/v1/category_rounds/1664/results,/api/v1/events/670/result/3,1,1,1,1,1,1,1,1,1,1
Glairon Mondet Guillaume,FRA,1,5t5 5b5,IFSC Climbing Worldcup (B) - Vail (USA) 2011 ,670,2011,Vail,Boulder,Men,Qualification,2011-06-03,/api/v1/category_rounds/1664/results,/api/v1/events/670/result/3,1,1,1,1,1,1,1,1,1,1
Mogaki Keita,JPN,1,5t5 5b5,IFSC Climbing Worldcup (B) - Vail (USA) 2011 ,670,2011,Vail,Boulder,Men,Qualification,2011-06-03,/api/v1/category_rounds/1664/results,/api/v1/events/670/result/3,1,1,1,1,1,1,1,1,1,1
Sharafutdinov Dmitrii,RUS,1,5t5 5b5,IFSC Climbing Worldcup (B) - Vail (USA) 2011 ,670,2011,Vail,Boulder,Men,Qualification,2011-06-03,/api/v1/category_rounds/1664/results,/api/v1/events/670/result/3,1,1,1,1,1,1,1,1,1,1
Sugimoto Rei,JPN,1,5t5 5b5,IFSC Climbing Worldcup (B) - Vail (USA) 2011 ,670,2011,Vail,Boulder,Men,Qualification,2011-06-03,/api/v1/category_rounds/1664/results,/api/v1/events/670/result/3,1,1,1,1,1,1,1,1,1,1
Woods Daniel,USA,1,5t5 5b5,IFSC Climbing Worldcup (B) - Vail (USA) 2011 ,670,2011,Vail,Boulder,Men,Qualification,2011-06-03,/api/v1/category_rounds/1664/results,/api/v1/events/670/result/3,1,1,1,1,1,1,1,1,1,1
Hori Tsukuru,JPN,8,5t6 5b5,IFSC Climbing Worldcup (B) - Vail (USA) 2011 ,670,2011,Vail,Boulder,Men,Qualification,2011-06-03,/api/v1/category_rounds/1664/results,/api/v1/events/670/result/3,1,1,1,1,1,1,2,1,1,1
Bautista Julian,USA,9,5t7 5b7,IFSC Climbing Worldcup (B) - Vail (USA) 2011 ,670,2011,Vail,Boulder,Men,Qualification,2011-06-03,/api/v1/category_rounds/1664/results,/api/v1/events/670/result/3,1,1,1,1,1,1,1,1,3,3
Lerner Zach,USA,9,5t7 5b7,IFSC Climbing Worldcup (B) - Vail (USA) 2011 ,670,2011,Vail,Boulder,Men,Qualification,2011-06-03,/api/v1/category_rounds/1664/results,/api/v1/events/670/result/3,1,1,1,1,1,1,1,1,3,3
Traversi Carlo,USA,11,5t9 5b9,IFSC Climbing Worldcup (B) - Vail (USA) 2011 ,670,2011,Vail,Boulder,Men,Qualification,2011-06-03,/api/v1/category_rounds/1664/results,/api/v1/events/670/result/3,1,1,1,1,1,1,1,1,5,5
Baumann Jonas,GER,12,5t10 5b9,IFSC Climbing Worldcup (B) - Vail (USA) 2011 ,670,2011,Vail,Boulder,Men,Qualification,2011-06-03,/api/v1/category_rounds/1664/results,/api/v1/events/670/result/3,1,1,4,4,1,1,2,1,2,2
Geiman Austin,USA,13,4t4 5b5,IFSC Climbing Worldcup (B) - Vail (USA) 2011 ,670,2011,Vail,Boulder,Men,Qualification,2011-06-03,/api/v1/category_rounds/1664/results,/api/v1/events/670/result/3,1,1,1,1,X,1,1,1,1,1
McColl Sean,CAN,14,4t6 4b4,IFSC Climbing Worldcup (B) - Vail (USA) 2011 ,670,2011,Vail,Boulder,Men,Qualification,2011-06-03,/api/v1/category_rounds/1664/results,/api/v1/events/670/result/3,1,1,3,1,1,1,1,1,X,X
Webb-Parsons Christopher,AUS,15,4t6 4b6,IFSC Climbing Worldcup (B) - Vail (USA) 2011 ,670,2011,Vail,Boulder,Men,Qualification,2011-06-03,/api/v1/category_rounds/1664/results,/api/v1/events/670/result/3,1,1,X,X,1,1,2,2,2,2
Gaidioz Loïc,FRA,16,4t7 5b7,IFSC Climbing Worldcup (B) - Vail (USA) 2011 ,670,2011,Vail,Boulder,Men,Qualification,2011-06-03,/api/v1/category_rounds/1664/results,/api/v1/events/670/result/3,1,1,1,1,2,1,X,1,3,3
Gelmanov Rustam,RUS,17,4t11 5b11,IFSC Climbing Worldcup (B) - Vail (USA) 2011 ,670,2011,Vail,Boulder,Men,Qualification,2011-06-03,/api/v1/category_rounds/1664/results,/api/v1/events/670/result/3,2,1,X,2,2,1,1,1,6,6
Dory Ian,USA,18,3t3 5b5,IFSC Climbing Worldcup (B) - Vail (USA) 2011 ,670,2011,Vail,Boulder,Men,Qualification,2011-06-03,/api/v1/category_rounds/1664/results,/api/v1/events/670/result/3,1,1,X,1,X,1,1,1,1,1
Shimizu Atsushi,JPN,19,3t3 5b6,IFSC Climbing Worldcup (B) - Vail (USA) 2011 ,670,2011,Vail,Boulder,Men,Qualification,2011-06-03,/api/v1/category_rounds/1664/results,/api/v1/events/670/result/3,1,1,X,2,1,1,X,1,1,1
de Leeuw Nicky,NED,20,3t3 4b4,IFSC Climbing Worldcup (B) - Vail (USA) 2011 ,670,2011,Vail,Boulder,Men,Qualification,2011-06-03,/api/v1/category_rounds/1664/results,/api/v1/events/670/result/3,1,1,X,X,X,1,1,1,1,1
Ten Sijthoff Casper,NED,20,3t3 4b4,IFSC Climbing Worldcup (B) - Vail (USA) 2011 ,670,2011,Vail,Boulder,Men,Qualification,2011-06-03,/api/v1/category_rounds/1664/results,/api/v1/events/670/result/3,1,1,1,1,X,1,X,X,1,1
Kim Jaha,KOR,22,3t4 4b7,IFSC Climbing Worldcup (B) - Vail (USA) 2011 ,670,2011,Vail,Boulder,Men,Qualification,2011-06-03,/api/v1/category_rounds/1664/results,/api/v1/events/670/result/3,1,1,2,2,1,1,X,3,X,X
Kruder Jernej,SLO,23,3t5 5b5,IFSC Climbing Worldcup (B) - Vail (USA) 2011 ,670,2011,Vail,Boulder,Men,Qualification,2011-06-03,/api/v1/category_rounds/1664/results,/api/v1/events/670/result/3,2,1,2,1,X,1,X,1,1,1
Sethna Eric,CAN,24,3t5 5b7,IFSC Climbing Worldcup (B) - Vail (USA) 2011 ,670,2011,Vail,Boulder,Men,Qualification,2011-06-03,/api/v1/category_rounds/1664/results,/api/v1/events/670/result/3,1,1,X,1,X,1,1,1,3,3
