name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone
Stöhr Anna,AUT,1,4t6 4b6,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Boulder,Women,Semi-Final,2011-04-14,/api/v1/category_rounds/1634/results,/api/v1/events/665/result/7,1,1,2,2,1,1,2,2
Noguchi Akiyo,JPN,2,3t3 4b15,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Boulder,Women,Semi-Final,2011-04-14,/api/v1/category_rounds/1634/results,/api/v1/events/665/result/7,X,12,1,1,1,1,1,1
Markovic Mina,SLO,3,3t7 3b5,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Boulder,Women,Semi-Final,2011-04-14,/api/v1/category_rounds/1634/results,/api/v1/events/665/result/7,X,X,4,2,1,1,2,2
Kim Jain,KOR,4,3t7 3b5,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Boulder,Women,Semi-Final,2011-04-14,/api/v1/category_rounds/1634/results,/api/v1/events/665/result/7,X,X,4,3,2,1,1,1
Puccio Alex,USA,5,3t10 4b11,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Boulder,Women,Semi-Final,2011-04-14,/api/v1/category_rounds/1634/results,/api/v1/events/665/result/7,1,1,6,6,X,1,3,3
Le Neve Melissa,FRA,6,2t3 3b5,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Boulder,Women,Semi-Final,2011-04-14,/api/v1/category_rounds/1634/results,/api/v1/events/665/result/7,X,X,2,2,X,2,1,1
Dufraisse Alizée,FRA,7,2t5 4b9,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Boulder,Women,Semi-Final,2011-04-14,/api/v1/category_rounds/1634/results,/api/v1/events/665/result/7,3,3,X,4,X,1,2,1
Johnson Alex,USA,8,1t1 4b6,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Boulder,Women,Semi-Final,2011-04-14,/api/v1/category_rounds/1634/results,/api/v1/events/665/result/7,X,1,X,2,X,2,1,1
Sandoz Mélanie,FRA,9,1t1 3b5,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Boulder,Women,Semi-Final,2011-04-14,/api/v1/category_rounds/1634/results,/api/v1/events/665/result/7,X,X,X,2,X,2,1,1
Klingler Petra,SUI,10,1t1 3b8,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Boulder,Women,Semi-Final,2011-04-14,/api/v1/category_rounds/1634/results,/api/v1/events/665/result/7,X,X,X,2,X,5,1,1
Thévenet Marine,FRA,11,1t1 2b5,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Boulder,Women,Semi-Final,2011-04-14,/api/v1/category_rounds/1634/results,/api/v1/events/665/result/7,X,X,X,4,X,X,1,1
Chevrier Anne-Laure,FRA,12,1t2 4b15,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Boulder,Women,Semi-Final,2011-04-14,/api/v1/category_rounds/1634/results,/api/v1/events/665/result/7,X,10,2,2,X,1,X,2
Zijlstra Vera,NED,13,1t3 2b2,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Boulder,Women,Semi-Final,2011-04-14,/api/v1/category_rounds/1634/results,/api/v1/events/665/result/7,X,X,3,1,X,1,X,X
Avezou Cecile,FRA,14,1t3 2b4,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Boulder,Women,Semi-Final,2011-04-14,/api/v1/category_rounds/1634/results,/api/v1/events/665/result/7,X,X,X,X,X,1,3,3
Wurm Juliane,GER,15,1t4 3b12,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Boulder,Women,Semi-Final,2011-04-14,/api/v1/category_rounds/1634/results,/api/v1/events/665/result/7,X,5,X,X,X,6,4,1
Saurwein Katharina,AUT,16,1t6 4b11,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Boulder,Women,Semi-Final,2011-04-14,/api/v1/category_rounds/1634/results,/api/v1/events/665/result/7,6,6,X,2,X,2,X,1
Malamid Evgeniia,RUS,17,0t 3b5,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Boulder,Women,Semi-Final,2011-04-14,/api/v1/category_rounds/1634/results,/api/v1/events/665/result/7,X,X,X,3,X,1,X,1
Posch Katharina,AUT,18,0t 2b3,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Boulder,Women,Semi-Final,2011-04-14,/api/v1/category_rounds/1634/results,/api/v1/events/665/result/7,X,X,X,1,X,2,X,X
Aveline Morgane,FRA,19,0t 2b5,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Boulder,Women,Semi-Final,2011-04-14,/api/v1/category_rounds/1634/results,/api/v1/events/665/result/7,X,3,X,X,X,X,X,2
Chiappa Elena,ITA,20,0t 2b6,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Boulder,Women,Semi-Final,2011-04-14,/api/v1/category_rounds/1634/results,/api/v1/events/665/result/7,X,X,X,3,X,3,X,X
