name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,source_file
Noguchi Akiyo,JPN,1,4t6 4b5,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2011,671,2011,Eindhoven,Boulder,Women,Semi-Final,2011-06-17,/api/v1/category_rounds/1668/results,/api/v1/events/671/result/7,2,1,1,1,2,2,1,1,2011-06-17_Eindhoven_Boulder_Women_Semi-Final.csv
Wurm Juliane,GER,2,4t6 4b5,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2011,671,2011,Eindhoven,Boulder,Women,Semi-Final,2011-06-17,/api/v1/category_rounds/1668/results,/api/v1/events/671/result/7,2,1,1,1,2,2,1,1,2011-06-17_Eindhoven_Boulder_Women_Semi-Final.csv
Stöhr Anna,AUT,3,4t7 4b5,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2011,671,2011,Eindhoven,Boulder,Women,Semi-Final,2011-06-17,/api/v1/category_rounds/1668/results,/api/v1/events/671/result/7,3,1,1,1,2,2,1,1,2011-06-17_Eindhoven_Boulder_Women_Semi-Final.csv
Le Neve Melissa,FRA,4,3t3 4b5,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2011,671,2011,Eindhoven,Boulder,Women,Semi-Final,2011-06-17,/api/v1/category_rounds/1668/results,/api/v1/events/671/result/7,X,2,1,1,1,1,1,1,2011-06-17_Eindhoven_Boulder_Women_Semi-Final.csv
Klingler Petra,SUI,5,3t3 4b9,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2011,671,2011,Eindhoven,Boulder,Women,Semi-Final,2011-06-17,/api/v1/category_rounds/1668/results,/api/v1/events/671/result/7,X,6,1,1,1,1,1,1,2011-06-17_Eindhoven_Boulder_Women_Semi-Final.csv
Chevrier Anne-Laure,FRA,6,3t6 4b7,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2011,671,2011,Eindhoven,Boulder,Women,Semi-Final,2011-06-17,/api/v1/category_rounds/1668/results,/api/v1/events/671/result/7,X,2,1,1,3,3,2,1,2011-06-17_Eindhoven_Boulder_Women_Semi-Final.csv
Markovic Mina,SLO,7,2t2 4b4,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2011,671,2011,Eindhoven,Boulder,Women,Semi-Final,2011-06-17,/api/v1/category_rounds/1668/results,/api/v1/events/671/result/7,X,1,1,1,X,1,1,1,2011-06-17_Eindhoven_Boulder_Women_Semi-Final.csv
Sandoz Mélanie,FRA,8,2t2 4b4,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2011,671,2011,Eindhoven,Boulder,Women,Semi-Final,2011-06-17,/api/v1/category_rounds/1668/results,/api/v1/events/671/result/7,X,1,1,1,X,1,1,1,2011-06-17_Eindhoven_Boulder_Women_Semi-Final.csv
Johnson Alex,USA,9,2t2 4b4,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2011,671,2011,Eindhoven,Boulder,Women,Semi-Final,2011-06-17,/api/v1/category_rounds/1668/results,/api/v1/events/671/result/7,X,1,1,1,1,1,X,1,2011-06-17_Eindhoven_Boulder_Women_Semi-Final.csv
Puccio Alex,USA,10,2t2 4b6,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2011,671,2011,Eindhoven,Boulder,Women,Semi-Final,2011-06-17,/api/v1/category_rounds/1668/results,/api/v1/events/671/result/7,X,1,1,1,1,1,X,3,2011-06-17_Eindhoven_Boulder_Women_Semi-Final.csv
Saurwein Katharina,AUT,11,2t2 3b6,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2011,671,2011,Eindhoven,Boulder,Women,Semi-Final,2011-06-17,/api/v1/category_rounds/1668/results,/api/v1/events/671/result/7,X,4,1,1,X,X,1,1,2011-06-17_Eindhoven_Boulder_Women_Semi-Final.csv
Bibik Olga,RUS,12,2t3 4b5,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2011,671,2011,Eindhoven,Boulder,Women,Semi-Final,2011-06-17,/api/v1/category_rounds/1668/results,/api/v1/events/671/result/7,2,1,1,1,X,1,X,2,2011-06-17_Eindhoven_Boulder_Women_Semi-Final.csv
