name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,P5_Top,P5_Zone,source_file
Noguchi Akiyo,JPN,1,4t7 5b6,IFSC Climbing Worldcup (B) - Barcelona (ESP) 2011,672,2011,Barcelona,Boulder,Women,Qualification,2011-06-25,/api/v1/category_rounds/1673/results,/api/v1/events/672/result/7,3,1,2,2,1,1,X,1,1,1,2011-06-25_Barcelona_Boulder_Women_Qualification.csv
Stöhr Anna,AUT,2,4t9 5b10,IFSC Climbing Worldcup (B) - Barcelona (ESP) 2011,672,2011,Barcelona,Boulder,Women,Qualification,2011-06-25,/api/v1/category_rounds/1673/results,/api/v1/events/672/result/7,1,1,4,4,1,1,X,1,3,3,2011-06-25_Barcelona_Boulder_Women_Qualification.csv
Puccio Alex,USA,3,4t14 5b13,IFSC Climbing Worldcup (B) - Barcelona (ESP) 2011,672,2011,Barcelona,Boulder,Women,Qualification,2011-06-25,/api/v1/category_rounds/1673/results,/api/v1/events/672/result/7,3,1,2,1,5,5,X,2,4,4,2011-06-25_Barcelona_Boulder_Women_Qualification.csv
Wurm Juliane,GER,4,3t3 5b13,IFSC Climbing Worldcup (B) - Barcelona (ESP) 2011,672,2011,Barcelona,Boulder,Women,Qualification,2011-06-25,/api/v1/category_rounds/1673/results,/api/v1/events/672/result/7,1,1,1,1,X,6,X,4,1,1,2011-06-25_Barcelona_Boulder_Women_Qualification.csv
Sandoz Mélanie,FRA,5,3t3 4b5,IFSC Climbing Worldcup (B) - Barcelona (ESP) 2011,672,2011,Barcelona,Boulder,Women,Qualification,2011-06-25,/api/v1/category_rounds/1673/results,/api/v1/events/672/result/7,1,1,1,1,X,X,X,2,1,1,2011-06-25_Barcelona_Boulder_Women_Qualification.csv
Chevrier Anne-Laure,FRA,6,3t7 4b9,IFSC Climbing Worldcup (B) - Barcelona (ESP) 2011,672,2011,Barcelona,Boulder,Women,Qualification,2011-06-25,/api/v1/category_rounds/1673/results,/api/v1/events/672/result/7,1,1,5,5,X,X,X,2,1,1,2011-06-25_Barcelona_Boulder_Women_Qualification.csv
Saurwein Katharina,AUT,7,2t2 4b4,IFSC Climbing Worldcup (B) - Barcelona (ESP) 2011,672,2011,Barcelona,Boulder,Women,Qualification,2011-06-25,/api/v1/category_rounds/1673/results,/api/v1/events/672/result/7,X,1,1,1,X,X,X,1,1,1,2011-06-25_Barcelona_Boulder_Women_Qualification.csv
Le Neve Melissa,FRA,8,2t2 4b5,IFSC Climbing Worldcup (B) - Barcelona (ESP) 2011,672,2011,Barcelona,Boulder,Women,Qualification,2011-06-25,/api/v1/category_rounds/1673/results,/api/v1/events/672/result/7,1,1,X,1,X,X,X,2,1,1,2011-06-25_Barcelona_Boulder_Women_Qualification.csv
Avezou Cecile,FRA,9,2t3 3b5,IFSC Climbing Worldcup (B) - Barcelona (ESP) 2011,672,2011,Barcelona,Boulder,Women,Qualification,2011-06-25,/api/v1/category_rounds/1673/results,/api/v1/events/672/result/7,1,1,2,1,X,X,X,X,X,3,2011-06-25_Barcelona_Boulder_Women_Qualification.csv
Markovic Mina,SLO,10,2t4 4b4,IFSC Climbing Worldcup (B) - Barcelona (ESP) 2011,672,2011,Barcelona,Boulder,Women,Qualification,2011-06-25,/api/v1/category_rounds/1673/results,/api/v1/events/672/result/7,X,1,1,1,X,1,X,X,3,1,2011-06-25_Barcelona_Boulder_Women_Qualification.csv
