name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone
Fischhuber Kilian,AUT,1,4t4 4b4,IFSC Climbing Worldcup (B) - Vail (USA) 2011 ,670,2011,Vail,Boulder,Men,Final,2011-06-03,/api/v1/category_rounds/1666/results,/api/v1/events/670/result/3,1,1,1,1,1,1,1,1
Sharafutdinov Dmitrii,RUS,2,4t5 4b5,IFSC Climbing Worldcup (B) - Vail (USA) 2011 ,670,2011,Vail,Boulder,Men,Final,2011-06-03,/api/v1/category_rounds/1666/results,/api/v1/events/670/result/3,1,1,2,2,1,1,1,1
Baumann Jonas,GER,3,2t4 4b6,IFSC Climbing Worldcup (B) - Vail (USA) 2011 ,670,2011,Vail,Boulder,Men,Final,2011-06-03,/api/v1/category_rounds/1666/results,/api/v1/events/670/result/3,1,1,X,1,3,3,X,1
Sugimoto Rei,JPN,4,2t11 4b13,IFSC Climbing Worldcup (B) - Vail (USA) 2011 ,670,2011,Vail,Boulder,Men,Final,2011-06-03,/api/v1/category_rounds/1666/results,/api/v1/events/670/result/3,3,1,X,1,8,8,X,3
Glairon Mondet Guillaume,FRA,5,0t 4b9,IFSC Climbing Worldcup (B) - Vail (USA) 2011 ,670,2011,Vail,Boulder,Men,Final,2011-06-03,/api/v1/category_rounds/1666/results,/api/v1/events/670/result/3,X,1,X,3,X,3,X,2
Webb-Parsons Christopher,AUS,6,0t 3b14,IFSC Climbing Worldcup (B) - Vail (USA) 2011 ,670,2011,Vail,Boulder,Men,Final,2011-06-03,/api/v1/category_rounds/1666/results,/api/v1/events/670/result/3,X,2,X,8,X,X,X,4
