name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,Route_2,source_file
Ernst Johanna,AUT,1,Top 1. | Top 1. [2.24],IFSC World Championship Lead Group A - Arco 2011,676,2011,Arco Group A,Lead,Women,Qualification,2011-07-20,/api/v1/category_rounds/1711/results,/api/v1/events/676/result/5,Top,Top,2011-07-20_Arco Group A_Lead_Women_Qualification.csv
Kim Jain,KOR,1,Top 1. | Top 1. [2.24],IFSC World Championship Lead Group A - Arco 2011,676,2011,Arco Group A,Lead,Women,Qualification,2011-07-20,/api/v1/category_rounds/1711/results,/api/v1/events/676/result/5,Top,Top,2011-07-20_Arco Group A_Lead_Women_Qualification.csv
Röck Magdalena,AUT,1,Top 1. | Top 1. [2.24],IFSC World Championship Lead Group A - Arco 2011,676,2011,Arco Group A,Lead,Women,Qualification,2011-07-20,/api/v1/category_rounds/1711/results,/api/v1/events/676/result/5,Top,Top,2011-07-20_Arco Group A_Lead_Women_Qualification.csv
Schranz Christine,AUT,4,Top 1. | 48- 4. [3.35],IFSC World Championship Lead Group A - Arco 2011,676,2011,Arco Group A,Lead,Women,Qualification,2011-07-20,/api/v1/category_rounds/1711/results,/api/v1/events/676/result/5,Top,48-,2011-07-20_Arco Group A_Lead_Women_Qualification.csv
Vidmar Maja,SLO,5,43- 5. | 43 7. [6.12],IFSC World Championship Lead Group A - Arco 2011,676,2011,Arco Group A,Lead,Women,Qualification,2011-07-20,/api/v1/category_rounds/1711/results,/api/v1/events/676/result/5,43-,43,2011-07-20_Arco Group A_Lead_Women_Qualification.csv
DiGiulian Sasha,USA,6,39- 10. | 48- 4. [6.87],IFSC World Championship Lead Group A - Arco 2011,676,2011,Arco Group A,Lead,Women,Qualification,2011-07-20,/api/v1/category_rounds/1711/results,/api/v1/events/676/result/5,39-,48-,2011-07-20_Arco Group A_Lead_Women_Qualification.csv
Gros Natalija,SLO,7,39- 10. | 46 6. [7.94],IFSC World Championship Lead Group A - Arco 2011,676,2011,Arco Group A,Lead,Women,Qualification,2011-07-20,/api/v1/category_rounds/1711/results,/api/v1/events/676/result/5,39-,46,2011-07-20_Arco Group A_Lead_Women_Qualification.csv
Kobayashi Yuka,JPN,8,41- 7. | 35+ 10. [8.87],IFSC World Championship Lead Group A - Arco 2011,676,2011,Arco Group A,Lead,Women,Qualification,2011-07-20,/api/v1/category_rounds/1711/results,/api/v1/events/676/result/5,41-,35+,2011-07-20_Arco Group A_Lead_Women_Qualification.csv
Bacher Barbara,AUT,9,42+ 6. | 33- 14. [9.17],IFSC World Championship Lead Group A - Arco 2011,676,2011,Arco Group A,Lead,Women,Qualification,2011-07-20,/api/v1/category_rounds/1711/results,/api/v1/events/676/result/5,42+,33-,2011-07-20_Arco Group A_Lead_Women_Qualification.csv
Choong Katherine,SUI,10,41- 7. | 35- 12. [9.68],IFSC World Championship Lead Group A - Arco 2011,676,2011,Arco Group A,Lead,Women,Qualification,2011-07-20,/api/v1/category_rounds/1711/results,/api/v1/events/676/result/5,41-,35-,2011-07-20_Arco Group A_Lead_Women_Qualification.csv
Janicot Hélène,FRA,11,36 14. | 43 7. [10.43],IFSC World Championship Lead Group A - Arco 2011,676,2011,Arco Group A,Lead,Women,Qualification,2011-07-20,/api/v1/category_rounds/1711/results,/api/v1/events/676/result/5,36,43,2011-07-20_Arco Group A_Lead_Women_Qualification.csv
Stotz Rebekka,SUI,12,39 9. | 30 15. [12.00],IFSC World Championship Lead Group A - Arco 2011,676,2011,Arco Group A,Lead,Women,Qualification,2011-07-20,/api/v1/category_rounds/1711/results,/api/v1/events/676/result/5,39,30,2011-07-20_Arco Group A_Lead_Women_Qualification.csv
Serrière Julia,FRA,13,36 14. | 35+ 10. [12.34],IFSC World Championship Lead Group A - Arco 2011,676,2011,Arco Group A,Lead,Women,Qualification,2011-07-20,/api/v1/category_rounds/1711/results,/api/v1/events/676/result/5,36,35+,2011-07-20_Arco Group A_Lead_Women_Qualification.csv
