name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,source_file
Novikov Ivan,RUS,1,6.700,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Speed,Men,Qualification,2011-04-14,/api/v1/category_rounds/1641/results,/api/v1/events/665/result/2,2011-04-14_Milano_Speed_Men_Qualification.csv
Hroza Libor,CZE,2,7.010,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Speed,Men,Qualification,2011-04-14,/api/v1/category_rounds/1641/results,/api/v1/events/665/result/2,2011-04-14_Milano_Speed_Men_Qualification.csv
Sinitcyn Sergei,RUS,2,7.010,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Speed,Men,Qualification,2011-04-14,/api/v1/category_rounds/1641/results,/api/v1/events/665/result/2,2011-04-14_Milano_Speed_Men_Qualification.csv
Abdrakhmanov Sergey,RUS,4,7.170,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Speed,Men,Qualification,2011-04-14,/api/v1/category_rounds/1641/results,/api/v1/events/665/result/2,2011-04-14_Milano_Speed_Men_Qualification.csv
Swirk Lukasz,POL,5,7.230,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Speed,Men,Qualification,2011-04-14,/api/v1/category_rounds/1641/results,/api/v1/events/665/result/2,2011-04-14_Milano_Speed_Men_Qualification.csv
Komosinski Jedrzej,POL,6,7.290,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Speed,Men,Qualification,2011-04-14,/api/v1/category_rounds/1641/results,/api/v1/events/665/result/2,2011-04-14_Milano_Speed_Men_Qualification.csv
Kokorin Stanislav,RUS,7,7.320,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Speed,Men,Qualification,2011-04-14,/api/v1/category_rounds/1641/results,/api/v1/events/665/result/2,2011-04-14_Milano_Speed_Men_Qualification.csv
Vaitsekhovskii Evgenii,RUS,8,7.360,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Speed,Men,Qualification,2011-04-14,/api/v1/category_rounds/1641/results,/api/v1/events/665/result/2,2011-04-14_Milano_Speed_Men_Qualification.csv
Styenkovyy Maksym,UKR,9,7.620,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Speed,Men,Qualification,2011-04-14,/api/v1/category_rounds/1641/results,/api/v1/events/665/result/2,2011-04-14_Milano_Speed_Men_Qualification.csv
Shevchenko Arsenii,RUS,10,7.680,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Speed,Men,Qualification,2011-04-14,/api/v1/category_rounds/1641/results,/api/v1/events/665/result/2,2011-04-14_Milano_Speed_Men_Qualification.csv
Gontaryk Yaroslav,UKR,11,7.750,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Speed,Men,Qualification,2011-04-14,/api/v1/category_rounds/1641/results,/api/v1/events/665/result/2,2011-04-14_Milano_Speed_Men_Qualification.csv
Bokanov Sayat,KAZ,12,7.790,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Speed,Men,Qualification,2011-04-14,/api/v1/category_rounds/1641/results,/api/v1/events/665/result/2,2011-04-14_Milano_Speed_Men_Qualification.csv
Nigmatulin Alexandr,KAZ,13,7.830,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Speed,Men,Qualification,2011-04-14,/api/v1/category_rounds/1641/results,/api/v1/events/665/result/2,2011-04-14_Milano_Speed_Men_Qualification.csv
Gontero Leonardo,ITA,14,7.930,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Speed,Men,Qualification,2011-04-14,/api/v1/category_rounds/1641/results,/api/v1/events/665/result/2,2011-04-14_Milano_Speed_Men_Qualification.csv
Molchanov Alexey,KAZ,15,8.070,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Speed,Men,Qualification,2011-04-14,/api/v1/category_rounds/1641/results,/api/v1/events/665/result/2,2011-04-14_Milano_Speed_Men_Qualification.csv
Nigmanov Zufar,RUS,16,8.230,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Speed,Men,Qualification,2011-04-14,/api/v1/category_rounds/1641/results,/api/v1/events/665/result/2,2011-04-14_Milano_Speed_Men_Qualification.csv
Ghisolfi Stefano,ITA,17,8.330,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Speed,Men,Qualification,2011-04-14,/api/v1/category_rounds/1641/results,/api/v1/events/665/result/2,2011-04-14_Milano_Speed_Men_Qualification.csv
Sirotti Michel,ITA,17,8.330,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Speed,Men,Qualification,2011-04-14,/api/v1/category_rounds/1641/results,/api/v1/events/665/result/2,2011-04-14_Milano_Speed_Men_Qualification.csv
Vedenchuk Viacheslav,RUS,19,8.370,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Speed,Men,Qualification,2011-04-14,/api/v1/category_rounds/1641/results,/api/v1/events/665/result/2,2011-04-14_Milano_Speed_Men_Qualification.csv
Komondi Csaba,HUN,20,8.560,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Speed,Men,Qualification,2011-04-14,/api/v1/category_rounds/1641/results,/api/v1/events/665/result/2,2011-04-14_Milano_Speed_Men_Qualification.csv
Bosler Fabian,GER,21,8.580,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Speed,Men,Qualification,2011-04-14,/api/v1/category_rounds/1641/results,/api/v1/events/665/result/2,2011-04-14_Milano_Speed_Men_Qualification.csv
Ter-Minasyan Arman,RUS,22,8.590,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Speed,Men,Qualification,2011-04-14,/api/v1/category_rounds/1641/results,/api/v1/events/665/result/2,2011-04-14_Milano_Speed_Men_Qualification.csv
Porscha Maximilian,GER,23,8.600,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Speed,Men,Qualification,2011-04-14,/api/v1/category_rounds/1641/results,/api/v1/events/665/result/2,2011-04-14_Milano_Speed_Men_Qualification.csv
Mikeladze Erekle,GEO,24,8.690,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Speed,Men,Qualification,2011-04-14,/api/v1/category_rounds/1641/results,/api/v1/events/665/result/2,2011-04-14_Milano_Speed_Men_Qualification.csv
Sirotti Gianluca,ITA,24,8.690,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Speed,Men,Qualification,2011-04-14,/api/v1/category_rounds/1641/results,/api/v1/events/665/result/2,2011-04-14_Milano_Speed_Men_Qualification.csv
