name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,P5_Top,P5_Zone,source_file
Blaser Benjamin,SUI,1,4t11 4b9,IFSC Climbing Worldcup (B) - Vienna (AUT) 2011 ,668,2011,Vienna,Boulder,Men,Qualification,2011-05-13,/api/v1/category_rounds/1652/results,/api/v1/events/668/result/3,3,3,4,2,3,3,1,1,X,X,2011-05-13_Vienna_Boulder_Men_Qualification.csv
Sharafutdinov Dmitrii,RUS,1,5t9 5b9,IFSC Climbing Worldcup (B) - Vienna (AUT) 2011 ,668,2011,Vienna,Boulder,Men,Qualification,2011-05-13,/api/v1/category_rounds/1652/results,/api/v1/events/668/result/3,1,1,5,5,1,1,1,1,1,1,2011-05-13_Vienna_Boulder_Men_Qualification.csv
Ennemoser Lukas,AUT,2,3t4 5b9,IFSC Climbing Worldcup (B) - Vienna (AUT) 2011 ,668,2011,Vienna,Boulder,Men,Qualification,2011-05-13,/api/v1/category_rounds/1652/results,/api/v1/events/668/result/3,1,1,X,2,2,2,1,1,X,3,2011-05-13_Vienna_Boulder_Men_Qualification.csv
Lachat Cédric,SUI,2,4t4 4b4,IFSC Climbing Worldcup (B) - Vienna (AUT) 2011 ,668,2011,Vienna,Boulder,Men,Qualification,2011-05-13,/api/v1/category_rounds/1652/results,/api/v1/events/668/result/3,1,1,X,X,1,1,1,1,1,1,2011-05-13_Vienna_Boulder_Men_Qualification.csv
Schubert Jakob,AUT,3,4t6 5b8,IFSC Climbing Worldcup (B) - Vienna (AUT) 2011 ,668,2011,Vienna,Boulder,Men,Qualification,2011-05-13,/api/v1/category_rounds/1652/results,/api/v1/events/668/result/3,1,1,X,2,2,2,2,2,1,1,2011-05-13_Vienna_Boulder_Men_Qualification.csv
Stranik Martin,CZE,3,3t4 4b4,IFSC Climbing Worldcup (B) - Vienna (AUT) 2011 ,668,2011,Vienna,Boulder,Men,Qualification,2011-05-13,/api/v1/category_rounds/1652/results,/api/v1/events/668/result/3,1,1,X,1,2,1,1,1,X,X,2011-05-13_Vienna_Boulder_Men_Qualification.csv
Gelmanov Rustam,RUS,4,3t4 3b4,IFSC Climbing Worldcup (B) - Vienna (AUT) 2011 ,668,2011,Vienna,Boulder,Men,Qualification,2011-05-13,/api/v1/category_rounds/1652/results,/api/v1/events/668/result/3,1,1,X,X,1,1,X,X,2,2,2011-05-13_Vienna_Boulder_Men_Qualification.csv
Mogaki Keita,JPN,4,4t6 4b6,IFSC Climbing Worldcup (B) - Vienna (AUT) 2011 ,668,2011,Vienna,Boulder,Men,Qualification,2011-05-13,/api/v1/category_rounds/1652/results,/api/v1/events/668/result/3,1,1,X,X,1,1,3,3,1,1,2011-05-13_Vienna_Boulder_Men_Qualification.csv
Caleyron Thomas,FRA,5,4t7 4b6,IFSC Climbing Worldcup (B) - Vienna (AUT) 2011 ,668,2011,Vienna,Boulder,Men,Qualification,2011-05-13,/api/v1/category_rounds/1652/results,/api/v1/events/668/result/3,1,1,X,X,2,2,2,2,2,1,2011-05-13_Vienna_Boulder_Men_Qualification.csv
Jongeneelen Wouter,NED,5,3t5 3b5,IFSC Climbing Worldcup (B) - Vienna (AUT) 2011 ,668,2011,Vienna,Boulder,Men,Qualification,2011-05-13,/api/v1/category_rounds/1652/results,/api/v1/events/668/result/3,1,1,1,1,3,3,X,X,X,X,2011-05-13_Vienna_Boulder_Men_Qualification.csv
