name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,Route_2
Chereshneva Yana,RUS,1,Top 1. | Top 1. [5.12],"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",682,2011,Changzhi,Lead,Women,Qualification,2011-09-07,/api/v1/category_rounds/1741/results,/api/v1/events/682/result/5,Top,Top
Han Seuran,KOR,1,Top 1. | Top 1. [5.12],"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",682,2011,Changzhi,Lead,Women,Qualification,2011-09-07,/api/v1/category_rounds/1741/results,/api/v1/events/682/result/5,Top,Top
Kim Jain,KOR,1,Top 1. | Top 1. [5.12],"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",682,2011,Changzhi,Lead,Women,Qualification,2011-09-07,/api/v1/category_rounds/1741/results,/api/v1/events/682/result/5,Top,Top
Markovic Mina,SLO,1,Top 1. | Top 1. [5.12],"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",682,2011,Changzhi,Lead,Women,Qualification,2011-09-07,/api/v1/category_rounds/1741/results,/api/v1/events/682/result/5,Top,Top
Posch Katharina,AUT,1,Top 1. | Top 1. [5.12],"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",682,2011,Changzhi,Lead,Women,Qualification,2011-09-07,/api/v1/category_rounds/1741/results,/api/v1/events/682/result/5,Top,Top
Schranz Christine,AUT,1,Top 1. | Top 1. [5.12],"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",682,2011,Changzhi,Lead,Women,Qualification,2011-09-07,/api/v1/category_rounds/1741/results,/api/v1/events/682/result/5,Top,Top
Durif Charlotte,FRA,7,Top 1. | 33- 7. [7.50],"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",682,2011,Changzhi,Lead,Women,Qualification,2011-09-07,/api/v1/category_rounds/1741/results,/api/v1/events/682/result/5,Top,33-
Vidmar Maja,SLO,7,Top 1. | 33- 7. [7.50],"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",682,2011,Changzhi,Lead,Women,Qualification,2011-09-07,/api/v1/category_rounds/1741/results,/api/v1/events/682/result/5,Top,33-
Ciavaldini Caroline,FRA,9,Top 1. | 32+ 9. [8.22],"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",682,2011,Changzhi,Lead,Women,Qualification,2011-09-07,/api/v1/category_rounds/1741/results,/api/v1/events/682/result/5,Top,32+
Wilda Baco Achmad,INA,10,Top 1. | 27 10. [8.66],"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",682,2011,Changzhi,Lead,Women,Qualification,2011-09-07,/api/v1/category_rounds/1741/results,/api/v1/events/682/result/5,Top,27
