name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1
Kim Jain,KOR,1,Top,"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",682,2011,Changzhi,Lead,Women,Semi-Final,2011-09-07,/api/v1/category_rounds/1742/results,/api/v1/events/682/result/5,Top
Markovic Mina,SLO,1,Top,"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",682,2011,Changzhi,Lead,Women,Semi-Final,2011-09-07,/api/v1/category_rounds/1742/results,/api/v1/events/682/result/5,Top
Chereshneva Yana,RUS,1,Top,"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",682,2011,Changzhi,Lead,Women,Semi-Final,2011-09-07,/api/v1/category_rounds/1742/results,/api/v1/events/682/result/5,Top
Schranz Christine,AUT,1,Top,"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",682,2011,Changzhi,Lead,Women,Semi-Final,2011-09-07,/api/v1/category_rounds/1742/results,/api/v1/events/682/result/5,Top
Vidmar Maja,SLO,5,Top,"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",682,2011,Changzhi,Lead,Women,Semi-Final,2011-09-07,/api/v1/category_rounds/1742/results,/api/v1/events/682/result/5,Top
Han Seuran,KOR,6,38+,"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",682,2011,Changzhi,Lead,Women,Semi-Final,2011-09-07,/api/v1/category_rounds/1742/results,/api/v1/events/682/result/5,38+
Durif Charlotte,FRA,7,38+,"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",682,2011,Changzhi,Lead,Women,Semi-Final,2011-09-07,/api/v1/category_rounds/1742/results,/api/v1/events/682/result/5,38+
Posch Katharina,AUT,8,36-,"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",682,2011,Changzhi,Lead,Women,Semi-Final,2011-09-07,/api/v1/category_rounds/1742/results,/api/v1/events/682/result/5,36-
Ciavaldini Caroline,FRA,9,36-,"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",682,2011,Changzhi,Lead,Women,Semi-Final,2011-09-07,/api/v1/category_rounds/1742/results,/api/v1/events/682/result/5,36-
Bacher Barbara,AUT,10,36-,"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",682,2011,Changzhi,Lead,Women,Semi-Final,2011-09-07,/api/v1/category_rounds/1742/results,/api/v1/events/682/result/5,36-
Wilda Baco Achmad,INA,11,23,"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",682,2011,Changzhi,Lead,Women,Semi-Final,2011-09-07,/api/v1/category_rounds/1742/results,/api/v1/events/682/result/5,23
JIANG Rong,CHN,12,23-,"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",682,2011,Changzhi,Lead,Women,Semi-Final,2011-09-07,/api/v1/category_rounds/1742/results,/api/v1/events/682/result/5,23-
RenZeng WangMu,CHN,13,18-,"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",682,2011,Changzhi,Lead,Women,Semi-Final,2011-09-07,/api/v1/category_rounds/1742/results,/api/v1/events/682/result/5,18-
Lee Hung Ying,TPE,14,17+,"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",682,2011,Changzhi,Lead,Women,Semi-Final,2011-09-07,/api/v1/category_rounds/1742/results,/api/v1/events/682/result/5,17+
Sukmandiri Uji Ayu,INA,15,13-,"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",682,2011,Changzhi,Lead,Women,Semi-Final,2011-09-07,/api/v1/category_rounds/1742/results,/api/v1/events/682/result/5,13-
RENQING LaMu,CHN,16,13-,"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",682,2011,Changzhi,Lead,Women,Semi-Final,2011-09-07,/api/v1/category_rounds/1742/results,/api/v1/events/682/result/5,13-
Song Hannarai,KOR,17,13-,"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",682,2011,Changzhi,Lead,Women,Semi-Final,2011-09-07,/api/v1/category_rounds/1742/results,/api/v1/events/682/result/5,13-
Syarifah  Abdul Rohma,INA,18,13-,"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",682,2011,Changzhi,Lead,Women,Semi-Final,2011-09-07,/api/v1/category_rounds/1742/results,/api/v1/events/682/result/5,13-
Mohd Drus Salfarina,MAS,19,12+,"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",682,2011,Changzhi,Lead,Women,Semi-Final,2011-09-07,/api/v1/category_rounds/1742/results,/api/v1/events/682/result/5,12+
gesang wangmu,CHN,20,11+,"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",682,2011,Changzhi,Lead,Women,Semi-Final,2011-09-07,/api/v1/category_rounds/1742/results,/api/v1/events/682/result/5,11+
PAN Xuhua,CHN,21,9-,"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",682,2011,Changzhi,Lead,Women,Semi-Final,2011-09-07,/api/v1/category_rounds/1742/results,/api/v1/events/682/result/5,9-
Kuznetsova Tamara,KAZ,22,8+,"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",682,2011,Changzhi,Lead,Women,Semi-Final,2011-09-07,/api/v1/category_rounds/1742/results,/api/v1/events/682/result/5,8+
Lin Hsiu-Ju,TPE,23,8+,"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",682,2011,Changzhi,Lead,Women,Semi-Final,2011-09-07,/api/v1/category_rounds/1742/results,/api/v1/events/682/result/5,8+
