name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,Final_winner,Final_time,Small Final_winner,Small Final_time
Alekseeva Kseniia,,1,9.96,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Speed,Women,Final,2011-04-14,/api/v1/category_rounds/1637/results,/api/v1/events/665/result/6,True,10.34,True,10.15,True,10.17,True,9.96,,
Krasavina Mariia,,2,10.35,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Speed,Women,Final,2011-04-14,/api/v1/category_rounds/1637/results,/api/v1/events/665/result/6,True,11.63,True,10.34,True,10.14,False,10.35,,
Ropek Edyta,,3,9.97,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Speed,Women,Final,2011-04-14,/api/v1/category_rounds/1637/results,/api/v1/events/665/result/6,True,11.08,True,10.33,False,12.06,,,True,9.97
Buczek Klaudia,,4,10.36,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Speed,Women,Final,2011-04-14,/api/v1/category_rounds/1637/results,/api/v1/events/665/result/6,True,11.32,True,10.77,False,10.86,,,False,10.36
Levochkina  Yuliya,,5,10.73,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Speed,Women,Final,2011-04-14,/api/v1/category_rounds/1637/results,/api/v1/events/665/result/6,True,11.35,False,10.73,,,,,,
Yurina Valentina,,6,11.04,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Speed,Women,Final,2011-04-14,/api/v1/category_rounds/1637/results,/api/v1/events/665/result/6,True,11.09,False,11.04,,,,,,
Blanco Lucelia,,7,11.94,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Speed,Women,Final,2011-04-14,/api/v1/category_rounds/1637/results,/api/v1/events/665/result/6,True,11.05,False,11.94,,,,,,
Prokopiuk-Kawecka Monika,,8,12.28,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Speed,Women,Final,2011-04-14,/api/v1/category_rounds/1637/results,/api/v1/events/665/result/6,True,11.38,False,12.28,,,,,,
Klingler Petra,,9,11.52,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Speed,Women,Final,2011-04-14,/api/v1/category_rounds/1637/results,/api/v1/events/665/result/6,False,11.52,,,,,,,,
Jaubert Anouck,,10,11.73,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Speed,Women,Final,2011-04-14,/api/v1/category_rounds/1637/results,/api/v1/events/665/result/6,False,11.73,,,,,,,,
Polekhina Kseniya,,11,11.95,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Speed,Women,Final,2011-04-14,/api/v1/category_rounds/1637/results,/api/v1/events/665/result/6,False,11.95,,,,,,,,
BUD Gusaim Oleksandra,,12,12.01,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Speed,Women,Final,2011-04-14,/api/v1/category_rounds/1637/results,/api/v1/events/665/result/6,False,12.01,,,,,,,,
Ryepko Olena,,13,12.20,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Speed,Women,Final,2011-04-14,/api/v1/category_rounds/1637/results,/api/v1/events/665/result/6,False,12.2,,,,,,,,
Pichler Stefanie,,14,12.24,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Speed,Women,Final,2011-04-14,/api/v1/category_rounds/1637/results,/api/v1/events/665/result/6,False,12.24,,,,,,,,
Ulzhabayeva Tamara,,15,12.42,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Speed,Women,Final,2011-04-14,/api/v1/category_rounds/1637/results,/api/v1/events/665/result/6,False,12.42,,,,,,,,
Bruckner Esther,,16,13.06,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",665,2011,Milano,Speed,Women,Final,2011-04-14,/api/v1/category_rounds/1637/results,/api/v1/events/665/result/6,False,13.06,,,,,,,,
