name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results
Kokorin Stanislav,RUS,1,6.470,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",674,2011,Chamonix,Speed,Men,Qualification,2011-07-12,/api/v1/category_rounds/1693/results,/api/v1/events/674/result/2
Zhong QiXin,CHN,2,6.620,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",674,2011,Chamonix,Speed,Men,Qualification,2011-07-12,/api/v1/category_rounds/1693/results,/api/v1/events/674/result/2
Swirk Lukasz,POL,3,6.860,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",674,2011,Chamonix,Speed,Men,Qualification,2011-07-12,/api/v1/category_rounds/1693/results,/api/v1/events/674/result/2
Abdrakhmanov Sergey,RUS,4,6.870,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",674,2011,Chamonix,Speed,Men,Qualification,2011-07-12,/api/v1/category_rounds/1693/results,/api/v1/events/674/result/2
Novikov Ivan,RUS,5,6.890,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",674,2011,Chamonix,Speed,Men,Qualification,2011-07-12,/api/v1/category_rounds/1693/results,/api/v1/events/674/result/2
Nigmanov Zufar,RUS,6,7.150,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",674,2011,Chamonix,Speed,Men,Qualification,2011-07-12,/api/v1/category_rounds/1693/results,/api/v1/events/674/result/2
Gontaryk Yaroslav,UKR,7,7.210,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",674,2011,Chamonix,Speed,Men,Qualification,2011-07-12,/api/v1/category_rounds/1693/results,/api/v1/events/674/result/2
Vedenchuk Viacheslav,RUS,8,7.220,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",674,2011,Chamonix,Speed,Men,Qualification,2011-07-12,/api/v1/category_rounds/1693/results,/api/v1/events/674/result/2
Sinitcyn Sergei,RUS,9,7.260,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",674,2011,Chamonix,Speed,Men,Qualification,2011-07-12,/api/v1/category_rounds/1693/results,/api/v1/events/674/result/2
Payl Konstantin,RUS,10,7.280,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",674,2011,Chamonix,Speed,Men,Qualification,2011-07-12,/api/v1/category_rounds/1693/results,/api/v1/events/674/result/2
Hroza Libor,CZE,11,7.300,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",674,2011,Chamonix,Speed,Men,Qualification,2011-07-12,/api/v1/category_rounds/1693/results,/api/v1/events/674/result/2
Boldyrev Danyil,UKR,12,7.340,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",674,2011,Chamonix,Speed,Men,Qualification,2011-07-12,/api/v1/category_rounds/1693/results,/api/v1/events/674/result/2
Yurko Oleksiy,UKR,13,7.370,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",674,2011,Chamonix,Speed,Men,Qualification,2011-07-12,/api/v1/category_rounds/1693/results,/api/v1/events/674/result/2
Dzienski Marcin,POL,14,7.490,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",674,2011,Chamonix,Speed,Men,Qualification,2011-07-12,/api/v1/category_rounds/1693/results,/api/v1/events/674/result/2
Bokanov Sayat,KAZ,15,7.540,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",674,2011,Chamonix,Speed,Men,Qualification,2011-07-12,/api/v1/category_rounds/1693/results,/api/v1/events/674/result/2
Estevez  Isaac,ECU,16,7.600,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",674,2011,Chamonix,Speed,Men,Qualification,2011-07-12,/api/v1/category_rounds/1693/results,/api/v1/events/674/result/2
Gontero Leonardo,ITA,16,7.600,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",674,2011,Chamonix,Speed,Men,Qualification,2011-07-12,/api/v1/category_rounds/1693/results,/api/v1/events/674/result/2
Osipov Maksym,UKR,18,7.640,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",674,2011,Chamonix,Speed,Men,Qualification,2011-07-12,/api/v1/category_rounds/1693/results,/api/v1/events/674/result/2
Gál Máté,HUN,19,7.670,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",674,2011,Chamonix,Speed,Men,Qualification,2011-07-12,/api/v1/category_rounds/1693/results,/api/v1/events/674/result/2
Kytaiko Andrii,UKR,19,7.670,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",674,2011,Chamonix,Speed,Men,Qualification,2011-07-12,/api/v1/category_rounds/1693/results,/api/v1/events/674/result/2
Styenkovyy Maksym,UKR,21,7.730,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",674,2011,Chamonix,Speed,Men,Qualification,2011-07-12,/api/v1/category_rounds/1693/results,/api/v1/events/674/result/2
Kurunov Arseniy,RUS,22,7.820,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",674,2011,Chamonix,Speed,Men,Qualification,2011-07-12,/api/v1/category_rounds/1693/results,/api/v1/events/674/result/2
LE COUSTER Yoann,FRA,23,7.890,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",674,2011,Chamonix,Speed,Men,Qualification,2011-07-12,/api/v1/category_rounds/1693/results,/api/v1/events/674/result/2
Zhang Yuhang,CHN,24,7.960,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",674,2011,Chamonix,Speed,Men,Qualification,2011-07-12,/api/v1/category_rounds/1693/results,/api/v1/events/674/result/2
Fedorov Nikolay,RUS,25,7.980,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",674,2011,Chamonix,Speed,Men,Qualification,2011-07-12,/api/v1/category_rounds/1693/results,/api/v1/events/674/result/2
Topal Yaroslav,UKR,26,8.020,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",674,2011,Chamonix,Speed,Men,Qualification,2011-07-12,/api/v1/category_rounds/1693/results,/api/v1/events/674/result/2
Molchanov Alexey,KAZ,27,8.040,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",674,2011,Chamonix,Speed,Men,Qualification,2011-07-12,/api/v1/category_rounds/1693/results,/api/v1/events/674/result/2
Quinteros Andres,ECU,28,8.120,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",674,2011,Chamonix,Speed,Men,Qualification,2011-07-12,/api/v1/category_rounds/1693/results,/api/v1/events/674/result/2
Devyaterikov Nikita,KAZ,29,8.160,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",674,2011,Chamonix,Speed,Men,Qualification,2011-07-12,/api/v1/category_rounds/1693/results,/api/v1/events/674/result/2
Nigmatulin Alexandr,KAZ,30,8.170,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",674,2011,Chamonix,Speed,Men,Qualification,2011-07-12,/api/v1/category_rounds/1693/results,/api/v1/events/674/result/2
Vaitsekhovskii Evgenii,RUS,31,8.260,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",674,2011,Chamonix,Speed,Men,Qualification,2011-07-12,/api/v1/category_rounds/1693/results,/api/v1/events/674/result/2
Komosinski Jedrzej,POL,32,8.270,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",674,2011,Chamonix,Speed,Men,Qualification,2011-07-12,/api/v1/category_rounds/1693/results,/api/v1/events/674/result/2
Komondi Csaba,HUN,33,8.320,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",674,2011,Chamonix,Speed,Men,Qualification,2011-07-12,/api/v1/category_rounds/1693/results,/api/v1/events/674/result/2
Sirotti Gianluca,ITA,34,8.460,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",674,2011,Chamonix,Speed,Men,Qualification,2011-07-12,/api/v1/category_rounds/1693/results,/api/v1/events/674/result/2
Mawem Bassa,FRA,35,8.500,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",674,2011,Chamonix,Speed,Men,Qualification,2011-07-12,/api/v1/category_rounds/1693/results,/api/v1/events/674/result/2
Lisovskyi Hryhorii,UKR,36,8.540,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",674,2011,Chamonix,Speed,Men,Qualification,2011-07-12,/api/v1/category_rounds/1693/results,/api/v1/events/674/result/2
Bosler Fabian,GER,37,8.720,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",674,2011,Chamonix,Speed,Men,Qualification,2011-07-12,/api/v1/category_rounds/1693/results,/api/v1/events/674/result/2
Porscha Maximilian,GER,38,8.730,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",674,2011,Chamonix,Speed,Men,Qualification,2011-07-12,/api/v1/category_rounds/1693/results,/api/v1/events/674/result/2
Ghisolfi Stefano,ITA,39,8.790,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",674,2011,Chamonix,Speed,Men,Qualification,2011-07-12,/api/v1/category_rounds/1693/results,/api/v1/events/674/result/2
Gál Bence,HUN,40,8.980,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",674,2011,Chamonix,Speed,Men,Qualification,2011-07-12,/api/v1/category_rounds/1693/results,/api/v1/events/674/result/2
Sirotti Michel,ITA,41,9.230,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",674,2011,Chamonix,Speed,Men,Qualification,2011-07-12,/api/v1/category_rounds/1693/results,/api/v1/events/674/result/2
Devyaterikov Artyom,KAZ,42,10.070,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",674,2011,Chamonix,Speed,Men,Qualification,2011-07-12,/api/v1/category_rounds/1693/results,/api/v1/events/674/result/2
Suolang Jiacuo,CHN,43,10.810,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",674,2011,Chamonix,Speed,Men,Qualification,2011-07-12,/api/v1/category_rounds/1693/results,/api/v1/events/674/result/2
Eguez Esteban,ECU,44,11.360,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",674,2011,Chamonix,Speed,Men,Qualification,2011-07-12,/api/v1/category_rounds/1693/results,/api/v1/events/674/result/2
Micka Martin,CZE,45,15.110,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",674,2011,Chamonix,Speed,Men,Qualification,2011-07-12,/api/v1/category_rounds/1693/results,/api/v1/events/674/result/2
