name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,source_file
Sharafutdinov Dmitrii,RUS,1,4t5 4b5,IFSC Climbing Worldcup (B) - Barcelona (ESP) 2011,672,2011,Barcelona,Boulder,Men,Semi-Final,2011-06-25,/api/v1/category_rounds/1677/results,/api/v1/events/672/result/3,1,1,1,1,1,1,2,2,2011-06-25_Barcelona_Boulder_Men_Semi-Final.csv
Hori Tsukuru,JPN,2,4t6 4b6,IFSC Climbing Worldcup (B) - Barcelona (ESP) 2011,672,2011,Barcelona,Boulder,Men,Semi-Final,2011-06-25,/api/v1/category_rounds/1677/results,/api/v1/events/672/result/3,1,1,1,1,1,1,3,3,2011-06-25_Barcelona_Boulder_Men_Semi-Final.csv
Glairon Mondet Guillaume,FRA,3,4t7 4b5,IFSC Climbing Worldcup (B) - Barcelona (ESP) 2011,672,2011,Barcelona,Boulder,Men,Semi-Final,2011-06-25,/api/v1/category_rounds/1677/results,/api/v1/events/672/result/3,2,1,2,1,1,1,2,2,2011-06-25_Barcelona_Boulder_Men_Semi-Final.csv
Fischhuber Kilian,AUT,4,4t8 4b6,IFSC Climbing Worldcup (B) - Barcelona (ESP) 2011,672,2011,Barcelona,Boulder,Men,Semi-Final,2011-06-25,/api/v1/category_rounds/1677/results,/api/v1/events/672/result/3,1,1,1,1,3,1,3,3,2011-06-25_Barcelona_Boulder_Men_Semi-Final.csv
Ennemoser Lukas,AUT,5,3t3 3b3,IFSC Climbing Worldcup (B) - Barcelona (ESP) 2011,672,2011,Barcelona,Boulder,Men,Semi-Final,2011-06-25,/api/v1/category_rounds/1677/results,/api/v1/events/672/result/3,1,1,1,1,1,1,X,X,2011-06-25_Barcelona_Boulder_Men_Semi-Final.csv
Gelmanov Rustam,RUS,5,3t3 3b3,IFSC Climbing Worldcup (B) - Barcelona (ESP) 2011,672,2011,Barcelona,Boulder,Men,Semi-Final,2011-06-25,/api/v1/category_rounds/1677/results,/api/v1/events/672/result/3,1,1,1,1,1,1,X,X,2011-06-25_Barcelona_Boulder_Men_Semi-Final.csv
Rubtsov  Aleksei,RUS,5,3t3 3b3,IFSC Climbing Worldcup (B) - Barcelona (ESP) 2011,672,2011,Barcelona,Boulder,Men,Semi-Final,2011-06-25,/api/v1/category_rounds/1677/results,/api/v1/events/672/result/3,1,1,1,1,1,1,X,X,2011-06-25_Barcelona_Boulder_Men_Semi-Final.csv
Caleyron Thomas,FRA,8,3t4 4b5,IFSC Climbing Worldcup (B) - Barcelona (ESP) 2011,672,2011,Barcelona,Boulder,Men,Semi-Final,2011-06-25,/api/v1/category_rounds/1677/results,/api/v1/events/672/result/3,1,1,X,1,1,1,2,2,2011-06-25_Barcelona_Boulder_Men_Semi-Final.csv
McColl Sean,CAN,9,3t4 3b4,IFSC Climbing Worldcup (B) - Barcelona (ESP) 2011,672,2011,Barcelona,Boulder,Men,Semi-Final,2011-06-25,/api/v1/category_rounds/1677/results,/api/v1/events/672/result/3,1,1,2,2,1,1,X,X,2011-06-25_Barcelona_Boulder_Men_Semi-Final.csv
Kaiser Francois,FRA,10,3t5 3b3,IFSC Climbing Worldcup (B) - Barcelona (ESP) 2011,672,2011,Barcelona,Boulder,Men,Semi-Final,2011-06-25,/api/v1/category_rounds/1677/results,/api/v1/events/672/result/3,1,1,3,1,1,1,X,X,2011-06-25_Barcelona_Boulder_Men_Semi-Final.csv
