name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,P5_Top,P5_Zone
Kaiser Francois,FRA,1,5t5 5b5,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2011,671,2011,Eindhoven,Boulder,Men,Qualification,2011-06-17,/api/v1/category_rounds/1670/results,/api/v1/events/671/result/3,1,1,1,1,1,1,1,1,1,1
McColl Sean,CAN,1,5t5 5b5,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2011,671,2011,Eindhoven,Boulder,Men,Qualification,2011-06-17,/api/v1/category_rounds/1670/results,/api/v1/events/671/result/3,1,1,1,1,1,1,1,1,1,1
Sharafutdinov Dmitrii,RUS,1,5t5 5b5,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2011,671,2011,Eindhoven,Boulder,Men,Qualification,2011-06-17,/api/v1/category_rounds/1670/results,/api/v1/events/671/result/3,1,1,1,1,1,1,1,1,1,1
Woods Daniel,USA,1,5t6 5b5,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2011,671,2011,Eindhoven,Boulder,Men,Qualification,2011-06-17,/api/v1/category_rounds/1670/results,/api/v1/events/671/result/3,1,1,1,1,2,1,1,1,1,1
Barrans David,GBR,2,5t7 5b7,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2011,671,2011,Eindhoven,Boulder,Men,Qualification,2011-06-17,/api/v1/category_rounds/1670/results,/api/v1/events/671/result/3,1,1,1,1,1,1,1,1,3,3
Glairon Mondet Guillaume,FRA,3,5t8 5b5,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2011,671,2011,Eindhoven,Boulder,Men,Qualification,2011-06-17,/api/v1/category_rounds/1670/results,/api/v1/events/671/result/3,1,1,3,1,2,1,1,1,1,1
Caleyron Thomas,FRA,4,5t6 5b5,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2011,671,2011,Eindhoven,Boulder,Men,Qualification,2011-06-17,/api/v1/category_rounds/1670/results,/api/v1/events/671/result/3,1,1,1,1,1,1,1,1,2,1
Fischhuber Kilian,AUT,4,5t9 5b9,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2011,671,2011,Eindhoven,Boulder,Men,Qualification,2011-06-17,/api/v1/category_rounds/1670/results,/api/v1/events/671/result/3,3,3,1,1,1,1,1,1,3,3
Hori Tsukuru,JPN,4,5t6 5b5,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2011,671,2011,Eindhoven,Boulder,Men,Qualification,2011-06-17,/api/v1/category_rounds/1670/results,/api/v1/events/671/result/3,1,1,1,1,1,1,2,1,1,1
Rubtsov  Aleksei,RUS,4,5t6 5b5,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2011,671,2011,Eindhoven,Boulder,Men,Qualification,2011-06-17,/api/v1/category_rounds/1670/results,/api/v1/events/671/result/3,1,1,1,1,1,1,2,1,1,1
Bonder Jeremy,FRA,5,5t10 5b9,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2011,671,2011,Eindhoven,Boulder,Men,Qualification,2011-06-17,/api/v1/category_rounds/1670/results,/api/v1/events/671/result/3,1,1,1,1,2,1,1,1,5,5
Gaidioz Loïc,FRA,6,5t12 5b9,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2011,671,2011,Eindhoven,Boulder,Men,Qualification,2011-06-17,/api/v1/category_rounds/1670/results,/api/v1/events/671/result/3,2,2,2,1,3,1,2,2,3,3
de Leeuw Nicky,NED,7,5t6 5b6,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2011,671,2011,Eindhoven,Boulder,Men,Qualification,2011-06-17,/api/v1/category_rounds/1670/results,/api/v1/events/671/result/3,2,2,1,1,1,1,1,1,1,1
Ennemoser Lukas,AUT,7,4t5 4b5,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2011,671,2011,Eindhoven,Boulder,Men,Qualification,2011-06-17,/api/v1/category_rounds/1670/results,/api/v1/events/671/result/3,1,1,1,1,1,1,2,2,X,X
Lachat Cédric,SUI,7,5t6 5b6,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2011,671,2011,Eindhoven,Boulder,Men,Qualification,2011-06-17,/api/v1/category_rounds/1670/results,/api/v1/events/671/result/3,1,1,1,1,1,1,2,2,1,1
Danker Stefan,GER,8,3t3 4b4,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2011,671,2011,Eindhoven,Boulder,Men,Qualification,2011-06-17,/api/v1/category_rounds/1670/results,/api/v1/events/671/result/3,1,1,1,1,X,1,1,1,X,X
Webb-Parsons Christopher,AUS,8,3t3 4b4,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2011,671,2011,Eindhoven,Boulder,Men,Qualification,2011-06-17,/api/v1/category_rounds/1670/results,/api/v1/events/671/result/3,1,1,1,1,X,1,1,1,X,X
Watson Stewart,GBR,9,5t7 5b5,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2011,671,2011,Eindhoven,Boulder,Men,Qualification,2011-06-17,/api/v1/category_rounds/1670/results,/api/v1/events/671/result/3,1,1,1,1,1,1,1,1,3,1
Gelmanov Rustam,RUS,10,5t8 5b7,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2011,671,2011,Eindhoven,Boulder,Men,Qualification,2011-06-17,/api/v1/category_rounds/1670/results,/api/v1/events/671/result/3,1,1,1,1,2,2,2,2,2,1
Gerland Bastien,FRA,10,3t4 5b5,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2011,671,2011,Eindhoven,Boulder,Men,Qualification,2011-06-17,/api/v1/category_rounds/1670/results,/api/v1/events/671/result/3,1,1,X,1,2,1,1,1,X,1
Blaser Benjamin,SUI,11,5t9 5b5,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2011,671,2011,Eindhoven,Boulder,Men,Qualification,2011-06-17,/api/v1/category_rounds/1670/results,/api/v1/events/671/result/3,1,1,1,1,2,1,4,1,1,1
Jongeneelen Wouter,NED,11,3t4 5b6,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2011,671,2011,Eindhoven,Boulder,Men,Qualification,2011-06-17,/api/v1/category_rounds/1670/results,/api/v1/events/671/result/3,1,1,2,1,X,1,1,1,X,2
Becan Klemen,SLO,12,3t4 4b4,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2011,671,2011,Eindhoven,Boulder,Men,Qualification,2011-06-17,/api/v1/category_rounds/1670/results,/api/v1/events/671/result/3,1,1,2,1,X,1,1,1,X,X
Sommer Remo,SUI,12,4t4 5b5,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2011,671,2011,Eindhoven,Boulder,Men,Qualification,2011-06-17,/api/v1/category_rounds/1670/results,/api/v1/events/671/result/3,1,1,1,1,1,1,X,1,1,1
Moroni Gabriele,ITA,13,4t4 5b6,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2011,671,2011,Eindhoven,Boulder,Men,Qualification,2011-06-17,/api/v1/category_rounds/1670/results,/api/v1/events/671/result/3,1,1,1,1,1,1,1,1,X,2
Nomine Baptiste,FRA,13,3t4 4b5,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2011,671,2011,Eindhoven,Boulder,Men,Qualification,2011-06-17,/api/v1/category_rounds/1670/results,/api/v1/events/671/result/3,1,1,X,1,1,1,2,2,X,X
Hojer Jan,GER,14,4t5 5b5,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2011,671,2011,Eindhoven,Boulder,Men,Qualification,2011-06-17,/api/v1/category_rounds/1670/results,/api/v1/events/671/result/3,1,1,1,1,1,1,X,1,2,1
