name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,Final_winner,Final_time,Small Final_winner,Small Final_time,source_file
Zhong QiXin,,1,6.33,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2011",681,2011,Xining,Speed,Men,Final,2011-09-02,/api/v1/category_rounds/1740/results,/api/v1/events/681/result/2,True,6.7,True,6.48,True,6.84,True,6.33,,,2011-09-02_Xining_Speed_Men_Final.csv
Swirk Lukasz,,2,6.77,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2011",681,2011,Xining,Speed,Men,Final,2011-09-02,/api/v1/category_rounds/1740/results,/api/v1/events/681/result/2,True,7.13,True,7.74,True,6.62,False,6.77,,,2011-09-02_Xining_Speed_Men_Final.csv
Galar Pandu Asmoro,,3,7.73,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2011",681,2011,Xining,Speed,Men,Final,2011-09-02,/api/v1/category_rounds/1740/results,/api/v1/events/681/result/2,True,9.18,True,8.06,False,6.77,,,True,7.73,2011-09-02_Xining_Speed_Men_Final.csv
Sinitcyn Sergei,,4,FALL,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2011",681,2011,Xining,Speed,Men,Final,2011-09-02,/api/v1/category_rounds/1740/results,/api/v1/events/681/result/2,True,8.07,True,6.57,False,8.039,,,False,FALL,2011-09-02_Xining_Speed_Men_Final.csv
Komosinski Jedrzej,,5,6.60,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2011",681,2011,Xining,Speed,Men,Final,2011-09-02,/api/v1/category_rounds/1740/results,/api/v1/events/681/result/2,True,6.99,False,6.6,,,,,,,2011-09-02_Xining_Speed_Men_Final.csv
Hroza Libor,,6,8.15,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2011",681,2011,Xining,Speed,Men,Final,2011-09-02,/api/v1/category_rounds/1740/results,/api/v1/events/681/result/2,True,6.78,False,8.15,,,,,,,2011-09-02_Xining_Speed_Men_Final.csv
Abdrakhmanov Sergey,,7,FALL,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2011",681,2011,Xining,Speed,Men,Final,2011-09-02,/api/v1/category_rounds/1740/results,/api/v1/events/681/result/2,True,6.42,False,FALL,,,,,,,2011-09-02_Xining_Speed_Men_Final.csv
Shevchenko Arsenii,,8,FALL,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2011",681,2011,Xining,Speed,Men,Final,2011-09-02,/api/v1/category_rounds/1740/results,/api/v1/events/681/result/2,True,7.55,False,FALL,,,,,,,2011-09-02_Xining_Speed_Men_Final.csv
Vaitsekhovskii Evgenii,,9,7.05,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2011",681,2011,Xining,Speed,Men,Final,2011-09-02,/api/v1/category_rounds/1740/results,/api/v1/events/681/result/2,False,7.05,,,,,,,,,2011-09-02_Xining_Speed_Men_Final.csv
Mamiri Tonny,,10,7.29,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2011",681,2011,Xining,Speed,Men,Final,2011-09-02,/api/v1/category_rounds/1740/results,/api/v1/events/681/result/2,False,7.29,,,,,,,,,2011-09-02_Xining_Speed_Men_Final.csv
Abudzar Yulianto,,11,8.10,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2011",681,2011,Xining,Speed,Men,Final,2011-09-02,/api/v1/category_rounds/1740/results,/api/v1/events/681/result/2,False,8.109,,,,,,,,,2011-09-02_Xining_Speed_Men_Final.csv
Kokorin Stanislav,,12,8.65,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2011",681,2011,Xining,Speed,Men,Final,2011-09-02,/api/v1/category_rounds/1740/results,/api/v1/events/681/result/2,False,8.65,,,,,,,,,2011-09-02_Xining_Speed_Men_Final.csv
ZHANG Ning,,13,9.96,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2011",681,2011,Xining,Speed,Men,Final,2011-09-02,/api/v1/category_rounds/1740/results,/api/v1/events/681/result/2,False,9.96,,,,,,,,,2011-09-02_Xining_Speed_Men_Final.csv
Astashkin Evgeny,,14,FALL,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2011",681,2011,Xining,Speed,Men,Final,2011-09-02,/api/v1/category_rounds/1740/results,/api/v1/events/681/result/2,False,FALL,,,,,,,,,2011-09-02_Xining_Speed_Men_Final.csv
Zhong Lincai,,15,FALL,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2011",681,2011,Xining,Speed,Men,Final,2011-09-02,/api/v1/category_rounds/1740/results,/api/v1/events/681/result/2,False,FALL,,,,,,,,,2011-09-02_Xining_Speed_Men_Final.csv
Nigmanov Zufar,,16,FALL,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2011",681,2011,Xining,Speed,Men,Final,2011-09-02,/api/v1/category_rounds/1740/results,/api/v1/events/681/result/2,False,FALL,,,,,,,,,2011-09-02_Xining_Speed_Men_Final.csv
