name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,source_file
Garnbret Janja,SLO,1,4T4z 5 5,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,1187,2021,Meiringen,Boulder,Women,Semi-Final,2021-04-16,/api/v1/category_rounds/6375/results,/api/v1/events/1187/result/7,1,1,1,1,2,2,1,1,2021-04-16_Meiringen_Boulder_Women_Semi-Final.csv
Bertone Oriane,FRA,2,3T3z 5 4,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,1187,2021,Meiringen,Boulder,Women,Semi-Final,2021-04-16,/api/v1/category_rounds/6375/results,/api/v1/events/1187/result/7,1,1,2,1,X,X,2,2,2021-04-16_Meiringen_Boulder_Women_Semi-Final.csv
Noguchi Akiyo,JPN,3,3T3z 7 7,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,1187,2021,Meiringen,Boulder,Women,Semi-Final,2021-04-16,/api/v1/category_rounds/6375/results,/api/v1/events/1187/result/7,4,4,2,2,X,X,1,1,2021-04-16_Meiringen_Boulder_Women_Semi-Final.csv
Grossman Natalia,USA,4,2T4z 10 17,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,1187,2021,Meiringen,Boulder,Women,Semi-Final,2021-04-16,/api/v1/category_rounds/6375/results,/api/v1/events/1187/result/7,3,3,7,7,X,6,X,1,2021-04-16_Meiringen_Boulder_Women_Semi-Final.csv
Lukan Vita,SLO,5,2T3z 4 7,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,1187,2021,Meiringen,Boulder,Women,Semi-Final,2021-04-16,/api/v1/category_rounds/6375/results,/api/v1/events/1187/result/7,3,2,X,4,X,X,1,1,2021-04-16_Meiringen_Boulder_Women_Semi-Final.csv
Debevec Katja,SLO,6,2T3z 5 5,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,1187,2021,Meiringen,Boulder,Women,Semi-Final,2021-04-16,/api/v1/category_rounds/6375/results,/api/v1/events/1187/result/7,4,2,1,1,X,X,X,2,2021-04-16_Meiringen_Boulder_Women_Semi-Final.csv
Nonaka Miho,JPN,7,2T2z 3 2,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,1187,2021,Meiringen,Boulder,Women,Semi-Final,2021-04-16,/api/v1/category_rounds/6375/results,/api/v1/events/1187/result/7,X,X,1,1,X,X,2,1,2021-04-16_Meiringen_Boulder_Women_Semi-Final.csv
Kümin Andrea,SUI,8,1T2z 1 4,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,1187,2021,Meiringen,Boulder,Women,Semi-Final,2021-04-16,/api/v1/category_rounds/6375/results,/api/v1/events/1187/result/7,1,1,X,3,X,X,X,X,2021-04-16_Meiringen_Boulder_Women_Semi-Final.csv
Raboutou Brooke,USA,9,1T2z 1 5,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,1187,2021,Meiringen,Boulder,Women,Semi-Final,2021-04-16,/api/v1/category_rounds/6375/results,/api/v1/events/1187/result/7,1,1,X,X,X,X,X,4,2021-04-16_Meiringen_Boulder_Women_Semi-Final.csv
Rakovec Lucka,SLO,10,1T2z 4 4,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,1187,2021,Meiringen,Boulder,Women,Semi-Final,2021-04-16,/api/v1/category_rounds/6375/results,/api/v1/events/1187/result/7,4,3,X,X,X,X,X,1,2021-04-16_Meiringen_Boulder_Women_Semi-Final.csv
