name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Quali_time_B,Quali_time_A,source_file
Miroslaw Aleksandra,POL,1,6.99,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Speed,Women,Qualification,2021-09-16,/api/v1/category_rounds/6143/results,/api/v1/events/1185/result/6,6.996,7.037,2021-09-16_Moscow_Speed_Women_Qualification.csv
Kaplina Iuliia,CFR,2,7.23,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Speed,Women,Qualification,2021-09-16,/api/v1/category_rounds/6143/results,/api/v1/events/1185/result/6,9.06,7.236,2021-09-16_Moscow_Speed_Women_Qualification.csv
Hunt Emma,USA,3,7.40,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Speed,Women,Qualification,2021-09-16,/api/v1/category_rounds/6143/results,/api/v1/events/1185/result/6,7.54,7.4,2021-09-16_Moscow_Speed_Women_Qualification.csv
Kalucka Natalia,POL,4,7.42,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Speed,Women,Qualification,2021-09-16,/api/v1/category_rounds/6143/results,/api/v1/events/1185/result/6,DNF,7.429,2021-09-16_Moscow_Speed_Women_Qualification.csv
Ivanova Elizaveta,CFR,5,7.45,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Speed,Women,Qualification,2021-09-16,/api/v1/category_rounds/6143/results,/api/v1/events/1185/result/6,8.974,7.45,2021-09-16_Moscow_Speed_Women_Qualification.csv
Barashchuk Ekaterina,CFR,6,7.53,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Speed,Women,Qualification,2021-09-16,/api/v1/category_rounds/6143/results,/api/v1/events/1185/result/6,7.535,9.22,2021-09-16_Moscow_Speed_Women_Qualification.csv
Brozek Anna,POL,7,7.62,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Speed,Women,Qualification,2021-09-16,/api/v1/category_rounds/6143/results,/api/v1/events/1185/result/6,7.625,10.9,2021-09-16_Moscow_Speed_Women_Qualification.csv
Viglione Capucine,FRA,8,7.76,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Speed,Women,Qualification,2021-09-16,/api/v1/category_rounds/6143/results,/api/v1/events/1185/result/6,7.769,7.911,2021-09-16_Moscow_Speed_Women_Qualification.csv
Chudziak Patrycja,POL,9,7.88,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Speed,Women,Qualification,2021-09-16,/api/v1/category_rounds/6143/results,/api/v1/events/1185/result/6,7.882,7.924,2021-09-16_Moscow_Speed_Women_Qualification.csv
Krasavina Mariia,CFR,10,7.91,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Speed,Women,Qualification,2021-09-16,/api/v1/category_rounds/6143/results,/api/v1/events/1185/result/6,7.912,9.182,2021-09-16_Moscow_Speed_Women_Qualification.csv
