name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,source_file
Ginés López Alberto,ESP,1,40+,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Men,Semi-Final,2021-07-01,/api/v1/category_rounds/6615/results,/api/v1/events/1194/result/1,40+,2021-07-01_Villars_Lead_Men_Semi-Final.csv
Bailey Sean,USA,2,40,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Men,Semi-Final,2021-07-01,/api/v1/category_rounds/6615/results,/api/v1/events/1194/result/1,40,2021-07-01_Villars_Lead_Men_Semi-Final.csv
Megos Alexander,GER,3,37+,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Men,Semi-Final,2021-07-01,/api/v1/category_rounds/6615/results,/api/v1/events/1194/result/1,37+,2021-07-01_Villars_Lead_Men_Semi-Final.csv
Halenke Sebastian,GER,4,37+,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Men,Semi-Final,2021-07-01,/api/v1/category_rounds/6615/results,/api/v1/events/1194/result/1,37+,2021-07-01_Villars_Lead_Men_Semi-Final.csv
Higuchi Masahiro,JPN,4,37+,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Men,Semi-Final,2021-07-01,/api/v1/category_rounds/6615/results,/api/v1/events/1194/result/1,37+,2021-07-01_Villars_Lead_Men_Semi-Final.csv
MURASHITA Zento,JPN,6,36+,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Men,Semi-Final,2021-07-01,/api/v1/category_rounds/6615/results,/api/v1/events/1194/result/1,36+,2021-07-01_Villars_Lead_Men_Semi-Final.csv
Duffy Colin,USA,7,36,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Men,Semi-Final,2021-07-01,/api/v1/category_rounds/6615/results,/api/v1/events/1194/result/1,36,2021-07-01_Villars_Lead_Men_Semi-Final.csv
Jenft Paul,FRA,8,36,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Men,Semi-Final,2021-07-01,/api/v1/category_rounds/6615/results,/api/v1/events/1194/result/1,36,2021-07-01_Villars_Lead_Men_Semi-Final.csv
Fujii Kokoro,JPN,9,36,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Men,Semi-Final,2021-07-01,/api/v1/category_rounds/6615/results,/api/v1/events/1194/result/1,36,2021-07-01_Villars_Lead_Men_Semi-Final.csv
Fakirianov Dmitrii,RUS,10,36,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Men,Semi-Final,2021-07-01,/api/v1/category_rounds/6615/results,/api/v1/events/1194/result/1,36,2021-07-01_Villars_Lead_Men_Semi-Final.csv
Ghisolfi Stefano,ITA,11,35+,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Men,Semi-Final,2021-07-01,/api/v1/category_rounds/6615/results,/api/v1/events/1194/result/1,35+,2021-07-01_Villars_Lead_Men_Semi-Final.csv
Lehmann Sascha,SUI,12,34+,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Men,Semi-Final,2021-07-01,/api/v1/category_rounds/6615/results,/api/v1/events/1194/result/1,34+,2021-07-01_Villars_Lead_Men_Semi-Final.csv
