name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,source_file
GARNBRET Janja,SLO,1,3T4z 5 8,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2021",1192,2021,Salt Lake City,Boulder,Women,Semi-Final,2021-05-28,/api/v1/category_rounds/6501/results,/api/v1/events/1192/result/7,1,1,3,3,X,3,1,1,2021-05-28_Salt Lake City_Boulder_Women_Semi-Final.csv
NONAKA Miho,JPN,2,2T4z 7 11,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2021",1192,2021,Salt Lake City,Boulder,Women,Semi-Final,2021-05-28,/api/v1/category_rounds/6501/results,/api/v1/events/1192/result/7,4,2,3,3,X,5,X,1,2021-05-28_Salt Lake City_Boulder_Women_Semi-Final.csv
BERTONE Oriane,FRA,3,2T4z 8 6,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2021",1192,2021,Salt Lake City,Boulder,Women,Semi-Final,2021-05-28,/api/v1/category_rounds/6501/results,/api/v1/events/1192/result/7,4,2,X,1,X,2,4,1,2021-05-28_Salt Lake City_Boulder_Women_Semi-Final.csv
RABOUTOU Brooke,USA,4,2T3z 5 6,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2021",1192,2021,Salt Lake City,Boulder,Women,Semi-Final,2021-05-28,/api/v1/category_rounds/6501/results,/api/v1/events/1192/result/7,X,1,X,X,4,4,1,1,2021-05-28_Salt Lake City_Boulder_Women_Semi-Final.csv
GEJO Stasa,SRB,5,2T3z 5 6,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2021",1192,2021,Salt Lake City,Boulder,Women,Semi-Final,2021-05-28,/api/v1/category_rounds/6501/results,/api/v1/events/1192/result/7,1,1,4,3,X,2,X,X,2021-05-28_Salt Lake City_Boulder_Women_Semi-Final.csv
GROSSMAN Natalia,USA,6,2T3z 8 3,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2021",1192,2021,Salt Lake City,Boulder,Women,Semi-Final,2021-05-28,/api/v1/category_rounds/6501/results,/api/v1/events/1192/result/7,5,1,X,X,X,1,3,1,2021-05-28_Salt Lake City_Boulder_Women_Semi-Final.csv
DEBEVEC Katja,SLO,7,1T4z 3 10,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2021",1192,2021,Salt Lake City,Boulder,Women,Semi-Final,2021-05-28,/api/v1/category_rounds/6501/results,/api/v1/events/1192/result/7,X,2,3,3,X,3,X,2,2021-05-28_Salt Lake City_Boulder_Women_Semi-Final.csv
CONDIE Kyra,USA,8,1T4z 11 11,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2021",1192,2021,Salt Lake City,Boulder,Women,Semi-Final,2021-05-28,/api/v1/category_rounds/6501/results,/api/v1/events/1192/result/7,X,1,11,2,X,7,X,1,2021-05-28_Salt Lake City_Boulder_Women_Semi-Final.csv
ITO Futaba,JPN,9,1T3z 1 7,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2021",1192,2021,Salt Lake City,Boulder,Women,Semi-Final,2021-05-28,/api/v1/category_rounds/6501/results,/api/v1/events/1192/result/7,X,1,X,X,X,5,1,1,2021-05-28_Salt Lake City_Boulder_Women_Semi-Final.csv
GIBERT Fanny,FRA,10,1T3z 3 6,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2021",1192,2021,Salt Lake City,Boulder,Women,Semi-Final,2021-05-28,/api/v1/category_rounds/6501/results,/api/v1/events/1192/result/7,3,1,X,X,X,4,X,1,2021-05-28_Salt Lake City_Boulder_Women_Semi-Final.csv
HÖNIG Afra,GER,11,1T3z 4 7,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2021",1192,2021,Salt Lake City,Boulder,Women,Semi-Final,2021-05-28,/api/v1/category_rounds/6501/results,/api/v1/events/1192/result/7,4,3,X,X,X,2,X,2,2021-05-28_Salt Lake City_Boulder_Women_Semi-Final.csv
