name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,Route_2,source_file
Grossman Natalia,USA,1.0,1.0,IFSC - Climbing World Cup (L) - Briançon (FRA) 2021,1196,2021,Briançon,Lead,Women,Qualification,2021-07-17,/api/v1/category_rounds/6189/results,/api/v1/events/1196/result/5,34+,36,2021-07-17_Briançon_Lead_Women_Qualification.csv
Rakovec Lucka,SLO,2.0,2.65,IFSC - Climbing World Cup (L) - Briançon (FRA) 2021,1196,2021,Briançon,Lead,Women,Qualification,2021-07-17,/api/v1/category_rounds/6189/results,/api/v1/events/1196/result/5,33+,35+,2021-07-17_Briançon_Lead_Women_Qualification.csv
Thompson-Smith Molly,GBR,3.0,3.5,IFSC - Climbing World Cup (L) - Briançon (FRA) 2021,1196,2021,Briançon,Lead,Women,Qualification,2021-07-17,/api/v1/category_rounds/6189/results,/api/v1/events/1196/result/5,31+,35+,2021-07-17_Briançon_Lead_Women_Qualification.csv
ABE Momoko,JPN,4.0,7.25,IFSC - Climbing World Cup (L) - Briançon (FRA) 2021,1196,2021,Briançon,Lead,Women,Qualification,2021-07-17,/api/v1/category_rounds/6189/results,/api/v1/events/1196/result/5,27,35+,2021-07-17_Briançon_Lead_Women_Qualification.csv
Skusek Lana,SLO,5.0,7.55,IFSC - Climbing World Cup (L) - Briançon (FRA) 2021,1196,2021,Briançon,Lead,Women,Qualification,2021-07-17,/api/v1/category_rounds/6189/results,/api/v1/events/1196/result/5,28+,34+,2021-07-17_Briançon_Lead_Women_Qualification.csv
Adamovska Eliska,CZE,6.0,9.35,IFSC - Climbing World Cup (L) - Briançon (FRA) 2021,1196,2021,Briançon,Lead,Women,Qualification,2021-07-17,/api/v1/category_rounds/6189/results,/api/v1/events/1196/result/5,30,27+,2021-07-17_Briançon_Lead_Women_Qualification.csv
Fiser Julia,AUT,7.0,9.75,IFSC - Climbing World Cup (L) - Briançon (FRA) 2021,1196,2021,Briançon,Lead,Women,Qualification,2021-07-17,/api/v1/category_rounds/6189/results,/api/v1/events/1196/result/5,28+,32,2021-07-17_Briançon_Lead_Women_Qualification.csv
Arthaud Nina,FRA,8.0,10.9,IFSC - Climbing World Cup (L) - Briançon (FRA) 2021,1196,2021,Briançon,Lead,Women,Qualification,2021-07-17,/api/v1/category_rounds/6189/results,/api/v1/events/1196/result/5,28+,28+,2021-07-17_Briançon_Lead_Women_Qualification.csv
Hammelmüller Eva Maria,AUT,8.0,10.9,IFSC - Climbing World Cup (L) - Briançon (FRA) 2021,1196,2021,Briançon,Lead,Women,Qualification,2021-07-17,/api/v1/category_rounds/6189/results,/api/v1/events/1196/result/5,28+,28+,2021-07-17_Briançon_Lead_Women_Qualification.csv
NAKAGAWA Ryu,JPN,10.0,11.53,IFSC - Climbing World Cup (L) - Briançon (FRA) 2021,1196,2021,Briançon,Lead,Women,Qualification,2021-07-17,/api/v1/category_rounds/6189/results,/api/v1/events/1196/result/5,31+,24,2021-07-17_Briançon_Lead_Women_Qualification.csv
Tesio Giorgia,ITA,11.0,12.89,IFSC - Climbing World Cup (L) - Briançon (FRA) 2021,1196,2021,Briançon,Lead,Women,Qualification,2021-07-17,/api/v1/category_rounds/6189/results,/api/v1/events/1196/result/5,28+,27+,2021-07-17_Briançon_Lead_Women_Qualification.csv
Lukan Vita,SLO,12.0,13.1,IFSC - Climbing World Cup (L) - Briançon (FRA) 2021,1196,2021,Briançon,Lead,Women,Qualification,2021-07-17,/api/v1/category_rounds/6189/results,/api/v1/events/1196/result/5,12,35+,2021-07-17_Briançon_Lead_Women_Qualification.csv
Pouget Camille,FRA,13.0,13.3,IFSC - Climbing World Cup (L) - Briançon (FRA) 2021,1196,2021,Briançon,Lead,Women,Qualification,2021-07-17,/api/v1/category_rounds/6189/results,/api/v1/events/1196/result/5,29,24+,2021-07-17_Briançon_Lead_Women_Qualification.csv
Tarkus Lucija,SLO,14.0,13.67,IFSC - Climbing World Cup (L) - Briançon (FRA) 2021,1196,2021,Briançon,Lead,Women,Qualification,2021-07-17,/api/v1/category_rounds/6189/results,/api/v1/events/1196/result/5,24+,32+,2021-07-17_Briançon_Lead_Women_Qualification.csv
Shiraishi Ashima,USA,15.0,13.98,IFSC - Climbing World Cup (L) - Briançon (FRA) 2021,1196,2021,Briançon,Lead,Women,Qualification,2021-07-17,/api/v1/category_rounds/6189/results,/api/v1/events/1196/result/5,23+,32+,2021-07-17_Briançon_Lead_Women_Qualification.csv
Totkova Aleksandra,BUL,16.0,14.73,IFSC - Climbing World Cup (L) - Briançon (FRA) 2021,1196,2021,Briançon,Lead,Women,Qualification,2021-07-17,/api/v1/category_rounds/6189/results,/api/v1/events/1196/result/5,27+,28,2021-07-17_Briançon_Lead_Women_Qualification.csv
Tanii Natsuki,JPN,17.0,14.97,IFSC - Climbing World Cup (L) - Briançon (FRA) 2021,1196,2021,Briançon,Lead,Women,Qualification,2021-07-17,/api/v1/category_rounds/6189/results,/api/v1/events/1196/result/5,21+,33+,2021-07-17_Briançon_Lead_Women_Qualification.csv
Demmel Martina,GER,18.0,16.74,IFSC - Climbing World Cup (L) - Briançon (FRA) 2021,1196,2021,Briançon,Lead,Women,Qualification,2021-07-17,/api/v1/category_rounds/6189/results,/api/v1/events/1196/result/5,28+,24+,2021-07-17_Briançon_Lead_Women_Qualification.csv
Bertone Oriane,FRA,19.0,19.58,IFSC - Climbing World Cup (L) - Briançon (FRA) 2021,1196,2021,Briançon,Lead,Women,Qualification,2021-07-17,/api/v1/category_rounds/6189/results,/api/v1/events/1196/result/5,28,24+,2021-07-17_Briançon_Lead_Women_Qualification.csv
