name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone
GROSSMAN Natalia,USA,1,4T4z 6 4,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,1190,2021,Salt Lake City,Boulder,Women,Semi-Final,2021-05-21,/api/v1/category_rounds/6455/results,/api/v1/events/1190/result/7,1,1,1,1,1,1,3,1
RABOUTOU Brooke,USA,2,3T4z 6 7,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,1190,2021,Salt Lake City,Boulder,Women,Semi-Final,2021-05-21,/api/v1/category_rounds/6455/results,/api/v1/events/1190/result/7,3,3,1,1,2,2,X,1
FÄRBER Johanna,AUT,3,3T4z 9 8,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,1190,2021,Salt Lake City,Boulder,Women,Semi-Final,2021-05-21,/api/v1/category_rounds/6455/results,/api/v1/events/1190/result/7,3,1,X,2,2,2,4,3
PILZ Jessica,AUT,4,3T4z 11 12,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,1190,2021,Salt Lake City,Boulder,Women,Semi-Final,2021-05-21,/api/v1/category_rounds/6455/results,/api/v1/events/1190/result/7,X,2,3,2,1,1,7,7
NONAKA Miho,JPN,5,3T3z 4 4,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,1190,2021,Salt Lake City,Boulder,Women,Semi-Final,2021-05-21,/api/v1/category_rounds/6455/results,/api/v1/events/1190/result/7,2,2,1,1,1,1,X,X
BERTONE Oriane,FRA,6,2T4z 2 5,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,1190,2021,Salt Lake City,Boulder,Women,Semi-Final,2021-05-21,/api/v1/category_rounds/6455/results,/api/v1/events/1190/result/7,1,1,X,1,1,1,X,2
ITO Futaba,JPN,7,2T4z 3 4,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,1190,2021,Salt Lake City,Boulder,Women,Semi-Final,2021-05-21,/api/v1/category_rounds/6455/results,/api/v1/events/1190/result/7,X,1,2,1,1,1,X,1
DEBEVEC Katja,SLO,8,2T4z 3 6,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,1190,2021,Salt Lake City,Boulder,Women,Semi-Final,2021-05-21,/api/v1/category_rounds/6455/results,/api/v1/events/1190/result/7,1,1,X,1,2,2,X,2
GIBERT Fanny,FRA,9,2T4z 3 7,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,1190,2021,Salt Lake City,Boulder,Women,Semi-Final,2021-05-21,/api/v1/category_rounds/6455/results,/api/v1/events/1190/result/7,2,2,X,3,1,1,X,1
NAKAMURA Mao,JPN,10,2T4z 4 7,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,1190,2021,Salt Lake City,Boulder,Women,Semi-Final,2021-05-21,/api/v1/category_rounds/6455/results,/api/v1/events/1190/result/7,1,1,X,1,3,3,X,2
GEJO Stasa,SRB,11,2T4z 4 9,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,1190,2021,Salt Lake City,Boulder,Women,Semi-Final,2021-05-21,/api/v1/category_rounds/6455/results,/api/v1/events/1190/result/7,2,2,X,1,2,1,X,5
BESTVATER Alma,GER,12,2T4z 7 13,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,1190,2021,Salt Lake City,Boulder,Women,Semi-Final,2021-05-21,/api/v1/category_rounds/6455/results,/api/v1/events/1190/result/7,2,2,X,3,5,5,X,3
CAULIER Chloe,BEL,13,2T3z 4 8,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,1190,2021,Salt Lake City,Boulder,Women,Semi-Final,2021-05-21,/api/v1/category_rounds/6455/results,/api/v1/events/1190/result/7,1,1,X,4,3,3,X,X
CULLEN Kylie,USA,14,2T3z 6 9,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,1190,2021,Salt Lake City,Boulder,Women,Semi-Final,2021-05-21,/api/v1/category_rounds/6455/results,/api/v1/events/1190/result/7,3,3,X,4,3,2,X,X
