name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,Route_2,source_file
Garnbret Janja,SLO,1.0,1.41,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Women,Qualification,2021-07-01,/api/v1/category_rounds/6185/results,/api/v1/events/1194/result/5,TOP,TOP,2021-07-01_Villars_Lead_Women_Qualification.csv
ABE Momoko,JPN,2.0,2.65,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Women,Qualification,2021-07-01,/api/v1/category_rounds/6185/results,/api/v1/events/1194/result/5,36+,TOP,2021-07-01_Villars_Lead_Women_Qualification.csv
Rakovec Lucka,SLO,3.0,3.32,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Women,Qualification,2021-07-01,/api/v1/category_rounds/6185/results,/api/v1/events/1194/result/5,37,40+,2021-07-01_Villars_Lead_Women_Qualification.csv
Grossman Natalia,USA,4.0,5.24,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Women,Qualification,2021-07-01,/api/v1/category_rounds/6185/results,/api/v1/events/1194/result/5,35+,40+,2021-07-01_Villars_Lead_Women_Qualification.csv
Krampl Mia,SLO,5.0,6.48,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Women,Qualification,2021-07-01,/api/v1/category_rounds/6185/results,/api/v1/events/1194/result/5,36+,35,2021-07-01_Villars_Lead_Women_Qualification.csv
Rogora Laura,ITA,6.0,7.35,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Women,Qualification,2021-07-01,/api/v1/category_rounds/6185/results,/api/v1/events/1194/result/5,20+,TOP,2021-07-01_Villars_Lead_Women_Qualification.csv
Totkova Aleksandra,BUL,7.0,8.46,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Women,Qualification,2021-07-01,/api/v1/category_rounds/6185/results,/api/v1/events/1194/result/5,32+,35+,2021-07-01_Villars_Lead_Women_Qualification.csv
Fakhritdinova Dinara,RUS,8.0,8.49,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Women,Qualification,2021-07-01,/api/v1/category_rounds/6185/results,/api/v1/events/1194/result/5,30+,40,2021-07-01_Villars_Lead_Women_Qualification.csv
Romain Salomé,FRA,9.0,9.95,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Women,Qualification,2021-07-01,/api/v1/category_rounds/6185/results,/api/v1/events/1194/result/5,25+,39+,2021-07-01_Villars_Lead_Women_Qualification.csv
Chanourdie Julia,FRA,10.0,11.22,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Women,Qualification,2021-07-01,/api/v1/category_rounds/6185/results,/api/v1/events/1194/result/5,30+,32+,2021-07-01_Villars_Lead_Women_Qualification.csv
Lukan Vita,SLO,11.0,12.19,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Women,Qualification,2021-07-01,/api/v1/category_rounds/6185/results,/api/v1/events/1194/result/5,20+,40+,2021-07-01_Villars_Lead_Women_Qualification.csv
Slemensek Tjasa,SLO,11.0,12.19,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Women,Qualification,2021-07-01,/api/v1/category_rounds/6185/results,/api/v1/events/1194/result/5,20+,40+,2021-07-01_Villars_Lead_Women_Qualification.csv
Hammelmüller Eva Maria,AUT,13.0,14.58,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Women,Qualification,2021-07-01,/api/v1/category_rounds/6185/results,/api/v1/events/1194/result/5,25,31,2021-07-01_Villars_Lead_Women_Qualification.csv
Condie Kyra,USA,14.0,15.0,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Women,Qualification,2021-07-01,/api/v1/category_rounds/6185/results,/api/v1/events/1194/result/5,30+,26+,2021-07-01_Villars_Lead_Women_Qualification.csv
Gibert Fanny,FRA,15.0,16.32,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Women,Qualification,2021-07-01,/api/v1/category_rounds/6185/results,/api/v1/events/1194/result/5,32+,21+,2021-07-01_Villars_Lead_Women_Qualification.csv
Skusek Lana,SLO,16.0,16.43,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Women,Qualification,2021-07-01,/api/v1/category_rounds/6185/results,/api/v1/events/1194/result/5,20+,36+,2021-07-01_Villars_Lead_Women_Qualification.csv
Kümin Andrea,SUI,17.0,17.66,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Women,Qualification,2021-07-01,/api/v1/category_rounds/6185/results,/api/v1/events/1194/result/5,22,29+,2021-07-01_Villars_Lead_Women_Qualification.csv
Ito Futaba,JPN,18.0,18.73,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Women,Qualification,2021-07-01,/api/v1/category_rounds/6185/results,/api/v1/events/1194/result/5,20+,34+,2021-07-01_Villars_Lead_Women_Qualification.csv
Bertone Oriane,FRA,19.0,20.46,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Women,Qualification,2021-07-01,/api/v1/category_rounds/6185/results,/api/v1/events/1194/result/5,20+,31+,2021-07-01_Villars_Lead_Women_Qualification.csv
KAKIZAKI Miu,JPN,19.0,20.46,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Women,Qualification,2021-07-01,/api/v1/category_rounds/6185/results,/api/v1/events/1194/result/5,20+,31+,2021-07-01_Villars_Lead_Women_Qualification.csv
Atkins Käthe,GER,21.0,21.0,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Women,Qualification,2021-07-01,/api/v1/category_rounds/6185/results,/api/v1/events/1194/result/5,24+,23+,2021-07-01_Villars_Lead_Women_Qualification.csv
Duffy Julia,USA,22.0,21.74,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Women,Qualification,2021-07-01,/api/v1/category_rounds/6185/results,/api/v1/events/1194/result/5,24,23+,2021-07-01_Villars_Lead_Women_Qualification.csv
Fiser Julia,AUT,23.0,22.05,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Women,Qualification,2021-07-01,/api/v1/category_rounds/6185/results,/api/v1/events/1194/result/5,20+,30+,2021-07-01_Villars_Lead_Women_Qualification.csv
Demmel Martina,GER,24.0,22.95,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Women,Qualification,2021-07-01,/api/v1/category_rounds/6185/results,/api/v1/events/1194/result/5,20+,29+,2021-07-01_Villars_Lead_Women_Qualification.csv
Coscoy Cloe,USA,25.0,23.32,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Women,Qualification,2021-07-01,/api/v1/category_rounds/6185/results,/api/v1/events/1194/result/5,25,21,2021-07-01_Villars_Lead_Women_Qualification.csv
Tarkus Lucija,SLO,26.0,23.81,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Women,Qualification,2021-07-01,/api/v1/category_rounds/6185/results,/api/v1/events/1194/result/5,20+,29,2021-07-01_Villars_Lead_Women_Qualification.csv
van der Meer Lynn,NED,27.0,24.37,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Women,Qualification,2021-07-01,/api/v1/category_rounds/6185/results,/api/v1/events/1194/result/5,20+,28+,2021-07-01_Villars_Lead_Women_Qualification.csv
Hafsaas Tina Johnsen,NOR,28.0,25.98,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Women,Qualification,2021-07-01,/api/v1/category_rounds/6185/results,/api/v1/events/1194/result/5,20+,26+,2021-07-01_Villars_Lead_Women_Qualification.csv
Cuypers Celine,BEL,29.0,27.0,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Women,Qualification,2021-07-01,/api/v1/category_rounds/6185/results,/api/v1/events/1194/result/5,20+,26,2021-07-01_Villars_Lead_Women_Qualification.csv
Hulliger Michelle,SUI,30.0,29.16,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Women,Qualification,2021-07-01,/api/v1/category_rounds/6185/results,/api/v1/events/1194/result/5,20+,23+,2021-07-01_Villars_Lead_Women_Qualification.csv
TAKAO Tomona,JPN,30.0,29.16,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Women,Qualification,2021-07-01,/api/v1/category_rounds/6185/results,/api/v1/events/1194/result/5,20+,23+,2021-07-01_Villars_Lead_Women_Qualification.csv
Wienand Roxana,GER,30.0,29.16,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Women,Qualification,2021-07-01,/api/v1/category_rounds/6185/results,/api/v1/events/1194/result/5,20+,23+,2021-07-01_Villars_Lead_Women_Qualification.csv
Ghisolfi Claudia,ITA,33.0,31.26,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Women,Qualification,2021-07-01,/api/v1/category_rounds/6185/results,/api/v1/events/1194/result/5,19,27+,2021-07-01_Villars_Lead_Women_Qualification.csv
Koller Anne-Sophie,SUI,34.0,31.42,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Women,Qualification,2021-07-01,/api/v1/category_rounds/6185/results,/api/v1/events/1194/result/5,19+,26+,2021-07-01_Villars_Lead_Women_Qualification.csv
Flohé Luisa,GER,35.0,31.61,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Women,Qualification,2021-07-01,/api/v1/category_rounds/6185/results,/api/v1/events/1194/result/5,20+,22+,2021-07-01_Villars_Lead_Women_Qualification.csv
Kerem Ayala,ISR,35.0,31.61,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Women,Qualification,2021-07-01,/api/v1/category_rounds/6185/results,/api/v1/events/1194/result/5,20+,22+,2021-07-01_Villars_Lead_Women_Qualification.csv
Øvre-Eide Sunniva,NOR,37.0,32.45,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Women,Qualification,2021-07-01,/api/v1/category_rounds/6185/results,/api/v1/events/1194/result/5,20+,22,2021-07-01_Villars_Lead_Women_Qualification.csv
Mellado Quinteros Ignacia,CHI,38.0,33.26,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Women,Qualification,2021-07-01,/api/v1/category_rounds/6185/results,/api/v1/events/1194/result/5,19+,24+,2021-07-01_Villars_Lead_Women_Qualification.csv
Aguado Valentina,ARG,39.0,33.27,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Women,Qualification,2021-07-01,/api/v1/category_rounds/6185/results,/api/v1/events/1194/result/5,20+,21+,2021-07-01_Villars_Lead_Women_Qualification.csv
Madere Maya,USA,39.0,33.27,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Women,Qualification,2021-07-01,/api/v1/category_rounds/6185/results,/api/v1/events/1194/result/5,20+,21+,2021-07-01_Villars_Lead_Women_Qualification.csv
