name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,Route_2,source_file
Ghisolfi Stefano,ITA,1.0,4.24,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Men,Qualification,2021-07-01,/api/v1/category_rounds/6184/results,/api/v1/events/1194/result/1,43+,TOP,2021-07-01_Villars_Lead_Men_Qualification.csv
Megos Alexander,GER,2.0,5.61,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Men,Qualification,2021-07-01,/api/v1/category_rounds/6184/results,/api/v1/events/1194/result/1,39+,TOP,2021-07-01_Villars_Lead_Men_Qualification.csv
Lehmann Sascha,SUI,3.0,6.93,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Men,Qualification,2021-07-01,/api/v1/category_rounds/6184/results,/api/v1/events/1194/result/1,TOP,33,2021-07-01_Villars_Lead_Men_Qualification.csv
Duffy Colin,USA,4.0,7.04,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Men,Qualification,2021-07-01,/api/v1/category_rounds/6184/results,/api/v1/events/1194/result/1,38+,TOP,2021-07-01_Villars_Lead_Men_Qualification.csv
Bergant Martin,SLO,5.0,7.55,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Men,Qualification,2021-07-01,/api/v1/category_rounds/6184/results,/api/v1/events/1194/result/1,37,TOP,2021-07-01_Villars_Lead_Men_Qualification.csv
Jenft Paul,FRA,6.0,8.31,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Men,Qualification,2021-07-01,/api/v1/category_rounds/6184/results,/api/v1/events/1194/result/1,35,TOP,2021-07-01_Villars_Lead_Men_Qualification.csv
Bailey Sean,USA,7.0,9.64,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Men,Qualification,2021-07-01,/api/v1/category_rounds/6184/results,/api/v1/events/1194/result/1,TOP,32+,2021-07-01_Villars_Lead_Men_Qualification.csv
Fujii Kokoro,JPN,7.0,9.64,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Men,Qualification,2021-07-01,/api/v1/category_rounds/6184/results,/api/v1/events/1194/result/1,TOP,32+,2021-07-01_Villars_Lead_Men_Qualification.csv
Potocar Luka,SLO,7.0,9.64,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Men,Qualification,2021-07-01,/api/v1/category_rounds/6184/results,/api/v1/events/1194/result/1,TOP,32+,2021-07-01_Villars_Lead_Men_Qualification.csv
Skofic Domen,SLO,7.0,9.64,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Men,Qualification,2021-07-01,/api/v1/category_rounds/6184/results,/api/v1/events/1194/result/1,TOP,32+,2021-07-01_Villars_Lead_Men_Qualification.csv
YOSHIDA Satone,JPN,11.0,10.36,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Men,Qualification,2021-07-01,/api/v1/category_rounds/6184/results,/api/v1/events/1194/result/1,38+,38+,2021-07-01_Villars_Lead_Men_Qualification.csv
Ginés López Alberto,ESP,12.0,12.96,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Men,Qualification,2021-07-01,/api/v1/category_rounds/6184/results,/api/v1/events/1194/result/1,39+,33,2021-07-01_Villars_Lead_Men_Qualification.csv
Posch Mathias,AUT,13.0,13.78,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Men,Qualification,2021-07-01,/api/v1/category_rounds/6184/results,/api/v1/events/1194/result/1,36+,34,2021-07-01_Villars_Lead_Men_Qualification.csv
Fakirianov Dmitrii,RUS,14.0,14.73,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Men,Qualification,2021-07-01,/api/v1/category_rounds/6184/results,/api/v1/events/1194/result/1,41,32+,2021-07-01_Villars_Lead_Men_Qualification.csv
MURASHITA Zento,JPN,15.0,14.78,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Men,Qualification,2021-07-01,/api/v1/category_rounds/6184/results,/api/v1/events/1194/result/1,35,34,2021-07-01_Villars_Lead_Men_Qualification.csv
Puman Hannes,SWE,15.0,14.78,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Men,Qualification,2021-07-01,/api/v1/category_rounds/6184/results,/api/v1/events/1194/result/1,35,34,2021-07-01_Villars_Lead_Men_Qualification.csv
Marcus Nimrod,ISR,17.0,15.23,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Men,Qualification,2021-07-01,/api/v1/category_rounds/6184/results,/api/v1/events/1194/result/1,39,33,2021-07-01_Villars_Lead_Men_Qualification.csv
Amagasa Sohta,JPN,18.0,15.3,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Men,Qualification,2021-07-01,/api/v1/category_rounds/6184/results,/api/v1/events/1194/result/1,31+,38+,2021-07-01_Villars_Lead_Men_Qualification.csv
Gotta Alberto,ITA,19.0,18.04,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Men,Qualification,2021-07-01,/api/v1/category_rounds/6184/results,/api/v1/events/1194/result/1,39+,32+,2021-07-01_Villars_Lead_Men_Qualification.csv
Halenke Sebastian,GER,19.0,18.04,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Men,Qualification,2021-07-01,/api/v1/category_rounds/6184/results,/api/v1/events/1194/result/1,39+,32+,2021-07-01_Villars_Lead_Men_Qualification.csv
Higuchi Masahiro,JPN,19.0,18.04,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Men,Qualification,2021-07-01,/api/v1/category_rounds/6184/results,/api/v1/events/1194/result/1,39+,32+,2021-07-01_Villars_Lead_Men_Qualification.csv
Tanaka Shuta,JPN,19.0,18.04,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Men,Qualification,2021-07-01,/api/v1/category_rounds/6184/results,/api/v1/events/1194/result/1,39+,32+,2021-07-01_Villars_Lead_Men_Qualification.csv
Bombardi Marcello,ITA,23.0,18.56,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",1194,2021,Villars,Lead,Men,Qualification,2021-07-01,/api/v1/category_rounds/6184/results,/api/v1/events/1194/result/1,34+,33+,2021-07-01_Villars_Lead_Men_Qualification.csv
