name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,Final_winner,Final_time,Small Final_winner,Small Final_time,source_file
MIROSLAW Aleksandra,POL,1,7.38,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2021",1192,2021,Salt Lake City,Speed,Women,Final,2021-05-28,/api/v1/category_rounds/6499/results,/api/v1/events/1192/result/6,True,7.834,True,7.593,True,7.407,True,7.382,,,2021-05-28_Salt Lake City_Speed_Women_Final.csv
HUNT Emma,USA,2,7.53,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2021",1192,2021,Salt Lake City,Speed,Women,Final,2021-05-28,/api/v1/category_rounds/6499/results,/api/v1/events/1192/result/6,True,7.611,True,7.627,True,7.775,False,7.539,,,2021-05-28_Salt Lake City_Speed_Women_Final.csv
NONAKA Miho,JPN,3,8.95,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2021",1192,2021,Salt Lake City,Speed,Women,Final,2021-05-28,/api/v1/category_rounds/6499/results,/api/v1/events/1192/result/6,True,8.503,True,8.202,False,8.363,,,True,8.958,2021-05-28_Salt Lake City_Speed_Women_Final.csv
CHUDZIAK Patrycja,POL,4,10.40,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2021",1192,2021,Salt Lake City,Speed,Women,Final,2021-05-28,/api/v1/category_rounds/6499/results,/api/v1/events/1192/result/6,True,8.16,True,8.186,False,8.371,,,False,10.401,2021-05-28_Salt Lake City_Speed_Women_Final.csv
JAUBERT Anouck,FRA,5,7.78,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2021",1192,2021,Salt Lake City,Speed,Women,Final,2021-05-28,/api/v1/category_rounds/6499/results,/api/v1/events/1192/result/6,True,8.162,False,7.785,,,,,,,2021-05-28_Salt Lake City_Speed_Women_Final.csv
KALUCKA Natalia,POL,6,8.48,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2021",1192,2021,Salt Lake City,Speed,Women,Final,2021-05-28,/api/v1/category_rounds/6499/results,/api/v1/events/1192/result/6,True,9.596,False,8.487,,,,,,,2021-05-28_Salt Lake City_Speed_Women_Final.csv
ELMER Alexandra,AUT,7,8.63,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2021",1192,2021,Salt Lake City,Speed,Women,Final,2021-05-28,/api/v1/category_rounds/6499/results,/api/v1/events/1192/result/6,True,9.009,False,8.635,,,,,,,2021-05-28_Salt Lake City_Speed_Women_Final.csv
VIGLIONE Capucine,FRA,8,10.58,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2021",1192,2021,Salt Lake City,Speed,Women,Final,2021-05-28,/api/v1/category_rounds/6499/results,/api/v1/events/1192/result/6,True,7.878,False,10.583,,,,,,,2021-05-28_Salt Lake City_Speed_Women_Final.csv
RITTER Franziska,GER,9,8.52,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2021",1192,2021,Salt Lake City,Speed,Women,Final,2021-05-28,/api/v1/category_rounds/6499/results,/api/v1/events/1192/result/6,False,8.524,,,,,,,,,2021-05-28_Salt Lake City_Speed_Women_Final.csv
CLOSE Callie,USA,10,8.70,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2021",1192,2021,Salt Lake City,Speed,Women,Final,2021-05-28,/api/v1/category_rounds/6499/results,/api/v1/events/1192/result/6,False,8.703,,,,,,,,,2021-05-28_Salt Lake City_Speed_Women_Final.csv
KOLKOTINA Tetiana,UKR,11,8.95,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2021",1192,2021,Salt Lake City,Speed,Women,Final,2021-05-28,/api/v1/category_rounds/6499/results,/api/v1/events/1192/result/6,False,8.954,,,,,,,,,2021-05-28_Salt Lake City_Speed_Women_Final.csv
RABOUTOU Brooke,USA,12,9.55,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2021",1192,2021,Salt Lake City,Speed,Women,Final,2021-05-28,/api/v1/category_rounds/6499/results,/api/v1/events/1192/result/6,False,9.554,,,,,,,,,2021-05-28_Salt Lake City_Speed_Women_Final.csv
NOGUCHI Akiyo,JPN,13,10.20,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2021",1192,2021,Salt Lake City,Speed,Women,Final,2021-05-28,/api/v1/category_rounds/6499/results,/api/v1/events/1192/result/6,False,10.206,,,,,,,,,2021-05-28_Salt Lake City_Speed_Women_Final.csv
CONDIE Kyra,USA,14,10.82,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2021",1192,2021,Salt Lake City,Speed,Women,Final,2021-05-28,/api/v1/category_rounds/6499/results,/api/v1/events/1192/result/6,False,10.823,,,,,,,,,2021-05-28_Salt Lake City_Speed_Women_Final.csv
GARNBRET Janja,SLO,15,14.47,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2021",1192,2021,Salt Lake City,Speed,Women,Final,2021-05-28,/api/v1/category_rounds/6499/results,/api/v1/events/1192/result/6,False,14.477,,,,,,,,,2021-05-28_Salt Lake City_Speed_Women_Final.csv
STÖCKLER Laura,AUT,16,14.94,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2021",1192,2021,Salt Lake City,Speed,Women,Final,2021-05-28,/api/v1/category_rounds/6499/results,/api/v1/events/1192/result/6,False,14.949,,,,,,,,,2021-05-28_Salt Lake City_Speed_Women_Final.csv
