name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,source_file
Higuchi Masahiro,JPN,1,41+,IFSC - Climbing World Cup (L) - Kranj (SLO) 2021,1197,2021,Ljubljana,Lead,Men,Semi-Final,2021-09-03,/api/v1/category_rounds/6761/results,/api/v1/events/1197/result/1,41+,2021-09-03_Ljubljana_Lead_Men_Semi-Final.csv
Potocar Luka,SLO,2,41,IFSC - Climbing World Cup (L) - Kranj (SLO) 2021,1197,2021,Ljubljana,Lead,Men,Semi-Final,2021-09-03,/api/v1/category_rounds/6761/results,/api/v1/events/1197/result/1,41,2021-09-03_Ljubljana_Lead_Men_Semi-Final.csv
Halenke Sebastian,GER,3,40+,IFSC - Climbing World Cup (L) - Kranj (SLO) 2021,1197,2021,Ljubljana,Lead,Men,Semi-Final,2021-09-03,/api/v1/category_rounds/6761/results,/api/v1/events/1197/result/1,40+,2021-09-03_Ljubljana_Lead_Men_Semi-Final.csv
YOSHIDA Satone,JPN,4,40+,IFSC - Climbing World Cup (L) - Kranj (SLO) 2021,1197,2021,Ljubljana,Lead,Men,Semi-Final,2021-09-03,/api/v1/category_rounds/6761/results,/api/v1/events/1197/result/1,40+,2021-09-03_Ljubljana_Lead_Men_Semi-Final.csv
Samoilov Fedir,UKR,5,37+,IFSC - Climbing World Cup (L) - Kranj (SLO) 2021,1197,2021,Ljubljana,Lead,Men,Semi-Final,2021-09-03,/api/v1/category_rounds/6761/results,/api/v1/events/1197/result/1,37+,2021-09-03_Ljubljana_Lead_Men_Semi-Final.csv
Preskar Milan,SLO,6,34+,IFSC - Climbing World Cup (L) - Kranj (SLO) 2021,1197,2021,Ljubljana,Lead,Men,Semi-Final,2021-09-03,/api/v1/category_rounds/6761/results,/api/v1/events/1197/result/1,34+,2021-09-03_Ljubljana_Lead_Men_Semi-Final.csv
YURIKUSA Ao,JPN,7,33+,IFSC - Climbing World Cup (L) - Kranj (SLO) 2021,1197,2021,Ljubljana,Lead,Men,Semi-Final,2021-09-03,/api/v1/category_rounds/6761/results,/api/v1/events/1197/result/1,33+,2021-09-03_Ljubljana_Lead_Men_Semi-Final.csv
Skofic Domen,SLO,8,29+,IFSC - Climbing World Cup (L) - Kranj (SLO) 2021,1197,2021,Ljubljana,Lead,Men,Semi-Final,2021-09-03,/api/v1/category_rounds/6761/results,/api/v1/events/1197/result/1,29+,2021-09-03_Ljubljana_Lead_Men_Semi-Final.csv
Bergant Martin,SLO,9,29+,IFSC - Climbing World Cup (L) - Kranj (SLO) 2021,1197,2021,Ljubljana,Lead,Men,Semi-Final,2021-09-03,/api/v1/category_rounds/6761/results,/api/v1/events/1197/result/1,29+,2021-09-03_Ljubljana_Lead_Men_Semi-Final.csv
Stranik Martin,CZE,10,29+,IFSC - Climbing World Cup (L) - Kranj (SLO) 2021,1197,2021,Ljubljana,Lead,Men,Semi-Final,2021-09-03,/api/v1/category_rounds/6761/results,/api/v1/events/1197/result/1,29+,2021-09-03_Ljubljana_Lead_Men_Semi-Final.csv
Avezou Sam,FRA,11,29+,IFSC - Climbing World Cup (L) - Kranj (SLO) 2021,1197,2021,Ljubljana,Lead,Men,Semi-Final,2021-09-03,/api/v1/category_rounds/6761/results,/api/v1/events/1197/result/1,29+,2021-09-03_Ljubljana_Lead_Men_Semi-Final.csv
Ghisolfi Stefano,ITA,12,29,IFSC - Climbing World Cup (L) - Kranj (SLO) 2021,1197,2021,Ljubljana,Lead,Men,Semi-Final,2021-09-03,/api/v1/category_rounds/6761/results,/api/v1/events/1197/result/1,29,2021-09-03_Ljubljana_Lead_Men_Semi-Final.csv
Posch Mathias,AUT,13,28+,IFSC - Climbing World Cup (L) - Kranj (SLO) 2021,1197,2021,Ljubljana,Lead,Men,Semi-Final,2021-09-03,/api/v1/category_rounds/6761/results,/api/v1/events/1197/result/1,28+,2021-09-03_Ljubljana_Lead_Men_Semi-Final.csv
Flohé Yannick,GER,14,27+,IFSC - Climbing World Cup (L) - Kranj (SLO) 2021,1197,2021,Ljubljana,Lead,Men,Semi-Final,2021-09-03,/api/v1/category_rounds/6761/results,/api/v1/events/1197/result/1,27+,2021-09-03_Ljubljana_Lead_Men_Semi-Final.csv
Bailey Sean,USA,15,26+,IFSC - Climbing World Cup (L) - Kranj (SLO) 2021,1197,2021,Ljubljana,Lead,Men,Semi-Final,2021-09-03,/api/v1/category_rounds/6761/results,/api/v1/events/1197/result/1,26+,2021-09-03_Ljubljana_Lead_Men_Semi-Final.csv
Monchois Nao,FRA,16,26,IFSC - Climbing World Cup (L) - Kranj (SLO) 2021,1197,2021,Ljubljana,Lead,Men,Semi-Final,2021-09-03,/api/v1/category_rounds/6761/results,/api/v1/events/1197/result/1,26,2021-09-03_Ljubljana_Lead_Men_Semi-Final.csv
Verhoeven Jorg,NED,17,25+,IFSC - Climbing World Cup (L) - Kranj (SLO) 2021,1197,2021,Ljubljana,Lead,Men,Semi-Final,2021-09-03,/api/v1/category_rounds/6761/results,/api/v1/events/1197/result/1,25+,2021-09-03_Ljubljana_Lead_Men_Semi-Final.csv
Hanke Christoph,GER,18,25+,IFSC - Climbing World Cup (L) - Kranj (SLO) 2021,1197,2021,Ljubljana,Lead,Men,Semi-Final,2021-09-03,/api/v1/category_rounds/6761/results,/api/v1/events/1197/result/1,25+,2021-09-03_Ljubljana_Lead_Men_Semi-Final.csv
Ridal William,GBR,19,25,IFSC - Climbing World Cup (L) - Kranj (SLO) 2021,1197,2021,Ljubljana,Lead,Men,Semi-Final,2021-09-03,/api/v1/category_rounds/6761/results,/api/v1/events/1197/result/1,25,2021-09-03_Ljubljana_Lead_Men_Semi-Final.csv
Bombardi Marcello,ITA,20,25,IFSC - Climbing World Cup (L) - Kranj (SLO) 2021,1197,2021,Ljubljana,Lead,Men,Semi-Final,2021-09-03,/api/v1/category_rounds/6761/results,/api/v1/events/1197/result/1,25,2021-09-03_Ljubljana_Lead_Men_Semi-Final.csv
Placci Giovanni,ITA,21,25,IFSC - Climbing World Cup (L) - Kranj (SLO) 2021,1197,2021,Ljubljana,Lead,Men,Semi-Final,2021-09-03,/api/v1/category_rounds/6761/results,/api/v1/events/1197/result/1,25,2021-09-03_Ljubljana_Lead_Men_Semi-Final.csv
Pope James,GBR,22,24,IFSC - Climbing World Cup (L) - Kranj (SLO) 2021,1197,2021,Ljubljana,Lead,Men,Semi-Final,2021-09-03,/api/v1/category_rounds/6761/results,/api/v1/events/1197/result/1,24,2021-09-03_Ljubljana_Lead_Men_Semi-Final.csv
MURASHITA Zento,JPN,23,23+,IFSC - Climbing World Cup (L) - Kranj (SLO) 2021,1197,2021,Ljubljana,Lead,Men,Semi-Final,2021-09-03,/api/v1/category_rounds/6761/results,/api/v1/events/1197/result/1,23+,2021-09-03_Ljubljana_Lead_Men_Semi-Final.csv
