name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results
Flohé Yannick,GER,1,9.0,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Combined,Men,Qualification,2021-09-16,/api/v1/category_rounds/6832/results,/api/v1/events/1185/result/4
Martin Philipp,GER,2,48.0,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Combined,Men,Qualification,2021-09-16,/api/v1/category_rounds/6832/results,/api/v1/events/1185/result/4
Samoilov Fedir,UKR,3,60.0,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Combined,Men,Qualification,2021-09-16,/api/v1/category_rounds/6832/results,/api/v1/events/1185/result/4
Hojer Jan,GER,4,64.0,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Combined,Men,Qualification,2021-09-16,/api/v1/category_rounds/6832/results,/api/v1/events/1185/result/4
Granja Carlos,ECU,5,70.0,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Combined,Men,Qualification,2021-09-16,/api/v1/category_rounds/6832/results,/api/v1/events/1185/result/4
Pavlenko Kostiantyn,UKR,6,90.0,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Combined,Men,Qualification,2021-09-16,/api/v1/category_rounds/6832/results,/api/v1/events/1185/result/4
Lin Chia Hsiang,TPE,7,252.0,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Combined,Men,Qualification,2021-09-16,/api/v1/category_rounds/6832/results,/api/v1/events/1185/result/4
Topishko Sergii,UKR,8,450.0,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Combined,Men,Qualification,2021-09-16,/api/v1/category_rounds/6832/results,/api/v1/events/1185/result/4
RIVADENEIRA  Nickolaie,ECU,9,500.0,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Combined,Men,Qualification,2021-09-16,/api/v1/category_rounds/6832/results,/api/v1/events/1185/result/4
Tkach Yaroslav,UKR,10,546.0,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Combined,Men,Qualification,2021-09-16,/api/v1/category_rounds/6832/results,/api/v1/events/1185/result/4
Peñaranda Aaron,ECU,11,560.0,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Combined,Men,Qualification,2021-09-16,/api/v1/category_rounds/6832/results,/api/v1/events/1185/result/4
Kumar Gaurav,IND,12,1495.0,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Combined,Men,Qualification,2021-09-16,/api/v1/category_rounds/6832/results,/api/v1/events/1185/result/4
BEKMEZ FERHAT,TUR,13,1650.0,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Combined,Men,Qualification,2021-09-16,/api/v1/category_rounds/6832/results,/api/v1/events/1185/result/4
Bruyns Joshua,RSA,14,1932.0,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Combined,Men,Qualification,2021-09-16,/api/v1/category_rounds/6832/results,/api/v1/events/1185/result/4
TAŞ TİMUR,TUR,15,2730.0,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",1185,2021,Moscow,Combined,Men,Qualification,2021-09-16,/api/v1/category_rounds/6832/results,/api/v1/events/1185/result/4
