name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,Final_winner,Final_time,Small Final_winner,Small Final_time
Miroslaw Aleksandra,POL,1,6.25 (WR) (ER),IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Women,Final,2023-04-28,/api/v1/category_rounds/8085/results,/api/v1/events/1292/result/6,True,6.566,True,6.38,True,6.35,True,6.25,,
Kalucka Natalia,POL,2,6.67,IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Women,Final,2023-04-28,/api/v1/category_rounds/8085/results,/api/v1/events/1292/result/6,True,6.895,True,6.715,True,6.603,False,6.676,,
MADE RITA KUSUMA DEWI DESAK,INA,3,6.60,IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Women,Final,2023-04-28,/api/v1/category_rounds/8085/results,/api/v1/events/1292/result/6,True,7.123,True,6.695,False,6.589,,,True,6.603
Kalucka Aleksandra,POL,4,6.71,IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Women,Final,2023-04-28,/api/v1/category_rounds/8085/results,/api/v1/events/1292/result/6,True,7.023,True,6.695,False,FALL,,,False,6.719
DENG LIJUAN,CHN,5,6.697,IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Women,Final,2023-04-28,/api/v1/category_rounds/8085/results,/api/v1/events/1292/result/6,True,6.921,False,6.697,,,,,,
SALLSABILLAH RAJIAH,INA,6,6.76,IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Women,Final,2023-04-28,/api/v1/category_rounds/8085/results,/api/v1/events/1292/result/6,True,7.108,False,6.767,,,,,,
Hunt Emma,USA,7,6.86 (6.82),IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Women,Final,2023-04-28,/api/v1/category_rounds/8085/results,/api/v1/events/1292/result/6,True,6.927,False,6.861,,,,,,
JEONG Jimin,KOR,8,6.94 (6.86),IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Women,Final,2023-04-28,/api/v1/category_rounds/8085/results,/api/v1/events/1292/result/6,True,6.864,False,6.946,,,,,,
NIU DI,CHN,9,6.96,IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Women,Final,2023-04-28,/api/v1/category_rounds/8085/results,/api/v1/events/1292/result/6,False,6.967,,,,,,,,
ZHANG SHAOQIN,CHN,10,9.07 (7.21),IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Women,Final,2023-04-28,/api/v1/category_rounds/8085/results,/api/v1/events/1292/result/6,False,9.07,,,,,,,,
Brozek Anna,POL,11,7.26,IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Women,Final,2023-04-28,/api/v1/category_rounds/8085/results,/api/v1/events/1292/result/6,False,7.262,,,,,,,,
Randi  Giulia,ITA,12,7.40 (7.30),IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Women,Final,2023-04-28,/api/v1/category_rounds/8085/results,/api/v1/events/1292/result/6,False,7.4,,,,,,,,
Viglione Capucine,FRA,13,12.81 (7.33),IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Women,Final,2023-04-28,/api/v1/category_rounds/8085/results,/api/v1/events/1292/result/6,False,12.815,,,,,,,,
MU YUJU,CHN,14,7.48 (7.35),IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Women,Final,2023-04-28,/api/v1/category_rounds/8085/results,/api/v1/events/1292/result/6,False,7.489,,,,,,,,
ZHOU YAFEI,CHN,15,7.40,IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Women,Final,2023-04-28,/api/v1/category_rounds/8085/results,/api/v1/events/1292/result/6,False,7.408,,,,,,,,
Rojas Andrea,ECU,16,7.52 (7.41),IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Women,Final,2023-04-28,/api/v1/category_rounds/8085/results,/api/v1/events/1292/result/6,False,7.521,,,,,,,,
