name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Quali_time_A,Quali_time_B,source_file
ZHANG SHAOQIN,CHN,11,7.14,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Women,Qualification,2023-09-22,/api/v1/category_rounds/7710/results,/api/v1/events/1303/result/6,8.156,7.145,2023-09-22_Wujiang_Speed_Women_Qualification.csv
XIE YUFANG,CHN,12,7.24,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Women,Qualification,2023-09-22,/api/v1/category_rounds/7710/results,/api/v1/events/1303/result/6,7.24,7.491,2023-09-22_Wujiang_Speed_Women_Qualification.csv
Chudziak Patrycja,POL,13,7.30,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Women,Qualification,2023-09-22,/api/v1/category_rounds/7710/results,/api/v1/events/1303/result/6,7.3,8.465,2023-09-22_Wujiang_Speed_Women_Qualification.csv
XIE GUIZHEN,CHN,14,7.32,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Women,Qualification,2023-09-22,/api/v1/category_rounds/7710/results,/api/v1/events/1303/result/6,7.323,7.671,2023-09-22_Wujiang_Speed_Women_Qualification.csv
Lebon Manon,FRA,15,7.41,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Women,Qualification,2023-09-22,/api/v1/category_rounds/7710/results,/api/v1/events/1303/result/6,7.46,7.413,2023-09-22_Wujiang_Speed_Women_Qualification.csv
Randi  Giulia,ITA,16,7.47,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Women,Qualification,2023-09-22,/api/v1/category_rounds/7710/results,/api/v1/events/1303/result/6,8.375,7.478,2023-09-22_Wujiang_Speed_Women_Qualification.csv
Brozek Anna,POL,17,7.53,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Women,Qualification,2023-09-22,/api/v1/category_rounds/7710/results,/api/v1/events/1303/result/6,7.531,7.704,2023-09-22_Wujiang_Speed_Women_Qualification.csv
Colli Beatrice,ITA,18,7.54,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Women,Qualification,2023-09-22,/api/v1/category_rounds/7710/results,/api/v1/events/1303/result/6,7.544,DNF,2023-09-22_Wujiang_Speed_Women_Qualification.csv
Ulzhabayeva Tamara,KAZ,19,7.68,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Women,Qualification,2023-09-22,/api/v1/category_rounds/7710/results,/api/v1/events/1303/result/6,7.88,7.685,2023-09-22_Wujiang_Speed_Women_Qualification.csv
MOU YUJU,CHN,20,7.72,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Women,Qualification,2023-09-22,/api/v1/category_rounds/7710/results,/api/v1/events/1303/result/6,8.178,7.722,2023-09-22_Wujiang_Speed_Women_Qualification.csv
SUNG Hanareum,KOR,21,7.86,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Women,Qualification,2023-09-22,/api/v1/category_rounds/7710/results,/api/v1/events/1303/result/6,7.984,7.866,2023-09-22_Wujiang_Speed_Women_Qualification.csv
TAKEUCHI Ai,JPN,22,8.08,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Women,Qualification,2023-09-22,/api/v1/category_rounds/7710/results,/api/v1/events/1303/result/6,8.081,8.266,2023-09-22_Wujiang_Speed_Women_Qualification.csv
KAWAKAMI Fumika,JPN,23,8.26,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Women,Qualification,2023-09-22,/api/v1/category_rounds/7710/results,/api/v1/events/1303/result/6,8.26,DNF,2023-09-22_Wujiang_Speed_Women_Qualification.csv
Rothfork Isis,USA,24,8.31,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Women,Qualification,2023-09-22,/api/v1/category_rounds/7710/results,/api/v1/events/1303/result/6,8.313,9.969,2023-09-22_Wujiang_Speed_Women_Qualification.csv
Andrier Victoire,FRA,25,8.43,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Women,Qualification,2023-09-22,/api/v1/category_rounds/7710/results,/api/v1/events/1303/result/6,10.555,8.433,2023-09-22_Wujiang_Speed_Women_Qualification.csv
Bone Kaitlyn,USA,26,8.56,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Women,Qualification,2023-09-22,/api/v1/category_rounds/7710/results,/api/v1/events/1303/result/6,DNF,8.566,2023-09-22_Wujiang_Speed_Women_Qualification.csv
HAYASHI Natsumi,JPN,27,8.70,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Women,Qualification,2023-09-22,/api/v1/category_rounds/7710/results,/api/v1/events/1303/result/6,8.706,9.342,2023-09-22_Wujiang_Speed_Women_Qualification.csv
PARK SEOYEON,KOR,28,8.89,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Women,Qualification,2023-09-22,/api/v1/category_rounds/7710/results,/api/v1/events/1303/result/6,9.38,8.893,2023-09-22_Wujiang_Speed_Women_Qualification.csv
YUN Dasom,KOR,29,9.25,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Women,Qualification,2023-09-22,/api/v1/category_rounds/7710/results,/api/v1/events/1303/result/6,9.251,DNF,2023-09-22_Wujiang_Speed_Women_Qualification.csv
Macias Ferreira Valeria,MEX,30,9.37,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Women,Qualification,2023-09-22,/api/v1/category_rounds/7710/results,/api/v1/events/1303/result/6,9.379,9.486,2023-09-22_Wujiang_Speed_Women_Qualification.csv
PI YENA,KOR,31,9.73,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Women,Qualification,2023-09-22,/api/v1/category_rounds/7710/results,/api/v1/events/1303/result/6,DNF,9.734,2023-09-22_Wujiang_Speed_Women_Qualification.csv
HAYASHI Karin,JPN,32,9.88,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Women,Qualification,2023-09-22,/api/v1/category_rounds/7710/results,/api/v1/events/1303/result/6,9.881,DNF,2023-09-22_Wujiang_Speed_Women_Qualification.csv
Pannu Shivpreet,IND,33,10.17,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Women,Qualification,2023-09-22,/api/v1/category_rounds/7710/results,/api/v1/events/1303/result/6,10.179,14.999,2023-09-22_Wujiang_Speed_Women_Qualification.csv
Verma Anisha,IND,34,10.20,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Women,Qualification,2023-09-22,/api/v1/category_rounds/7710/results,/api/v1/events/1303/result/6,10.782,10.202,2023-09-22_Wujiang_Speed_Women_Qualification.csv
Sarisson Aurelia,FRA,35,10.49,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Women,Qualification,2023-09-22,/api/v1/category_rounds/7710/results,/api/v1/events/1303/result/6,10.497,DNF,2023-09-22_Wujiang_Speed_Women_Qualification.csv
