name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,P5_Top,P5_Zone,source_file
NARASAKI Tomoa,JPN,1,5T5z 20 13,IFSC World Cup Hachioji 2023,1291,2023,Hachioji,Boulder,Men,Qualification,2023-04-21,/api/v1/category_rounds/7669/results,/api/v1/events/1291/result/3,5,3,5,5,5,3,3,1,2,1,2023-04-21_Hachioji_Boulder_Men_Qualification.csv
LEE Dohyun,KOR,1,5T5z 10 10,IFSC World Cup Hachioji 2023,1291,2023,Hachioji,Boulder,Men,Qualification,2023-04-21,/api/v1/category_rounds/7669/results,/api/v1/events/1291/result/3,1,1,3,3,1,1,2,2,3,3,2023-04-21_Hachioji_Boulder_Men_Qualification.csv
OGATA Yoshiyuki,JPN,3,5T5z 14 11,IFSC World Cup Hachioji 2023,1291,2023,Hachioji,Boulder,Men,Qualification,2023-04-21,/api/v1/category_rounds/7669/results,/api/v1/events/1291/result/3,1,1,6,6,1,1,2,1,4,2,2023-04-21_Hachioji_Boulder_Men_Qualification.csv
FUJII Kokoro,JPN,3,4T5z 8 17,IFSC World Cup Hachioji 2023,1291,2023,Hachioji,Boulder,Men,Qualification,2023-04-21,/api/v1/category_rounds/7669/results,/api/v1/events/1291/result/3,1,1,5,3,X,11,1,1,1,1,2023-04-21_Hachioji_Boulder_Men_Qualification.csv
Uznik Nicolai,AUT,5,4T5z 9 10,IFSC World Cup Hachioji 2023,1291,2023,Hachioji,Boulder,Men,Qualification,2023-04-21,/api/v1/category_rounds/7669/results,/api/v1/events/1291/result/3,1,1,3,3,2,2,X,1,3,3,2023-04-21_Hachioji_Boulder_Men_Qualification.csv
ANRAKU Sorato,JPN,5,3T5z 4 17,IFSC World Cup Hachioji 2023,1291,2023,Hachioji,Boulder,Men,Qualification,2023-04-21,/api/v1/category_rounds/7669/results,/api/v1/events/1291/result/3,1,1,X,1,X,13,1,1,2,1,2023-04-21_Hachioji_Boulder_Men_Qualification.csv
Peharc Anze,SLO,7,3T5z 5 10,IFSC World Cup Hachioji 2023,1291,2023,Hachioji,Boulder,Men,Qualification,2023-04-21,/api/v1/category_rounds/7669/results,/api/v1/events/1291/result/3,1,1,X,5,X,1,2,2,2,1,2023-04-21_Hachioji_Boulder_Men_Qualification.csv
Jenft Paul,FRA,7,4T5z 10 9,IFSC World Cup Hachioji 2023,1291,2023,Hachioji,Boulder,Men,Qualification,2023-04-21,/api/v1/category_rounds/7669/results,/api/v1/events/1291/result/3,1,1,4,4,1,1,X,1,4,2,2023-04-21_Hachioji_Boulder_Men_Qualification.csv
KAYOTANI Ritsu,JPN,7,3T5z 5 10,IFSC World Cup Hachioji 2023,1291,2023,Hachioji,Boulder,Men,Qualification,2023-04-21,/api/v1/category_rounds/7669/results,/api/v1/events/1291/result/3,2,2,X,2,X,4,1,1,2,1,2023-04-21_Hachioji_Boulder_Men_Qualification.csv
Flohé Yannick,GER,10,4T5z 12 14,IFSC World Cup Hachioji 2023,1291,2023,Hachioji,Boulder,Men,Qualification,2023-04-21,/api/v1/category_rounds/7669/results,/api/v1/events/1291/result/3,2,1,5,5,1,1,4,3,X,4,2023-04-21_Hachioji_Boulder_Men_Qualification.csv
