name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Quali_time_B,Quali_time_A,source_file
LEONARDO VEDDRIQ,INA,1.0,5.10,IFSC World Championships Bern 2023,1301,2023,Bern,Speed,Men,Qualification,2023-08-01,/api/v1/category_rounds/7703/results,/api/v1/events/1301/result/2,5.109,5.213,2023-08-01_Bern_Speed_Men_Qualification.csv
ADI MULYONO RAHMAD,INA,2.0,5.11,IFSC World Championships Bern 2023,1301,2023,Bern,Speed,Men,Qualification,2023-08-01,/api/v1/category_rounds/7703/results,/api/v1/events/1301/result/2,5.25,5.119,2023-08-01_Bern_Speed_Men_Qualification.csv
WU PENG,CHN,3.0,5.15,IFSC World Championships Bern 2023,1301,2023,Bern,Speed,Men,Qualification,2023-08-01,/api/v1/category_rounds/7703/results,/api/v1/events/1301/result/2,5.157,5.334,2023-08-01_Bern_Speed_Men_Qualification.csv
ZHANG LIANG,CHN,4.0,5.17,IFSC World Championships Bern 2023,1301,2023,Bern,Speed,Men,Qualification,2023-08-01,/api/v1/category_rounds/7703/results,/api/v1/events/1301/result/2,7.204,5.179,2023-08-01_Bern_Speed_Men_Qualification.csv
LONG JINBAO,CHN,5.0,5.19,IFSC World Championships Bern 2023,1301,2023,Bern,Speed,Men,Qualification,2023-08-01,/api/v1/category_rounds/7703/results,/api/v1/events/1301/result/2,5.19,5.235,2023-08-01_Bern_Speed_Men_Qualification.csv
Zurloni Matteo,ITA,6.0,5.24,IFSC World Championships Bern 2023,1301,2023,Bern,Speed,Men,Qualification,2023-08-01,/api/v1/category_rounds/7703/results,/api/v1/events/1301/result/2,5.651,5.248,2023-08-01_Bern_Speed_Men_Qualification.csv
KATIBIN KIROMAL,INA,7.0,5.273,IFSC World Championships Bern 2023,1301,2023,Bern,Speed,Men,Qualification,2023-08-01,/api/v1/category_rounds/7703/results,/api/v1/events/1301/result/2,5.273,6.029,2023-08-01_Bern_Speed_Men_Qualification.csv
YASUKAWA Jun,JPN,8.0,5.276,IFSC World Championships Bern 2023,1301,2023,Bern,Speed,Men,Qualification,2023-08-01,/api/v1/category_rounds/7703/results,/api/v1/events/1301/result/2,5.276,6.521,2023-08-01_Bern_Speed_Men_Qualification.csv
Khaibullin Rishat,KAZ,9.0,5.28,IFSC World Championships Bern 2023,1301,2023,Bern,Speed,Men,Qualification,2023-08-01,/api/v1/category_rounds/7703/results,/api/v1/events/1301/result/2,5.283,5.335,2023-08-01_Bern_Speed_Men_Qualification.csv
WANG XINSHANG,CHN,10.0,5.30,IFSC World Championships Bern 2023,1301,2023,Bern,Speed,Men,Qualification,2023-08-01,/api/v1/category_rounds/7703/results,/api/v1/events/1301/result/2,5.329,5.3,2023-08-01_Bern_Speed_Men_Qualification.csv
Mawem Bassa,FRA,11.0,5.355,IFSC World Championships Bern 2023,1301,2023,Bern,Speed,Men,Qualification,2023-08-01,/api/v1/category_rounds/7703/results,/api/v1/events/1301/result/2,5.467,5.355,2023-08-01_Bern_Speed_Men_Qualification.csv
ASPAR ASPAR,INA,12.0,5.358,IFSC World Championships Bern 2023,1301,2023,Bern,Speed,Men,Qualification,2023-08-01,/api/v1/category_rounds/7703/results,/api/v1/events/1301/result/2,6.697,5.358,2023-08-01_Bern_Speed_Men_Qualification.csv
