name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,P5_Top,P5_Zone,source_file
Schalck Mejdi,FRA,1,4T5z 9 8,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Men,Qualification,2023-04-28,/api/v1/category_rounds/7671/results,/api/v1/events/1292/result/3,X,1,2,2,1,1,3,3,3,1,2023-04-28_Seoul_Boulder_Men_Qualification.csv
LEE Dohyun,KOR,1,4T5z 7 11,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Men,Qualification,2023-04-28,/api/v1/category_rounds/7671/results,/api/v1/events/1292/result/3,X,4,1,1,1,1,2,2,3,3,2023-04-28_Seoul_Boulder_Men_Qualification.csv
FUJII Kokoro,JPN,3,4T5z 8 9,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Men,Qualification,2023-04-28,/api/v1/category_rounds/7671/results,/api/v1/events/1292/result/3,3,3,1,1,X,1,3,3,1,1,2023-04-28_Seoul_Boulder_Men_Qualification.csv
Milne Maximillian,GBR,3,4T5z 12 14,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Men,Qualification,2023-04-28,/api/v1/category_rounds/7671/results,/api/v1/events/1292/result/3,X,4,1,1,1,1,7,7,3,1,2023-04-28_Seoul_Boulder_Men_Qualification.csv
NARASAKI Tomoa,JPN,5,4T5z 8 12,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Men,Qualification,2023-04-28,/api/v1/category_rounds/7671/results,/api/v1/events/1292/result/3,X,4,1,1,1,1,5,5,1,1,2023-04-28_Seoul_Boulder_Men_Qualification.csv
Avezou Sam,FRA,5,3T5z 6 9,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Men,Qualification,2023-04-28,/api/v1/category_rounds/7671/results,/api/v1/events/1292/result/3,X,3,1,1,1,1,4,3,X,1,2023-04-28_Seoul_Boulder_Men_Qualification.csv
Ternant Mathieu,FRA,7,3T5z 13 19,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Men,Qualification,2023-04-28,/api/v1/category_rounds/7671/results,/api/v1/events/1292/result/3,X,4,2,2,1,1,10,10,X,2,2023-04-28_Seoul_Boulder_Men_Qualification.csv
Cornu Manuel,FRA,7,4T5z 9 13,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Men,Qualification,2023-04-28,/api/v1/category_rounds/7671/results,/api/v1/events/1292/result/3,X,9,4,1,3,1,1,1,1,1,2023-04-28_Seoul_Boulder_Men_Qualification.csv
CHON Jongwon,KOR,9,4T4z 7 6,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Men,Qualification,2023-04-28,/api/v1/category_rounds/7671/results,/api/v1/events/1292/result/3,X,X,1,1,1,1,4,3,1,1,2023-04-28_Seoul_Boulder_Men_Qualification.csv
Roberts Toby,GBR,9,3T5z 19 24,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Men,Qualification,2023-04-28,/api/v1/category_rounds/7671/results,/api/v1/events/1292/result/3,X,6,3,1,1,1,15,15,X,1,2023-04-28_Seoul_Boulder_Men_Qualification.csv
Ogata Yoshiyuki,JPN,11,3T4z 6 8,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Men,Qualification,2023-04-28,/api/v1/category_rounds/7671/results,/api/v1/events/1292/result/3,X,X,X,3,1,1,2,2,3,2,2023-04-28_Seoul_Boulder_Men_Qualification.csv
Ginés López Alberto,ESP,11,4T4z 15 14,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Men,Qualification,2023-04-28,/api/v1/category_rounds/7671/results,/api/v1/events/1292/result/3,X,X,2,1,1,1,10,10,2,2,2023-04-28_Seoul_Boulder_Men_Qualification.csv
Uznik Nicolai,AUT,13,3T4z 10 7,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Men,Qualification,2023-04-28,/api/v1/category_rounds/7671/results,/api/v1/events/1292/result/3,X,X,X,1,2,2,4,3,4,1,2023-04-28_Seoul_Boulder_Men_Qualification.csv
INOUE Yuji,JPN,13,3T5z 15 16,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Men,Qualification,2023-04-28,/api/v1/category_rounds/7671/results,/api/v1/events/1292/result/3,6,6,X,1,X,1,6,6,3,2,2023-04-28_Seoul_Boulder_Men_Qualification.csv
Flohé Yannick,GER,15,3T3z 5 5,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Men,Qualification,2023-04-28,/api/v1/category_rounds/7671/results,/api/v1/events/1292/result/3,X,X,2,2,2,2,X,X,1,1,2023-04-28_Seoul_Boulder_Men_Qualification.csv
Collin Nicolas,BEL,15,3T4z 4 5,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Men,Qualification,2023-04-28,/api/v1/category_rounds/7671/results,/api/v1/events/1292/result/3,X,X,2,1,1,1,X,2,1,1,2023-04-28_Seoul_Boulder_Men_Qualification.csv
Van Duysen Hannes,BEL,17,3T3z 8 7,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Men,Qualification,2023-04-28,/api/v1/category_rounds/7671/results,/api/v1/events/1292/result/3,X,X,4,4,1,1,X,X,3,2,2023-04-28_Seoul_Boulder_Men_Qualification.csv
KAYOTANI Ritsu,JPN,17,3T4z 5 16,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Men,Qualification,2023-04-28,/api/v1/category_rounds/7671/results,/api/v1/events/1292/result/3,X,11,1,1,1,1,X,X,3,3,2023-04-28_Seoul_Boulder_Men_Qualification.csv
Bailey Sean,USA,19,3T4z 11 9,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Men,Qualification,2023-04-28,/api/v1/category_rounds/7671/results,/api/v1/events/1292/result/3,X,X,2,1,X,1,5,4,4,3,2023-04-28_Seoul_Boulder_Men_Qualification.csv
Lorenzi Simon,BEL,19,2T5z 3 14,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Men,Qualification,2023-04-28,/api/v1/category_rounds/7671/results,/api/v1/events/1292/result/3,X,6,X,2,1,1,X,3,2,2,2023-04-28_Seoul_Boulder_Men_Qualification.csv
Jenft Paul,FRA,21,2T5z 3 17,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Men,Qualification,2023-04-28,/api/v1/category_rounds/7671/results,/api/v1/events/1292/result/3,X,2,2,2,1,1,X,11,X,1,2023-04-28_Seoul_Boulder_Men_Qualification.csv
Khazanov Alex,ISR,21,3T3z 10 10,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Men,Qualification,2023-04-28,/api/v1/category_rounds/7671/results,/api/v1/events/1292/result/3,X,X,X,X,1,1,8,8,1,1,2023-04-28_Seoul_Boulder_Men_Qualification.csv
Schubert Jakob,AUT,23,2T4z 2 7,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Men,Qualification,2023-04-28,/api/v1/category_rounds/7671/results,/api/v1/events/1292/result/3,X,X,X,2,1,1,X,3,1,1,2023-04-28_Seoul_Boulder_Men_Qualification.csv
SANO Daiki,JPN,23,2T4z 5 9,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Men,Qualification,2023-04-28,/api/v1/category_rounds/7671/results,/api/v1/events/1292/result/3,X,6,4,1,1,1,X,X,X,1,2023-04-28_Seoul_Boulder_Men_Qualification.csv
Mawem Mickael,FRA,25,2T4z 2 8,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Men,Qualification,2023-04-28,/api/v1/category_rounds/7671/results,/api/v1/events/1292/result/3,X,X,X,1,1,1,X,5,1,1,2023-04-28_Seoul_Boulder_Men_Qualification.csv
Lovenjak Sudar Zan,SLO,25,2T4z 5 11,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Men,Qualification,2023-04-28,/api/v1/category_rounds/7671/results,/api/v1/events/1292/result/3,X,2,X,X,1,1,X,7,4,1,2023-04-28_Seoul_Boulder_Men_Qualification.csv
Peharc Anze,SLO,27,2T4z 4 6,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Men,Qualification,2023-04-28,/api/v1/category_rounds/7671/results,/api/v1/events/1292/result/3,X,X,3,1,X,1,X,3,1,1,2023-04-28_Seoul_Boulder_Men_Qualification.csv
Potocar Luka,SLO,27,2T4z 6 17,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Men,Qualification,2023-04-28,/api/v1/category_rounds/7671/results,/api/v1/events/1292/result/3,X,X,X,5,1,1,X,7,5,4,2023-04-28_Seoul_Boulder_Men_Qualification.csv
ANRAKU Sorato,JPN,29,2T4z 5 7,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Men,Qualification,2023-04-28,/api/v1/category_rounds/7671/results,/api/v1/events/1292/result/3,X,X,X,1,X,1,4,4,1,1,2023-04-28_Seoul_Boulder_Men_Qualification.csv
Kirov Slav,BUL,29,2T4z 7 9,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Men,Qualification,2023-04-28,/api/v1/category_rounds/7671/results,/api/v1/events/1292/result/3,X,X,6,3,1,1,X,4,X,1,2023-04-28_Seoul_Boulder_Men_Qualification.csv
Duffy Colin,USA,31,2T3z 2 5,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Men,Qualification,2023-04-28,/api/v1/category_rounds/7671/results,/api/v1/events/1292/result/3,X,X,X,3,1,1,X,X,1,1,2023-04-28_Seoul_Boulder_Men_Qualification.csv
Kruder Jernej,SLO,31,2T4z 5 15,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Men,Qualification,2023-04-28,/api/v1/category_rounds/7671/results,/api/v1/events/1292/result/3,X,X,X,2,1,1,X,11,4,1,2023-04-28_Seoul_Boulder_Men_Qualification.csv
McArthur Hamish,GBR,33,2T3z 3 5,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Men,Qualification,2023-04-28,/api/v1/category_rounds/7671/results,/api/v1/events/1292/result/3,X,X,X,3,1,1,X,X,2,1,2023-04-28_Seoul_Boulder_Men_Qualification.csv
SONG Yunchan,KOR,33,2T4z 14 16,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Men,Qualification,2023-04-28,/api/v1/category_rounds/7671/results,/api/v1/events/1292/result/3,X,X,X,3,3,1,11,11,X,1,2023-04-28_Seoul_Boulder_Men_Qualification.csv
Scherz Stefan,AUT,35,2T3z 2 4,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Men,Qualification,2023-04-28,/api/v1/category_rounds/7671/results,/api/v1/events/1292/result/3,X,X,X,X,1,1,X,2,1,1,2023-04-28_Seoul_Boulder_Men_Qualification.csv
