name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,source_file
Garnbret Janja,SLO,1,4T4z 4 4,IFSC World Championships Bern 2023,1301,2023,Bern,Boulder,Women,Semi-final,2023-08-01,/api/v1/category_rounds/8319/results,/api/v1/events/1301/result/7,1,1,1,1,1,1,1,1,2023-08-01_Bern_Boulder_Women_Semi-final.csv
Raboutou Brooke,USA,2,4T4z 9 6,IFSC World Championships Bern 2023,1301,2023,Bern,Boulder,Women,Semi-final,2023-08-01,/api/v1/category_rounds/8319/results,/api/v1/events/1301/result/7,1,1,1,1,6,3,1,1,2023-08-01_Bern_Boulder_Women_Semi-final.csv
Bertone Oriane,FRA,3,3T4z 4 5,IFSC World Championships Bern 2023,1301,2023,Bern,Boulder,Women,Semi-final,2023-08-01,/api/v1/category_rounds/8319/results,/api/v1/events/1301/result/7,1,1,X,1,2,2,1,1,2023-08-01_Bern_Boulder_Women_Semi-final.csv
Grossman Natalia,USA,4,3T4z 4 6,IFSC World Championships Bern 2023,1301,2023,Bern,Boulder,Women,Semi-final,2023-08-01,/api/v1/category_rounds/8319/results,/api/v1/events/1301/result/7,1,1,X,2,2,2,1,1,2023-08-01_Bern_Boulder_Women_Semi-final.csv
Mori Ai,JPN,5,3T4z 6 8,IFSC World Championships Bern 2023,1301,2023,Bern,Boulder,Women,Semi-final,2023-08-01,/api/v1/category_rounds/8319/results,/api/v1/events/1301/result/7,1,1,2,2,3,3,X,2,2023-08-01_Bern_Boulder_Women_Semi-final.csv
Avezou Zélia,FRA,6,3T4z 9 8,IFSC World Championships Bern 2023,1301,2023,Bern,Boulder,Women,Semi-final,2023-08-01,/api/v1/category_rounds/8319/results,/api/v1/events/1301/result/7,1,1,X,1,5,5,3,1,2023-08-01_Bern_Boulder_Women_Semi-final.csv
Mackenzie Oceania,AUS,7,3T4z 12 14,IFSC World Championships Bern 2023,1301,2023,Bern,Boulder,Women,Semi-final,2023-08-01,/api/v1/category_rounds/8319/results,/api/v1/events/1301/result/7,1,1,X,3,8,8,3,2,2023-08-01_Bern_Boulder_Women_Semi-final.csv
Pilz Jessica,AUT,8,3T4z 19 14,IFSC World Championships Bern 2023,1301,2023,Bern,Boulder,Women,Semi-final,2023-08-01,/api/v1/category_rounds/8319/results,/api/v1/events/1301/result/7,1,1,X,2,17,10,1,1,2023-08-01_Bern_Boulder_Women_Semi-final.csv
Cohaut Flavy,FRA,9,3T3z 9 4,IFSC World Championships Bern 2023,1301,2023,Bern,Boulder,Women,Semi-final,2023-08-01,/api/v1/category_rounds/8319/results,/api/v1/events/1301/result/7,2,2,X,X,6,1,1,1,2023-08-01_Bern_Boulder_Women_Semi-final.csv
Kerem Ayala,ISR,10,3T3z 15 13,IFSC World Championships Bern 2023,1301,2023,Bern,Boulder,Women,Semi-final,2023-08-01,/api/v1/category_rounds/8319/results,/api/v1/events/1301/result/7,1,1,X,X,9,7,5,5,2023-08-01_Bern_Boulder_Women_Semi-final.csv
