name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Quali_time_B,Quali_time_A
Moro Guillaume,FRA,28,5.522,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Men,Qualification,2023-09-22,/api/v1/category_rounds/7709/results,/api/v1/events/1303/result/2,5.522,DNF
Pavlenko Kostiantyn,UKR,29,5.553,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Men,Qualification,2023-09-22,/api/v1/category_rounds/7709/results,/api/v1/events/1303/result/2,5.553,6.331
Stokes Rafe,GBR,30,5.557,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Men,Qualification,2023-09-22,/api/v1/category_rounds/7709/results,/api/v1/events/1303/result/2,DNF,5.557
IKEDA Yudai,JPN,31,5.64,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Men,Qualification,2023-09-22,/api/v1/category_rounds/7709/results,/api/v1/events/1303/result/2,DNF,5.646
Li Richard,USA,32,5.72,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Men,Qualification,2023-09-22,/api/v1/category_rounds/7709/results,/api/v1/events/1303/result/2,DNF,5.725
WONG Cheuk-nam,HKG,33,5.74,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Men,Qualification,2023-09-22,/api/v1/category_rounds/7709/results,/api/v1/events/1303/result/2,5.747,10.401
Bader Linus,GER,34,5.76,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Men,Qualification,2023-09-22,/api/v1/category_rounds/7709/results,/api/v1/events/1303/result/2,5.767,7.06
Kim Younghyun,KOR,35,5.84,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Men,Qualification,2023-09-22,/api/v1/category_rounds/7709/results,/api/v1/events/1303/result/2,5.844,8.09
KIM Dong Jun,KOR,36,5.89,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Men,Qualification,2023-09-22,/api/v1/category_rounds/7709/results,/api/v1/events/1303/result/2,5.897,6.476
Amon Kevin,AUT,37,5.92,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Men,Qualification,2023-09-22,/api/v1/category_rounds/7709/results,/api/v1/events/1303/result/2,5.925,7.348
Takenaka Sho,JPN,38,5.97,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Men,Qualification,2023-09-22,/api/v1/category_rounds/7709/results,/api/v1/events/1303/result/2,6.107,5.976
Finn-Henry Michael,CAN,39,6.11,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Men,Qualification,2023-09-22,/api/v1/category_rounds/7709/results,/api/v1/events/1303/result/2,6.246,6.116
LONG JIANGUO,CHN,40,6.12,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Men,Qualification,2023-09-22,/api/v1/category_rounds/7709/results,/api/v1/events/1303/result/2,6.499,6.122
Chan Cheung-chi Shoji,HKG,41,6.19,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Men,Qualification,2023-09-22,/api/v1/category_rounds/7709/results,/api/v1/events/1303/result/2,6.196,DNF
Bratschi Noah,USA,42,6.43,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Men,Qualification,2023-09-22,/api/v1/category_rounds/7709/results,/api/v1/events/1303/result/2,7.307,6.435
KANG Minsu,KOR,43,6.57,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Men,Qualification,2023-09-22,/api/v1/category_rounds/7709/results,/api/v1/events/1303/result/2,DNF,6.573
FUJINO Shuto,JPN,44,6.80,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Men,Qualification,2023-09-22,/api/v1/category_rounds/7709/results,/api/v1/events/1303/result/2,8.554,6.801
Bhujel Ganesh,IND,45,7.08,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Men,Qualification,2023-09-22,/api/v1/category_rounds/7709/results,/api/v1/events/1303/result/2,8.28,7.089
Noya Cardona Erik,ESP,46,7.17,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Men,Qualification,2023-09-22,/api/v1/category_rounds/7709/results,/api/v1/events/1303/result/2,8.049,7.178
Birajdar Dhiraj Dinkar,IND,47,7.36,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Men,Qualification,2023-09-22,/api/v1/category_rounds/7709/results,/api/v1/events/1303/result/2,7.582,7.367
Ahmad Zaheer,PAK,48,8.22,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Men,Qualification,2023-09-22,/api/v1/category_rounds/7709/results,/api/v1/events/1303/result/2,8.226,8.738
Plangger Tobias,AUT,49,9.17,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Men,Qualification,2023-09-22,/api/v1/category_rounds/7709/results,/api/v1/events/1303/result/2,DNF,9.172
Faiz Mir Abuzar,PAK,50,9.24,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Speed,Men,Qualification,2023-09-22,/api/v1/category_rounds/7709/results,/api/v1/events/1303/result/2,DNF,9.245
