name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,Final_winner,Final_time,Small Final_winner,Small Final_time
Miroslaw Aleksandra,POL,1,6.43,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Speed,Women,Final,2023-05-19,/api/v1/category_rounds/8091/results,/api/v1/events/1294/result/6,True,6.755,True,6.474,True,6.399,True,6.434,,
MADE RITA KUSUMA DEWI DESAK,INA,2,6.82,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Speed,Women,Final,2023-05-19,/api/v1/category_rounds/8091/results,/api/v1/events/1294/result/6,True,7.09,True,6.75,True,6.774,False,6.824,,
DENG LIJUAN,CHN,3,6.77,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Speed,Women,Final,2023-05-19,/api/v1/category_rounds/8091/results,/api/v1/events/1294/result/6,True,6.984,True,6.879,False,6.741,,,True,6.773
SALLSABILLAH RAJIAH,INA,4,6.98,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Speed,Women,Final,2023-05-19,/api/v1/category_rounds/8091/results,/api/v1/events/1294/result/6,True,7.128,True,7.052,False,9.104,,,False,6.984
Kalucka Natalia,POL,5,6.78,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Speed,Women,Final,2023-05-19,/api/v1/category_rounds/8091/results,/api/v1/events/1294/result/6,True,6.959,False,6.786,,,,,,
Hunt Emma,USA,6,7.80 (6.90),IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Speed,Women,Final,2023-05-19,/api/v1/category_rounds/8091/results,/api/v1/events/1294/result/6,True,7.403,False,7.803,,,,,,
IQAMAH NURUL,INA,7,7.54 (7.29),IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Speed,Women,Final,2023-05-19,/api/v1/category_rounds/8091/results,/api/v1/events/1294/result/6,True,7.297,False,7.543,,,,,,
Lebon Manon,FRA,8,7.39,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Speed,Women,Final,2023-05-19,/api/v1/category_rounds/8091/results,/api/v1/events/1294/result/6,True,7.602,False,7.391,,,,,,
Kalucka Aleksandra,POL,9,8.08 (6.84),IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Speed,Women,Final,2023-05-19,/api/v1/category_rounds/8091/results,/api/v1/events/1294/result/6,False,8.087,,,,,,,,
JEONG Jimin,KOR,10,7.05,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Speed,Women,Final,2023-05-19,/api/v1/category_rounds/8091/results,/api/v1/events/1294/result/6,False,7.05,,,,,,,,
NIU DI,CHN,11,8.08 (7.13),IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Speed,Women,Final,2023-05-19,/api/v1/category_rounds/8091/results,/api/v1/events/1294/result/6,False,8.082,,,,,,,,
Randi  Giulia,ITA,12,7.35,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Speed,Women,Final,2023-05-19,/api/v1/category_rounds/8091/results,/api/v1/events/1294/result/6,False,7.357,,,,,,,,
Chudziak Patrycja,POL,13,7.36,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Speed,Women,Final,2023-05-19,/api/v1/category_rounds/8091/results,/api/v1/events/1294/result/6,False,7.36,,,,,,,,
Viglione Capucine,FRA,14,7.56 (7.50),IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Speed,Women,Final,2023-05-19,/api/v1/category_rounds/8091/results,/api/v1/events/1294/result/6,False,7.567,,,,,,,,
Colli Beatrice,ITA,15,FALL (7.52),IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Speed,Women,Final,2023-05-19,/api/v1/category_rounds/8091/results,/api/v1/events/1294/result/6,False,FALL,,,,,,,,
Ritter Franziska,GER,16,7.67,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Speed,Women,Final,2023-05-19,/api/v1/category_rounds/8091/results,/api/v1/events/1294/result/6,False,7.677,,,,,,,,
