name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,1/8_winner,1/8_time,1/4_winner,1/4_time,1/2_winner,1/2_time,Final_winner,Final_time,Small Final_winner,Small Final_time
LEONARDO VEDDRIQ,INA,1,4.95,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Speed,Men,Final,2023-05-19,/api/v1/category_rounds/8090/results,/api/v1/events/1294/result/2,True,5.147,True,5.045,True,4.984,True,4.954,,
WU PENG,CHN,2,6.99,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Speed,Men,Final,2023-05-19,/api/v1/category_rounds/8090/results,/api/v1/events/1294/result/2,True,5.283,True,5.207,True,5.07,False,6.997,,
KATIBIN KIROMAL,INA,3,4.98,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Speed,Men,Final,2023-05-19,/api/v1/category_rounds/8090/results,/api/v1/events/1294/result/2,True,5.054,True,4.976,False,8.719,,,True,4.989
Watson Samuel,USA,4,5.98,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Speed,Men,Final,2023-05-19,/api/v1/category_rounds/8090/results,/api/v1/events/1294/result/2,True,5.214,True,5.265,False,5.315,,,False,5.984
LONG JIANGUO,CHN,5,5.08,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Speed,Men,Final,2023-05-19,/api/v1/category_rounds/8090/results,/api/v1/events/1294/result/2,True,5.434,False,5.083,,,,,,
Mawem Bassa,FRA,6,5.30,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Speed,Men,Final,2023-05-19,/api/v1/category_rounds/8090/results,/api/v1/events/1294/result/2,True,5.395,False,5.309,,,,,,
LONG JINBAO,CHN,7,7.00 (5.42),IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Speed,Men,Final,2023-05-19,/api/v1/category_rounds/8090/results,/api/v1/events/1294/result/2,True,WILDCARD,False,7.003,,,,,,
Rebreyend Pierre,FRA,8,5.57 (5.47),IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Speed,Men,Final,2023-05-19,/api/v1/category_rounds/8090/results,/api/v1/events/1294/result/2,True,WILDCARD,False,5.572,,,,,,
ADI MULYONO RAHMAD,INA,9,FALSE START (5.14),IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Speed,Men,Final,2023-05-19,/api/v1/category_rounds/8090/results,/api/v1/events/1294/result/2,False,FALSE START,,,,,,,,
Fossali Ludovico,ITA,10,5.20 (ER),IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Speed,Men,Final,2023-05-19,/api/v1/category_rounds/8090/results,/api/v1/events/1294/result/2,False,5.206,,,,,,,,
ASPAR ASPAR,INA,11,FALSE START (5.33),IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Speed,Men,Final,2023-05-19,/api/v1/category_rounds/8090/results,/api/v1/events/1294/result/2,False,FALSE START,,,,,,,,
ZHANG LIANG,CHN,12,FALL (5.35),IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Speed,Men,Final,2023-05-19,/api/v1/category_rounds/8090/results,/api/v1/events/1294/result/2,False,FALL,,,,,,,,
Zurloni Matteo,ITA,13,FALL (5.35),IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Speed,Men,Final,2023-05-19,/api/v1/category_rounds/8090/results,/api/v1/events/1294/result/2,False,FALL,,,,,,,,
MUHAMMAD FAJRI ALFIAN,INA,14,5.45,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Speed,Men,Final,2023-05-19,/api/v1/category_rounds/8090/results,/api/v1/events/1294/result/2,False,5.454,,,,,,,,
WANG XINSHANG,CHN,15,5.45,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Speed,Men,Final,2023-05-19,/api/v1/category_rounds/8090/results,/api/v1/events/1294/result/2,False,5.457,,,,,,,,
Brosler John,USA,16,8.49 (5.48),IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Speed,Men,Final,2023-05-19,/api/v1/category_rounds/8090/results,/api/v1/events/1294/result/2,False,8.494,,,,,,,,
