name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Quali_time_B,Quali_time_A,source_file
Kalucka Natalia,POL,1.0,6.55,IFSC World Cup Villars 2023,1298,2023,Villars-sur-Ollon,Speed,Women,Qualification,2023-06-30,/api/v1/category_rounds/7692/results,/api/v1/events/1298/result/6,6.556,6.85,2023-06-30_Villars-sur-Ollon_Speed_Women_Qualification.csv
Hunt Emma,USA,2.0,6.68 (PaR),IFSC World Cup Villars 2023,1298,2023,Villars-sur-Ollon,Speed,Women,Qualification,2023-06-30,/api/v1/category_rounds/7692/results,/api/v1/events/1298/result/6,6.688,6.715,2023-06-30_Villars-sur-Ollon_Speed_Women_Qualification.csv
Kalucka Aleksandra,POL,3.0,6.82,IFSC World Cup Villars 2023,1298,2023,Villars-sur-Ollon,Speed,Women,Qualification,2023-06-30,/api/v1/category_rounds/7692/results,/api/v1/events/1298/result/6,DNF,6.828,2023-06-30_Villars-sur-Ollon_Speed_Women_Qualification.csv
DENG LIJUAN,CHN,4.0,6.84,IFSC World Cup Villars 2023,1298,2023,Villars-sur-Ollon,Speed,Women,Qualification,2023-06-30,/api/v1/category_rounds/7692/results,/api/v1/events/1298/result/6,6.841,6.886,2023-06-30_Villars-sur-Ollon_Speed_Women_Qualification.csv
MADE RITA KUSUMA DEWI DESAK,INA,5.0,6.92,IFSC World Cup Villars 2023,1298,2023,Villars-sur-Ollon,Speed,Women,Qualification,2023-06-30,/api/v1/category_rounds/7692/results,/api/v1/events/1298/result/6,7.275,6.928,2023-06-30_Villars-sur-Ollon_Speed_Women_Qualification.csv
WANG SHENGYAN,CHN,6.0,7.06,IFSC World Cup Villars 2023,1298,2023,Villars-sur-Ollon,Speed,Women,Qualification,2023-06-30,/api/v1/category_rounds/7692/results,/api/v1/events/1298/result/6,7.219,7.062,2023-06-30_Villars-sur-Ollon_Speed_Women_Qualification.csv
NIU DI,CHN,7.0,7.09,IFSC World Cup Villars 2023,1298,2023,Villars-sur-Ollon,Speed,Women,Qualification,2023-06-30,/api/v1/category_rounds/7692/results,/api/v1/events/1298/result/6,7.116,7.099,2023-06-30_Villars-sur-Ollon_Speed_Women_Qualification.csv
SALLSABILLAH RAJIAH,INA,8.0,7.13,IFSC World Cup Villars 2023,1298,2023,Villars-sur-Ollon,Speed,Women,Qualification,2023-06-30,/api/v1/category_rounds/7692/results,/api/v1/events/1298/result/6,7.195,7.137,2023-06-30_Villars-sur-Ollon_Speed_Women_Qualification.csv
Viglione Capucine,FRA,9.0,7.17,IFSC World Cup Villars 2023,1298,2023,Villars-sur-Ollon,Speed,Women,Qualification,2023-06-30,/api/v1/category_rounds/7692/results,/api/v1/events/1298/result/6,7.352,7.179,2023-06-30_Villars-sur-Ollon_Speed_Women_Qualification.csv
IQAMAH NURUL,INA,10.0,7.24,IFSC World Cup Villars 2023,1298,2023,Villars-sur-Ollon,Speed,Women,Qualification,2023-06-30,/api/v1/category_rounds/7692/results,/api/v1/events/1298/result/6,7.248,7.52,2023-06-30_Villars-sur-Ollon_Speed_Women_Qualification.csv
