name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Quali_time_B,Quali_time_A,source_file
LEONARDO VEDDRIQ,INA,1,4.98,IFSC World Cup Chamonix 2023,1299,2023,Chamonix,Speed,Men,Qualification,2023-07-07,/api/v1/category_rounds/7695/results,/api/v1/events/1299/result/2,4.986,5.569,2023-07-07_Chamonix_Speed_Men_Qualification.csv
Watson Samuel,USA,2,5.03,IFSC World Cup Chamonix 2023,1299,2023,Chamonix,Speed,Men,Qualification,2023-07-07,/api/v1/category_rounds/7695/results,/api/v1/events/1299/result/2,5.031,5.274,2023-07-07_Chamonix_Speed_Men_Qualification.csv
NURSAMSA RAHARJATI,INA,3,5.04,IFSC World Cup Chamonix 2023,1299,2023,Chamonix,Speed,Men,Qualification,2023-07-07,/api/v1/category_rounds/7695/results,/api/v1/events/1299/result/2,5.047,5.08,2023-07-07_Chamonix_Speed_Men_Qualification.csv
Khaibullin Rishat,KAZ,4,5.05,IFSC World Cup Chamonix 2023,1299,2023,Chamonix,Speed,Men,Qualification,2023-07-07,/api/v1/category_rounds/7695/results,/api/v1/events/1299/result/2,5.052,5.293,2023-07-07_Chamonix_Speed_Men_Qualification.csv
LONG JIANGUO,CHN,5,5.06,IFSC World Cup Chamonix 2023,1299,2023,Chamonix,Speed,Men,Qualification,2023-07-07,/api/v1/category_rounds/7695/results,/api/v1/events/1299/result/2,5.06,5.15,2023-07-07_Chamonix_Speed_Men_Qualification.csv
Zurloni Matteo,ITA,6,5.14 (ER),IFSC World Cup Chamonix 2023,1299,2023,Chamonix,Speed,Men,Qualification,2023-07-07,/api/v1/category_rounds/7695/results,/api/v1/events/1299/result/2,5.25,5.145,2023-07-07_Chamonix_Speed_Men_Qualification.csv
ADI MULYONO RAHMAD,INA,7,5.17,IFSC World Cup Chamonix 2023,1299,2023,Chamonix,Speed,Men,Qualification,2023-07-07,/api/v1/category_rounds/7695/results,/api/v1/events/1299/result/2,5.176,5.783,2023-07-07_Chamonix_Speed_Men_Qualification.csv
Fossali Ludovico,ITA,8,5.180,IFSC World Cup Chamonix 2023,1299,2023,Chamonix,Speed,Men,Qualification,2023-07-07,/api/v1/category_rounds/7695/results,/api/v1/events/1299/result/2,DNF,5.18,2023-07-07_Chamonix_Speed_Men_Qualification.csv
Rebreyend Pierre,FRA,9,5.181,IFSC World Cup Chamonix 2023,1299,2023,Chamonix,Speed,Men,Qualification,2023-07-07,/api/v1/category_rounds/7695/results,/api/v1/events/1299/result/2,5.181,5.335,2023-07-07_Chamonix_Speed_Men_Qualification.csv
ASPAR ASPAR,INA,10,5.19,IFSC World Cup Chamonix 2023,1299,2023,Chamonix,Speed,Men,Qualification,2023-07-07,/api/v1/category_rounds/7695/results,/api/v1/events/1299/result/2,6.504,5.196,2023-07-07_Chamonix_Speed_Men_Qualification.csv
WU PENG,CHN,11,5.230,IFSC World Cup Chamonix 2023,1299,2023,Chamonix,Speed,Men,Qualification,2023-07-07,/api/v1/category_rounds/7695/results,/api/v1/events/1299/result/2,5.277,5.23,2023-07-07_Chamonix_Speed_Men_Qualification.csv
Brosler John,USA,12,5.232,IFSC World Cup Chamonix 2023,1299,2023,Chamonix,Speed,Men,Qualification,2023-07-07,/api/v1/category_rounds/7695/results,/api/v1/events/1299/result/2,5.232,6.838,2023-07-07_Chamonix_Speed_Men_Qualification.csv
SHIN Euncheol,KOR,13,5.235,IFSC World Cup Chamonix 2023,1299,2023,Chamonix,Speed,Men,Qualification,2023-07-07,/api/v1/category_rounds/7695/results,/api/v1/events/1299/result/2,5.235,5.332,2023-07-07_Chamonix_Speed_Men_Qualification.csv
MUHAMMAD FAJRI ALFIAN,INA,14,5.24,IFSC World Cup Chamonix 2023,1299,2023,Chamonix,Speed,Men,Qualification,2023-07-07,/api/v1/category_rounds/7695/results,/api/v1/events/1299/result/2,5.244,5.367,2023-07-07_Chamonix_Speed_Men_Qualification.csv
LONG JINBAO,CHN,15,5.26,IFSC World Cup Chamonix 2023,1299,2023,Chamonix,Speed,Men,Qualification,2023-07-07,/api/v1/category_rounds/7695/results,/api/v1/events/1299/result/2,5.265,5.285,2023-07-07_Chamonix_Speed_Men_Qualification.csv
YASUKAWA Jun,JPN,16,5.27,IFSC World Cup Chamonix 2023,1299,2023,Chamonix,Speed,Men,Qualification,2023-07-07,/api/v1/category_rounds/7695/results,/api/v1/events/1299/result/2,5.427,5.272,2023-07-07_Chamonix_Speed_Men_Qualification.csv
Noya Cardona Erik,ESP,17,5.28,IFSC World Cup Chamonix 2023,1299,2023,Chamonix,Speed,Men,Qualification,2023-07-07,/api/v1/category_rounds/7695/results,/api/v1/events/1299/result/2,5.384,5.282,2023-07-07_Chamonix_Speed_Men_Qualification.csv
Alipour Shenazandifard Reza,IRI,18,5.33,IFSC World Cup Chamonix 2023,1299,2023,Chamonix,Speed,Men,Qualification,2023-07-07,/api/v1/category_rounds/7695/results,/api/v1/events/1299/result/2,5.528,5.332,2023-07-07_Chamonix_Speed_Men_Qualification.csv
ARIPIN ZAINAL,INA,19,5.340,IFSC World Cup Chamonix 2023,1299,2023,Chamonix,Speed,Men,Qualification,2023-07-07,/api/v1/category_rounds/7695/results,/api/v1/events/1299/result/2,5.34,6.802,2023-07-07_Chamonix_Speed_Men_Qualification.csv
