name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,Route_1,source_file
GARNBRET Janja,SLO,1,177.0,IFSC World Championships Bern 2023,1301,2023,Bern,Boulder&lead,Women,Final,2023-08-01,/api/v1/category_rounds/8353/results,/api/v1/events/1301/result/618,1,1,2,1,1,1,X,1,49+,2023-08-01_Bern_Boulder&lead_Women_Final.csv
PILZ Jessica,AUT,2,157.1,IFSC World Championships Bern 2023,1301,2023,Bern,Boulder&lead,Women,Final,2023-08-01,/api/v1/category_rounds/8353/results,/api/v1/events/1301/result/618,2,1,4,4,X,1,X,7,48+,2023-08-01_Bern_Boulder&lead_Women_Final.csv
MORI Ai,JPN,3,140.6,IFSC World Championships Bern 2023,1301,2023,Bern,Boulder&lead,Women,Final,2023-08-01,/api/v1/category_rounds/8353/results,/api/v1/events/1301/result/618,X,X,3,2,X,1,X,X,50+,2023-08-01_Bern_Boulder&lead_Women_Final.csv
RABOUTOU Brooke,USA,4,137.8,IFSC World Championships Bern 2023,1301,2023,Bern,Boulder&lead,Women,Final,2023-08-01,/api/v1/category_rounds/8353/results,/api/v1/events/1301/result/618,1,1,2,2,X,1,X,2,43,2023-08-01_Bern_Boulder&lead_Women_Final.csv
KIM Jain,KOR,5,106.2,IFSC World Championships Bern 2023,1301,2023,Bern,Boulder&lead,Women,Final,2023-08-01,/api/v1/category_rounds/8353/results,/api/v1/events/1301/result/618,X,X,X,X,X,X,X,X,49+,2023-08-01_Bern_Boulder&lead_Women_Final.csv
BERTONE Oriane,FRA,6,93.8,IFSC World Championships Bern 2023,1301,2023,Bern,Boulder&lead,Women,Final,2023-08-01,/api/v1/category_rounds/8353/results,/api/v1/events/1301/result/618,X,2,3,2,X,1,X,1,34+,2023-08-01_Bern_Boulder&lead_Women_Final.csv
NONAKA Miho,JPN,7,93.5,IFSC World Championships Bern 2023,1301,2023,Bern,Boulder&lead,Women,Final,2023-08-01,/api/v1/category_rounds/8353/results,/api/v1/events/1301/result/618,X,3,X,1,X,4,2,1,34+,2023-08-01_Bern_Boulder&lead_Women_Final.csv
SANDERS Anastasia,USA,8,69.7,IFSC World Championships Bern 2023,1301,2023,Bern,Boulder&lead,Women,Final,2023-08-01,/api/v1/category_rounds/8353/results,/api/v1/events/1301/result/618,X,3,X,X,X,X,X,X,36+,2023-08-01_Bern_Boulder&lead_Women_Final.csv
