name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,Route_2,source_file
Ondra Adam,CZE,1.0,3.0,IFSC World Cup Villars 2023,1298,2023,Villars-sur-Ollon,Lead,Men,Qualification,2023-06-30,/api/v1/category_rounds/7689/results,/api/v1/events/1298/result/1,41,33,2023-06-30_Villars-sur-Ollon_Lead_Men_Qualification.csv
Schubert Jakob,AUT,2.0,3.32,IFSC World Cup Villars 2023,1298,2023,Villars-sur-Ollon,Lead,Men,Qualification,2023-06-30,/api/v1/category_rounds/7689/results,/api/v1/events/1298/result/1,40+,TOP,2023-06-30_Villars-sur-Ollon_Lead_Men_Qualification.csv
Roberts Toby,GBR,3.0,4.69,IFSC World Cup Villars 2023,1298,2023,Villars-sur-Ollon,Lead,Men,Qualification,2023-06-30,/api/v1/category_rounds/7689/results,/api/v1/events/1298/result/1,40+,35,2023-06-30_Villars-sur-Ollon_Lead_Men_Qualification.csv
Ogata Yoshiyuki,JPN,4.0,5.2,IFSC World Cup Villars 2023,1298,2023,Villars-sur-Ollon,Lead,Men,Qualification,2023-06-30,/api/v1/category_rounds/7689/results,/api/v1/events/1298/result/1,38,TOP,2023-06-30_Villars-sur-Ollon_Lead_Men_Qualification.csv
YOSHIDA Satone,JPN,5.0,6.16,IFSC World Cup Villars 2023,1298,2023,Villars-sur-Ollon,Lead,Men,Qualification,2023-06-30,/api/v1/category_rounds/7689/results,/api/v1/events/1298/result/1,36+,TOP,2023-06-30_Villars-sur-Ollon_Lead_Men_Qualification.csv
Lehmann Sascha,SUI,6.0,7.78,IFSC World Cup Villars 2023,1298,2023,Villars-sur-Ollon,Lead,Men,Qualification,2023-06-30,/api/v1/category_rounds/7689/results,/api/v1/events/1298/result/1,40+,30+,2023-06-30_Villars-sur-Ollon_Lead_Men_Qualification.csv
Suzuki Neo,JPN,6.0,7.78,IFSC World Cup Villars 2023,1298,2023,Villars-sur-Ollon,Lead,Men,Qualification,2023-06-30,/api/v1/category_rounds/7689/results,/api/v1/events/1298/result/1,40+,30+,2023-06-30_Villars-sur-Ollon_Lead_Men_Qualification.csv
OMATA Shion,JPN,8.0,9.23,IFSC World Cup Villars 2023,1298,2023,Villars-sur-Ollon,Lead,Men,Qualification,2023-06-30,/api/v1/category_rounds/7689/results,/api/v1/events/1298/result/1,37,34+,2023-06-30_Villars-sur-Ollon_Lead_Men_Qualification.csv
HIGUCHI Masahiro,JPN,9.0,10.22,IFSC World Cup Villars 2023,1298,2023,Villars-sur-Ollon,Lead,Men,Qualification,2023-06-30,/api/v1/category_rounds/7689/results,/api/v1/events/1298/result/1,40+,28+,2023-06-30_Villars-sur-Ollon_Lead_Men_Qualification.csv
ANRAKU Sorato,JPN,10.0,10.42,IFSC World Cup Villars 2023,1298,2023,Villars-sur-Ollon,Lead,Men,Qualification,2023-06-30,/api/v1/category_rounds/7689/results,/api/v1/events/1298/result/1,37,34,2023-06-30_Villars-sur-Ollon_Lead_Men_Qualification.csv
PAN YUFEI,CHN,11.0,11.25,IFSC World Cup Villars 2023,1298,2023,Villars-sur-Ollon,Lead,Men,Qualification,2023-06-30,/api/v1/category_rounds/7689/results,/api/v1/events/1298/result/1,38+,30+,2023-06-30_Villars-sur-Ollon_Lead_Men_Qualification.csv
