name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone
Grossman Natalia,USA,1,4T4z 8 5,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Women,Semi-final,2023-05-19,/api/v1/category_rounds/8195/results,/api/v1/events/1294/result/7,2,2,2,1,1,1,3,1
Gibert Fanny,FRA,2,3T4z 5 5,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Women,Semi-final,2023-05-19,/api/v1/category_rounds/8195/results,/api/v1/events/1294/result/7,1,1,2,2,X,1,2,1
LUO ZHILU,CHN,3,3T4z 7 5,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Women,Semi-final,2023-05-19,/api/v1/category_rounds/8195/results,/api/v1/events/1294/result/7,3,1,X,2,3,1,1,1
Sanders Anastasia,USA,4,3T4z 8 8,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Women,Semi-final,2023-05-19,/api/v1/category_rounds/8195/results,/api/v1/events/1294/result/7,5,5,2,1,X,1,1,1
Raboutou Brooke,USA,5,2T4z 3 6,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Women,Semi-final,2023-05-19,/api/v1/category_rounds/8195/results,/api/v1/events/1294/result/7,2,2,X,1,1,1,X,2
Bertone Oriane,FRA,6,2T4z 4 5,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Women,Semi-final,2023-05-19,/api/v1/category_rounds/8195/results,/api/v1/events/1294/result/7,2,1,2,1,X,1,X,2
ELHADJ MIMOUNE Selma,FRA,7,2T4z 5 7,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Women,Semi-final,2023-05-19,/api/v1/category_rounds/8195/results,/api/v1/events/1294/result/7,3,3,X,1,X,1,2,2
Fischer Madison,CAN,8,1T4z 2 7,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Women,Semi-final,2023-05-19,/api/v1/category_rounds/8195/results,/api/v1/events/1294/result/7,X,2,X,1,X,3,2,1
Nonaka Miho,JPN,9,1T4z 3 5,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Women,Semi-final,2023-05-19,/api/v1/category_rounds/8195/results,/api/v1/events/1294/result/7,3,1,X,1,X,2,X,1
Moroni Camilla,ITA,10,1T4z 3 6,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Women,Semi-final,2023-05-19,/api/v1/category_rounds/8195/results,/api/v1/events/1294/result/7,3,1,X,1,X,2,X,2
Wienand Roxana,GER,11,1T4z 3 11,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Women,Semi-final,2023-05-19,/api/v1/category_rounds/8195/results,/api/v1/events/1294/result/7,3,1,X,5,X,1,X,4
Mackenzie Oceania,AUS,12,1T3z 2 4,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Women,Semi-final,2023-05-19,/api/v1/category_rounds/8195/results,/api/v1/events/1294/result/7,2,2,X,1,X,X,X,1
Debevec Katja,SLO,13,1T3z 2 5,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Women,Semi-final,2023-05-19,/api/v1/category_rounds/8195/results,/api/v1/events/1294/result/7,2,1,X,2,X,2,X,X
AOYAGI Mia,JPN,14,1T3z 3 3,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Women,Semi-final,2023-05-19,/api/v1/category_rounds/8195/results,/api/v1/events/1294/result/7,3,1,X,X,X,1,X,1
Condie Kyra,USA,15,1T3z 5 8,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Women,Semi-final,2023-05-19,/api/v1/category_rounds/8195/results,/api/v1/events/1294/result/7,5,3,X,3,X,2,X,X
Färber Johanna,AUT,16,0T4z 0 7,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Women,Semi-final,2023-05-19,/api/v1/category_rounds/8195/results,/api/v1/events/1294/result/7,X,2,X,2,X,1,X,2
ITO Futaba,JPN,16,0T4z 0 7,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Women,Semi-final,2023-05-19,/api/v1/category_rounds/8195/results,/api/v1/events/1294/result/7,X,4,X,1,X,1,X,1
NAKAGAWA Ryu,JPN,18,0T4z 0 10,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Women,Semi-final,2023-05-19,/api/v1/category_rounds/8195/results,/api/v1/events/1294/result/7,X,5,X,1,X,1,X,3
Kazbekova Ievgeniia,UKR,19,0T3z 0 4,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Women,Semi-final,2023-05-19,/api/v1/category_rounds/8195/results,/api/v1/events/1294/result/7,X,X,X,1,X,1,X,2
SEKIKAWA Melody,JPN,20,0T3z 0 7,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Women,Semi-final,2023-05-19,/api/v1/category_rounds/8195/results,/api/v1/events/1294/result/7,X,2,X,1,X,X,X,4
