name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone
Lorenzi Simon,BEL,1,4T4z 12 7,IFSC World Cup Innsbruck 2023,1297,2023,Innsbruck,Boulder,Men,Semi-final,2023-06-14,/api/v1/category_rounds/8250/results,/api/v1/events/1297/result/3,2,1,3,1,5,4,2,1
NARASAKI Meichi,JPN,2,3T3z 7 4,IFSC World Cup Innsbruck 2023,1297,2023,Innsbruck,Boulder,Men,Semi-final,2023-06-14,/api/v1/category_rounds/8250/results,/api/v1/events/1297/result/3,X,X,1,1,4,1,2,2
Avezou Sam,FRA,3,2T4z 5 6,IFSC World Cup Innsbruck 2023,1297,2023,Innsbruck,Boulder,Men,Semi-final,2023-06-14,/api/v1/category_rounds/8250/results,/api/v1/events/1297/result/3,3,3,X,1,X,1,2,1
Collin Nicolas,BEL,4,2T4z 5 8,IFSC World Cup Innsbruck 2023,1297,2023,Innsbruck,Boulder,Men,Semi-final,2023-06-14,/api/v1/category_rounds/8250/results,/api/v1/events/1297/result/3,3,2,2,1,X,1,X,4
CHON Jongwon,KOR,5,2T3z 4 5,IFSC World Cup Innsbruck 2023,1297,2023,Innsbruck,Boulder,Men,Semi-final,2023-06-14,/api/v1/category_rounds/8250/results,/api/v1/events/1297/result/3,3,3,1,1,X,1,X,X
ANRAKU Sorato,JPN,6,2T2z 4 2,IFSC World Cup Innsbruck 2023,1297,2023,Innsbruck,Boulder,Men,Semi-final,2023-06-14,/api/v1/category_rounds/8250/results,/api/v1/events/1297/result/3,X,X,1,1,3,1,X,X
Ogata Yoshiyuki,JPN,7,1T4z 1 10,IFSC World Cup Innsbruck 2023,1297,2023,Innsbruck,Boulder,Men,Semi-final,2023-06-14,/api/v1/category_rounds/8250/results,/api/v1/events/1297/result/3,1,1,X,1,X,1,X,7
Megos Alexander,GER,8,1T4z 5 13,IFSC World Cup Innsbruck 2023,1297,2023,Innsbruck,Boulder,Men,Semi-final,2023-06-14,/api/v1/category_rounds/8250/results,/api/v1/events/1297/result/3,X,7,X,1,5,1,X,4
Duffy Colin,USA,9,1T3z 1 4,IFSC World Cup Innsbruck 2023,1297,2023,Innsbruck,Boulder,Men,Semi-final,2023-06-14,/api/v1/category_rounds/8250/results,/api/v1/events/1297/result/3,1,1,X,2,X,1,X,X
Roberts Toby,GBR,9,1T3z 1 4,IFSC World Cup Innsbruck 2023,1297,2023,Innsbruck,Boulder,Men,Semi-final,2023-06-14,/api/v1/category_rounds/8250/results,/api/v1/events/1297/result/3,X,X,1,1,X,1,X,2
NARASAKI Tomoa,JPN,11,1T3z 1 6,IFSC World Cup Innsbruck 2023,1297,2023,Innsbruck,Boulder,Men,Semi-final,2023-06-14,/api/v1/category_rounds/8250/results,/api/v1/events/1297/result/3,X,X,1,1,X,1,X,4
KAYOTANI Ritsu,JPN,12,1T3z 3 5,IFSC World Cup Innsbruck 2023,1297,2023,Innsbruck,Boulder,Men,Semi-final,2023-06-14,/api/v1/category_rounds/8250/results,/api/v1/events/1297/result/3,3,3,X,1,X,1,X,X
Van Duysen Hannes,BEL,13,1T3z 3 7,IFSC World Cup Innsbruck 2023,1297,2023,Innsbruck,Boulder,Men,Semi-final,2023-06-14,/api/v1/category_rounds/8250/results,/api/v1/events/1297/result/3,X,X,3,1,X,1,X,5
LEE Dohyun,KOR,14,1T2z 1 2,IFSC World Cup Innsbruck 2023,1297,2023,Innsbruck,Boulder,Men,Semi-final,2023-06-14,/api/v1/category_rounds/8250/results,/api/v1/events/1297/result/3,X,X,1,1,X,1,X,X
FUJII Kokoro,JPN,15,0T3z 0 3,IFSC World Cup Innsbruck 2023,1297,2023,Innsbruck,Boulder,Men,Semi-final,2023-06-14,/api/v1/category_rounds/8250/results,/api/v1/events/1297/result/3,X,X,X,1,X,1,X,1
PAN YUFEI,CHN,16,0T3z 0 8,IFSC World Cup Innsbruck 2023,1297,2023,Innsbruck,Boulder,Men,Semi-final,2023-06-14,/api/v1/category_rounds/8250/results,/api/v1/events/1297/result/3,X,X,X,2,X,1,X,5
Schubert Jakob,AUT,17,0T2z 0 2,IFSC World Cup Innsbruck 2023,1297,2023,Innsbruck,Boulder,Men,Semi-final,2023-06-14,/api/v1/category_rounds/8250/results,/api/v1/events/1297/result/3,X,X,X,1,X,1,X,X
Bergant Martin,SLO,18,0T2z 0 3,IFSC World Cup Innsbruck 2023,1297,2023,Innsbruck,Boulder,Men,Semi-final,2023-06-14,/api/v1/category_rounds/8250/results,/api/v1/events/1297/result/3,X,X,X,1,X,2,X,X
Lovenjak Sudar Zan,SLO,18,0T2z 0 3,IFSC World Cup Innsbruck 2023,1297,2023,Innsbruck,Boulder,Men,Semi-final,2023-06-14,/api/v1/category_rounds/8250/results,/api/v1/events/1297/result/3,X,X,X,2,X,1,X,X
Countryman Dillon,USA,18,0T2z 0 3,IFSC World Cup Innsbruck 2023,1297,2023,Innsbruck,Boulder,Men,Semi-final,2023-06-14,/api/v1/category_rounds/8250/results,/api/v1/events/1297/result/3,X,X,X,1,X,2,X,X
