name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone
ANRAKU Sorato,JPN,1,4T4z 5 4,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Men,Semi-final,2023-05-19,/api/v1/category_rounds/8194/results,/api/v1/events/1294/result/3,1,1,1,1,2,1,1,1
NARASAKI Tomoa,JPN,2,2T4z 2 4,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Men,Semi-final,2023-05-19,/api/v1/category_rounds/8194/results,/api/v1/events/1294/result/3,1,1,X,1,X,1,1,1
Bailey Sean,USA,3,2T4z 2 5,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Men,Semi-final,2023-05-19,/api/v1/category_rounds/8194/results,/api/v1/events/1294/result/3,1,1,X,1,X,2,1,1
Roberts Toby,GBR,4,2T4z 4 5,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Men,Semi-final,2023-05-19,/api/v1/category_rounds/8194/results,/api/v1/events/1294/result/3,1,1,X,1,X,1,3,2
SANO Daiki,JPN,5,2T4z 5 6,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Men,Semi-final,2023-05-19,/api/v1/category_rounds/8194/results,/api/v1/events/1294/result/3,3,2,X,1,X,2,2,1
Van Duysen Hannes,BEL,6,2T4z 6 8,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Men,Semi-final,2023-05-19,/api/v1/category_rounds/8194/results,/api/v1/events/1294/result/3,5,5,X,1,X,1,1,1
Marcus Nimrod,ISR,7,2T3z 6 7,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Men,Semi-final,2023-05-19,/api/v1/category_rounds/8194/results,/api/v1/events/1294/result/3,3,3,X,2,X,X,3,2
Galla Zach,USA,8,2T3z 7 6,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Men,Semi-final,2023-05-19,/api/v1/category_rounds/8194/results,/api/v1/events/1294/result/3,4,1,X,4,X,X,3,1
Mawem Mickael,FRA,9,1T4z 1 6,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Men,Semi-final,2023-05-19,/api/v1/category_rounds/8194/results,/api/v1/events/1294/result/3,1,1,X,1,X,1,X,3
Posch Jan-Luca,AUT,10,1T4z 2 5,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Men,Semi-final,2023-05-19,/api/v1/category_rounds/8194/results,/api/v1/events/1294/result/3,2,2,X,1,X,1,X,1
Duffy Colin,USA,11,1T4z 4 7,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Men,Semi-final,2023-05-19,/api/v1/category_rounds/8194/results,/api/v1/events/1294/result/3,4,2,X,1,X,3,X,1
Waller Zander,USA,12,1T4z 4 8,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Men,Semi-final,2023-05-19,/api/v1/category_rounds/8194/results,/api/v1/events/1294/result/3,4,3,X,1,X,3,X,1
KAYOTANI Ritsu,JPN,13,1T4z 5 10,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Men,Semi-final,2023-05-19,/api/v1/category_rounds/8194/results,/api/v1/events/1294/result/3,5,4,X,1,X,4,X,1
CHON Jongwon,KOR,14,1T3z 1 4,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Men,Semi-final,2023-05-19,/api/v1/category_rounds/8194/results,/api/v1/events/1294/result/3,X,X,X,1,X,2,1,1
Rusev Nikolay,BUL,15,1T3z 1 8,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Men,Semi-final,2023-05-19,/api/v1/category_rounds/8194/results,/api/v1/events/1294/result/3,1,1,X,5,X,X,X,2
Ogata Yoshiyuki,JPN,16,1T3z 2 4,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Men,Semi-final,2023-05-19,/api/v1/category_rounds/8194/results,/api/v1/events/1294/result/3,2,2,X,1,X,X,X,1
Levin Geva,ISR,17,1T3z 2 5,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Men,Semi-final,2023-05-19,/api/v1/category_rounds/8194/results,/api/v1/events/1294/result/3,2,1,X,3,X,X,X,1
Gruzitis Edvards,LAT,18,1T3z 2 8,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Men,Semi-final,2023-05-19,/api/v1/category_rounds/8194/results,/api/v1/events/1294/result/3,2,2,X,4,X,2,X,X
Fulkerson Ross,USA,19,1T3z 4 8,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Men,Semi-final,2023-05-19,/api/v1/category_rounds/8194/results,/api/v1/events/1294/result/3,4,4,X,2,X,X,X,2
McArthur Hamish,GBR,20,0T4z 0 9,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Men,Semi-final,2023-05-19,/api/v1/category_rounds/8194/results,/api/v1/events/1294/result/3,X,1,X,5,X,2,X,1
Khazanov Alex,ISR,21,0T3z 0 3,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Men,Semi-final,2023-05-19,/api/v1/category_rounds/8194/results,/api/v1/events/1294/result/3,X,X,X,1,X,1,X,1
Collin Nicolas,BEL,22,0T3z 0 7,IFSC World Cup Salt Lake City 2023,1294,2023,Salt Lake City,Boulder,Men,Semi-final,2023-05-19,/api/v1/category_rounds/8194/results,/api/v1/events/1294/result/3,X,4,X,1,X,X,X,2
