name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1
Adamovska Eliska,CZE,1,49+,IFSC World Cup Briançon 2023,1300,2023,Briançon,Lead,Women,Semi-final,2023-07-14,/api/v1/category_rounds/8317/results,/api/v1/events/1300/result/5,49+
KUME Nonoha,JPN,2,49,IFSC World Cup Briançon 2023,1300,2023,Briançon,Lead,Women,Semi-final,2023-07-14,/api/v1/category_rounds/8317/results,/api/v1/events/1300/result/5,49
TANII Natsuki,JPN,3,45+,IFSC World Cup Briançon 2023,1300,2023,Briançon,Lead,Women,Semi-final,2023-07-14,/api/v1/category_rounds/8317/results,/api/v1/events/1300/result/5,45+
Thompson-Smith Molly,GBR,4,44+,IFSC World Cup Briançon 2023,1300,2023,Briançon,Lead,Women,Semi-final,2023-07-14,/api/v1/category_rounds/8317/results,/api/v1/events/1300/result/5,44+
Hily Manon,FRA,5,44+,IFSC World Cup Briançon 2023,1300,2023,Briançon,Lead,Women,Semi-final,2023-07-14,/api/v1/category_rounds/8317/results,/api/v1/events/1300/result/5,44+
Lukan Vita,SLO,6,44+,IFSC World Cup Briançon 2023,1300,2023,Briançon,Lead,Women,Semi-final,2023-07-14,/api/v1/category_rounds/8317/results,/api/v1/events/1300/result/5,44+
Pouget Camille,FRA,7,44+,IFSC World Cup Briançon 2023,1300,2023,Briançon,Lead,Women,Semi-final,2023-07-14,/api/v1/category_rounds/8317/results,/api/v1/events/1300/result/5,44+
Demmel Martina,GER,8,43+,IFSC World Cup Briançon 2023,1300,2023,Briançon,Lead,Women,Semi-final,2023-07-14,/api/v1/category_rounds/8317/results,/api/v1/events/1300/result/5,43+
Tarkus Lucija,SLO,9,42,IFSC World Cup Briançon 2023,1300,2023,Briançon,Lead,Women,Semi-final,2023-07-14,/api/v1/category_rounds/8317/results,/api/v1/events/1300/result/5,42
Mackenzie Oceania,AUS,10,41+,IFSC World Cup Briançon 2023,1300,2023,Briançon,Lead,Women,Semi-final,2023-07-14,/api/v1/category_rounds/8317/results,/api/v1/events/1300/result/5,41+
Copar Sara,SLO,11,40+,IFSC World Cup Briançon 2023,1300,2023,Briançon,Lead,Women,Semi-final,2023-07-14,/api/v1/category_rounds/8317/results,/api/v1/events/1300/result/5,40+
Pötzi Mattea,AUT,12,40+,IFSC World Cup Briançon 2023,1300,2023,Briançon,Lead,Women,Semi-final,2023-07-14,/api/v1/category_rounds/8317/results,/api/v1/events/1300/result/5,40+
Arc Nolwenn,FRA,13,35,IFSC World Cup Briançon 2023,1300,2023,Briançon,Lead,Women,Semi-final,2023-07-14,/api/v1/category_rounds/8317/results,/api/v1/events/1300/result/5,35
KIM Jain,KOR,14,34+,IFSC World Cup Briançon 2023,1300,2023,Briançon,Lead,Women,Semi-final,2023-07-14,/api/v1/category_rounds/8317/results,/api/v1/events/1300/result/5,34+
SEO Chaehyun,KOR,14,34+,IFSC World Cup Briançon 2023,1300,2023,Briançon,Lead,Women,Semi-final,2023-07-14,/api/v1/category_rounds/8317/results,/api/v1/events/1300/result/5,34+
Romain Salomé,FRA,16,34+,IFSC World Cup Briançon 2023,1300,2023,Briançon,Lead,Women,Semi-final,2023-07-14,/api/v1/category_rounds/8317/results,/api/v1/events/1300/result/5,34+
Hirano Natsumi,JPN,17,34+,IFSC World Cup Briançon 2023,1300,2023,Briançon,Lead,Women,Semi-final,2023-07-14,/api/v1/category_rounds/8317/results,/api/v1/events/1300/result/5,34+
Zhang YUETONG,CHN,18,34+,IFSC World Cup Briançon 2023,1300,2023,Briançon,Lead,Women,Semi-final,2023-07-14,/api/v1/category_rounds/8317/results,/api/v1/events/1300/result/5,34+
NAKAGAWA Ryu,JPN,19,34+,IFSC World Cup Briançon 2023,1300,2023,Briançon,Lead,Women,Semi-final,2023-07-14,/api/v1/category_rounds/8317/results,/api/v1/events/1300/result/5,34+
Rakovec Lucka,SLO,20,34+,IFSC World Cup Briançon 2023,1300,2023,Briançon,Lead,Women,Semi-final,2023-07-14,/api/v1/category_rounds/8317/results,/api/v1/events/1300/result/5,34+
Smetanova Michaela,CZE,21,34+,IFSC World Cup Briançon 2023,1300,2023,Briançon,Lead,Women,Semi-final,2023-07-14,/api/v1/category_rounds/8317/results,/api/v1/events/1300/result/5,34+
Chanourdie Julia,FRA,22,34+,IFSC World Cup Briançon 2023,1300,2023,Briançon,Lead,Women,Semi-final,2023-07-14,/api/v1/category_rounds/8317/results,/api/v1/events/1300/result/5,34+
Avezou Zélia,FRA,23,34+,IFSC World Cup Briançon 2023,1300,2023,Briançon,Lead,Women,Semi-final,2023-07-14,/api/v1/category_rounds/8317/results,/api/v1/events/1300/result/5,34+
Totkova Aleksandra,BUL,23,34+,IFSC World Cup Briançon 2023,1300,2023,Briançon,Lead,Women,Semi-final,2023-07-14,/api/v1/category_rounds/8317/results,/api/v1/events/1300/result/5,34+
KOIKE Hana,JPN,25,27+,IFSC World Cup Briançon 2023,1300,2023,Briançon,Lead,Women,Semi-final,2023-07-14,/api/v1/category_rounds/8317/results,/api/v1/events/1300/result/5,27+
Skusek Lana,SLO,26,25,IFSC World Cup Briançon 2023,1300,2023,Briançon,Lead,Women,Semi-final,2023-07-14,/api/v1/category_rounds/8317/results,/api/v1/events/1300/result/5,25
