name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone,P5_Top,P5_Zone,source_file
Meul Hannah,GER,1,4T5z 6 6,IFSC World Cup Brixen 2023,1296,2023,Brixen,Boulder,Women,Qualification,2023-06-09,/api/v1/category_rounds/7684/results,/api/v1/events/1296/result/7,1,1,2,2,X,1,1,1,2,1,2023-06-09_Brixen_Boulder_Women_Qualification.csv
Gejo Stasa,SRB,1,4T5z 6 6,IFSC World Cup Brixen 2023,1296,2023,Brixen,Boulder,Women,Qualification,2023-06-09,/api/v1/category_rounds/7684/results,/api/v1/events/1296/result/7,1,1,3,1,X,2,1,1,1,1,2023-06-09_Brixen_Boulder_Women_Qualification.csv
Kruder Julija,SLO,1,5T5z 9 8,IFSC World Cup Brixen 2023,1296,2023,Brixen,Boulder,Women,Qualification,2023-06-09,/api/v1/category_rounds/7684/results,/api/v1/events/1296/result/7,2,1,1,1,1,1,3,3,2,2,2023-06-09_Brixen_Boulder_Women_Qualification.csv
Kerem Ayala,ISR,4,5T5z 18 18,IFSC World Cup Brixen 2023,1296,2023,Brixen,Boulder,Women,Qualification,2023-06-09,/api/v1/category_rounds/7684/results,/api/v1/events/1296/result/7,1,1,2,2,1,1,8,8,6,6,2023-06-09_Brixen_Boulder_Women_Qualification.csv
Mackenzie Oceania,AUS,5,4T5z 7 6,IFSC World Cup Brixen 2023,1296,2023,Brixen,Boulder,Women,Qualification,2023-06-09,/api/v1/category_rounds/7684/results,/api/v1/events/1296/result/7,1,1,2,2,3,1,1,1,X,1,2023-06-09_Brixen_Boulder_Women_Qualification.csv
Fischer Madison,CAN,5,4T5z 8 10,IFSC World Cup Brixen 2023,1296,2023,Brixen,Boulder,Women,Qualification,2023-06-09,/api/v1/category_rounds/7684/results,/api/v1/events/1296/result/7,1,1,X,3,1,1,3,3,3,2,2023-06-09_Brixen_Boulder_Women_Qualification.csv
Matsufuji Anon,JPN,7,4T5z 9 14,IFSC World Cup Brixen 2023,1296,2023,Brixen,Boulder,Women,Qualification,2023-06-09,/api/v1/category_rounds/7684/results,/api/v1/events/1296/result/7,3,3,3,3,X,5,1,1,2,2,2023-06-09_Brixen_Boulder_Women_Qualification.csv
Klingler Petra,SUI,7,4T5z 10 12,IFSC World Cup Brixen 2023,1296,2023,Brixen,Boulder,Women,Qualification,2023-06-09,/api/v1/category_rounds/7684/results,/api/v1/events/1296/result/7,1,1,X,2,1,1,6,6,2,2,2023-06-09_Brixen_Boulder_Women_Qualification.csv
Färber Johanna,AUT,9,4T5z 10 11,IFSC World Cup Brixen 2023,1296,2023,Brixen,Boulder,Women,Qualification,2023-06-09,/api/v1/category_rounds/7684/results,/api/v1/events/1296/result/7,3,3,5,5,X,1,1,1,1,1,2023-06-09_Brixen_Boulder_Women_Qualification.csv
Hopfensitz Sandra,GER,9,4T5z 17 18,IFSC World Cup Brixen 2023,1296,2023,Brixen,Boulder,Women,Qualification,2023-06-09,/api/v1/category_rounds/7684/results,/api/v1/events/1296/result/7,1,1,X,1,1,1,12,12,3,3,2023-06-09_Brixen_Boulder_Women_Qualification.csv
Grossman Natalia,USA,11,4T4z 4 4,IFSC World Cup Brixen 2023,1296,2023,Brixen,Boulder,Women,Qualification,2023-06-09,/api/v1/category_rounds/7684/results,/api/v1/events/1296/result/7,1,1,1,1,1,1,X,X,1,1,2023-06-09_Brixen_Boulder_Women_Qualification.csv
LUO ZHILU,CHN,11,4T4z 9 5,IFSC World Cup Brixen 2023,1296,2023,Brixen,Boulder,Women,Qualification,2023-06-09,/api/v1/category_rounds/7684/results,/api/v1/events/1296/result/7,3,2,X,X,4,1,1,1,1,1,2023-06-09_Brixen_Boulder_Women_Qualification.csv
SEO Chaehyun,KOR,13,4T4z 7 6,IFSC World Cup Brixen 2023,1296,2023,Brixen,Boulder,Women,Qualification,2023-06-09,/api/v1/category_rounds/7684/results,/api/v1/events/1296/result/7,2,2,1,1,1,1,X,X,3,2,2023-06-09_Brixen_Boulder_Women_Qualification.csv
Sanders Anastasia,USA,13,4T4z 11 9,IFSC World Cup Brixen 2023,1296,2023,Brixen,Boulder,Women,Qualification,2023-06-09,/api/v1/category_rounds/7684/results,/api/v1/events/1296/result/7,3,3,X,X,5,3,2,2,1,1,2023-06-09_Brixen_Boulder_Women_Qualification.csv
NAKAGAWA Ryu,JPN,15,4T4z 13 9,IFSC World Cup Brixen 2023,1296,2023,Brixen,Boulder,Women,Qualification,2023-06-09,/api/v1/category_rounds/7684/results,/api/v1/events/1296/result/7,5,5,X,X,4,1,2,2,2,1,2023-06-09_Brixen_Boulder_Women_Qualification.csv
Rakovec Lucka,SLO,15,4T4z 10 7,IFSC World Cup Brixen 2023,1296,2023,Brixen,Boulder,Women,Qualification,2023-06-09,/api/v1/category_rounds/7684/results,/api/v1/events/1296/result/7,1,1,1,1,2,2,X,X,6,3,2023-06-09_Brixen_Boulder_Women_Qualification.csv
Cohaut Flavy,FRA,17,3T5z 4 13,IFSC World Cup Brixen 2023,1296,2023,Brixen,Boulder,Women,Qualification,2023-06-09,/api/v1/category_rounds/7684/results,/api/v1/events/1296/result/7,2,2,X,8,X,1,1,1,1,1,2023-06-09_Brixen_Boulder_Women_Qualification.csv
Fogu Miriam,ITA,17,3T5z 5 10,IFSC World Cup Brixen 2023,1296,2023,Brixen,Boulder,Women,Qualification,2023-06-09,/api/v1/category_rounds/7684/results,/api/v1/events/1296/result/7,2,1,X,2,1,1,X,5,2,1,2023-06-09_Brixen_Boulder_Women_Qualification.csv
SEKIKAWA Melody,JPN,19,3T5z 5 16,IFSC World Cup Brixen 2023,1296,2023,Brixen,Boulder,Women,Qualification,2023-06-09,/api/v1/category_rounds/7684/results,/api/v1/events/1296/result/7,3,3,X,10,X,1,1,1,1,1,2023-06-09_Brixen_Boulder_Women_Qualification.csv
Condie Kyra,USA,19,3T5z 5 15,IFSC World Cup Brixen 2023,1296,2023,Brixen,Boulder,Women,Qualification,2023-06-09,/api/v1/category_rounds/7684/results,/api/v1/events/1296/result/7,2,2,X,2,1,1,X,9,2,1,2023-06-09_Brixen_Boulder_Women_Qualification.csv
Torres Illamola Aida,ESP,21,3T5z 11 21,IFSC World Cup Brixen 2023,1296,2023,Brixen,Boulder,Women,Qualification,2023-06-09,/api/v1/category_rounds/7684/results,/api/v1/events/1296/result/7,1,1,X,1,2,2,X,10,8,7,2023-06-09_Brixen_Boulder_Women_Qualification.csv
Stasiuk Maya,AUS,21,3T5z 6 10,IFSC World Cup Brixen 2023,1296,2023,Brixen,Boulder,Women,Qualification,2023-06-09,/api/v1/category_rounds/7684/results,/api/v1/events/1296/result/7,3,2,X,3,X,3,1,1,2,1,2023-06-09_Brixen_Boulder_Women_Qualification.csv
Moroni Camilla,ITA,23,3T4z 3 4,IFSC World Cup Brixen 2023,1296,2023,Brixen,Boulder,Women,Qualification,2023-06-09,/api/v1/category_rounds/7684/results,/api/v1/events/1296/result/7,1,1,X,1,1,1,X,X,1,1,2023-06-09_Brixen_Boulder_Women_Qualification.csv
Tesio Giorgia,ITA,23,3T4z 3 4,IFSC World Cup Brixen 2023,1296,2023,Brixen,Boulder,Women,Qualification,2023-06-09,/api/v1/category_rounds/7684/results,/api/v1/events/1296/result/7,1,1,X,1,1,1,X,X,1,1,2023-06-09_Brixen_Boulder_Women_Qualification.csv
