name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Route_1,Route_2
ANRAKU Sorato,JPN,1,1.41,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Lead,Men,Qualification,2023-09-22,/api/v1/category_rounds/7707/results,/api/v1/events/1303/result/1,35+,40+
HOMMA Taisei,JPN,1,1.41,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Lead,Men,Qualification,2023-09-22,/api/v1/category_rounds/7707/results,/api/v1/events/1303/result/1,34,TOP
OMATA Shion,JPN,3,3.46,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Lead,Men,Qualification,2023-09-22,/api/v1/category_rounds/7707/results,/api/v1/events/1303/result/1,33+,36+
Lehmann Sascha,SUI,4,5.05,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Lead,Men,Qualification,2023-09-22,/api/v1/category_rounds/7707/results,/api/v1/events/1303/result/1,29+,38+
YOSHIDA Satone,JPN,5,5.2,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Lead,Men,Qualification,2023-09-22,/api/v1/category_rounds/7707/results,/api/v1/events/1303/result/1,32+,32
Suzuki Neo,JPN,6,6.54,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Lead,Men,Qualification,2023-09-22,/api/v1/category_rounds/7707/results,/api/v1/events/1303/result/1,32+,31+
HIGUCHI Masahiro,JPN,7,8.06,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Lead,Men,Qualification,2023-09-22,/api/v1/category_rounds/7707/results,/api/v1/events/1303/result/1,27+,35+
SONG Yunchan,KOR,8,9.54,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Lead,Men,Qualification,2023-09-22,/api/v1/category_rounds/7707/results,/api/v1/events/1303/result/1,31,31
Schenk Filip,ITA,9,9.75,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Lead,Men,Qualification,2023-09-22,/api/v1/category_rounds/7707/results,/api/v1/events/1303/result/1,28+,31+
YURIKUSA Ao,JPN,10,10.68,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Lead,Men,Qualification,2023-09-22,/api/v1/category_rounds/7707/results,/api/v1/events/1303/result/1,31+,25+
Ogata Yoshiyuki,JPN,11,12.89,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Lead,Men,Qualification,2023-09-22,/api/v1/category_rounds/7707/results,/api/v1/events/1303/result/1,26+,31+
Utelli Jonas,SUI,11,12.89,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Lead,Men,Qualification,2023-09-22,/api/v1/category_rounds/7707/results,/api/v1/events/1303/result/1,26+,31+
Lorenzi Simon,BEL,13,14.2,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Lead,Men,Qualification,2023-09-22,/api/v1/category_rounds/7707/results,/api/v1/events/1303/result/1,27+,29+
Peharc Anze,SLO,13,14.2,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Lead,Men,Qualification,2023-09-22,/api/v1/category_rounds/7707/results,/api/v1/events/1303/result/1,27+,29+
Nagel Yannick,GER,15,15.29,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Lead,Men,Qualification,2023-09-22,/api/v1/category_rounds/7707/results,/api/v1/events/1303/result/1,29+,24+
Collin Nicolas,BEL,16,15.65,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Lead,Men,Qualification,2023-09-22,/api/v1/category_rounds/7707/results,/api/v1/events/1303/result/1,26+,30+
Bergant Martin,SLO,17,16.31,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Lead,Men,Qualification,2023-09-22,/api/v1/category_rounds/7707/results,/api/v1/events/1303/result/1,24+,31+
Stranik Martin,CZE,18,18.23,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Lead,Men,Qualification,2023-09-22,/api/v1/category_rounds/7707/results,/api/v1/events/1303/result/1,26+,25+
UEMURA Haruki,JPN,19,18.91,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Lead,Men,Qualification,2023-09-22,/api/v1/category_rounds/7707/results,/api/v1/events/1303/result/1,27+,24+
Grünenfelder Nino,SUI,20,20.33,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Lead,Men,Qualification,2023-09-22,/api/v1/category_rounds/7707/results,/api/v1/events/1303/result/1,16,31+
Hanke Christoph,GER,21,21.82,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Lead,Men,Qualification,2023-09-22,/api/v1/category_rounds/7707/results,/api/v1/events/1303/result/1,24+,28
HU JUNZHE,CHN,22,23.74,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Lead,Men,Qualification,2023-09-22,/api/v1/category_rounds/7707/results,/api/v1/events/1303/result/1,26,24+
Martin Philipp,GER,22,23.74,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Lead,Men,Qualification,2023-09-22,/api/v1/category_rounds/7707/results,/api/v1/events/1303/result/1,26,24+
HUANG JINBIN,CHN,24,24.25,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Lead,Men,Qualification,2023-09-22,/api/v1/category_rounds/7707/results,/api/v1/events/1303/result/1,24+,25
Scherz Stefan,AUT,25,24.45,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Lead,Men,Qualification,2023-09-22,/api/v1/category_rounds/7707/results,/api/v1/events/1303/result/1,27+,16+
Halenke Sebastian,GER,26,24.6,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Lead,Men,Qualification,2023-09-22,/api/v1/category_rounds/7707/results,/api/v1/events/1303/result/1,25,24+
Varma Aman,IND,27,25.42,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Lead,Men,Qualification,2023-09-22,/api/v1/category_rounds/7707/results,/api/v1/events/1303/result/1,24,25+
Bombardi Marcello,ITA,28,27.75,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Lead,Men,Qualification,2023-09-22,/api/v1/category_rounds/7707/results,/api/v1/events/1303/result/1,24+,24+
KIM Hanwool,KOR,28,27.75,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Lead,Men,Qualification,2023-09-22,/api/v1/category_rounds/7707/results,/api/v1/events/1303/result/1,24+,24+
Min Hyunbin,KOR,28,27.75,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Lead,Men,Qualification,2023-09-22,/api/v1/category_rounds/7707/results,/api/v1/events/1303/result/1,24+,24+
RAMADHAN RAVIANDI,INA,28,27.75,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Lead,Men,Qualification,2023-09-22,/api/v1/category_rounds/7707/results,/api/v1/events/1303/result/1,24+,24+
Shemla Yuval,ISR,32,31.02,IFSC World Cup Wujiang 2023,1303,2023,Wujiang,Lead,Men,Qualification,2023-09-22,/api/v1/category_rounds/7707/results,/api/v1/events/1303/result/1,23+,24+
