name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,P1_Top,P1_Zone,P2_Top,P2_Zone,P3_Top,P3_Zone,P4_Top,P4_Zone
Nonaka Miho,JPN,1,2T3z 20 22,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Women,Semi-final,2023-04-28,/api/v1/category_rounds/8155/results,/api/v1/events/1292/result/7,9,9,X,2,11,11,X,X
Bertone Oriane,FRA,2,2T2z 4 3,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Women,Semi-final,2023-04-28,/api/v1/category_rounds/8155/results,/api/v1/events/1292/result/7,2,1,X,X,X,X,2,2
Raboutou Brooke,USA,3,2T2z 10 7,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Women,Semi-final,2023-04-28,/api/v1/category_rounds/8155/results,/api/v1/events/1292/result/7,8,5,2,2,X,X,X,X
Matsufuji Anon,JPN,4,1T3z 4 15,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Women,Semi-final,2023-04-28,/api/v1/category_rounds/8155/results,/api/v1/events/1292/result/7,4,4,X,5,X,6,X,X
Sanders Anastasia,USA,5,1T3z 5 23,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Women,Semi-final,2023-04-28,/api/v1/category_rounds/8155/results,/api/v1/events/1292/result/7,X,13,X,5,X,X,5,5
Kerem Ayala,ISR,6,1T2z 6 9,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Women,Semi-final,2023-04-28,/api/v1/category_rounds/8155/results,/api/v1/events/1292/result/7,X,X,X,3,6,6,X,X
Gibert Fanny,FRA,7,1T1z 5 4,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Women,Semi-final,2023-04-28,/api/v1/category_rounds/8155/results,/api/v1/events/1292/result/7,5,4,X,X,X,X,X,X
Meul Hannah,GER,7,1T1z 5 4,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Women,Semi-final,2023-04-28,/api/v1/category_rounds/8155/results,/api/v1/events/1292/result/7,X,X,X,X,5,4,X,X
ELHADJ MIMOUNE Selma,FRA,9,1T1z 8 8,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Women,Semi-final,2023-04-28,/api/v1/category_rounds/8155/results,/api/v1/events/1292/result/7,8,8,X,X,X,X,X,X
Gejo Stasa,SRB,10,0T4z 0 22,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Women,Semi-final,2023-04-28,/api/v1/category_rounds/8155/results,/api/v1/events/1292/result/7,X,8,X,3,X,8,X,3
Grossman Natalia,USA,11,0T3z 0 9,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Women,Semi-final,2023-04-28,/api/v1/category_rounds/8155/results,/api/v1/events/1292/result/7,X,3,X,2,X,X,X,4
SEKIKAWA Melody,JPN,12,0T3z 0 12,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Women,Semi-final,2023-04-28,/api/v1/category_rounds/8155/results,/api/v1/events/1292/result/7,X,4,X,4,X,X,X,4
Mackenzie Oceania,AUS,13,0T3z 0 14,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Women,Semi-final,2023-04-28,/api/v1/category_rounds/8155/results,/api/v1/events/1292/result/7,X,10,X,2,X,X,X,2
Moroni Camilla,ITA,14,0T3z 0 34,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Women,Semi-final,2023-04-28,/api/v1/category_rounds/8155/results,/api/v1/events/1292/result/7,X,11,X,X,X,14,X,9
Pilz Jessica,AUT,15,0T2z 0 5,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Women,Semi-final,2023-04-28,/api/v1/category_rounds/8155/results,/api/v1/events/1292/result/7,X,3,X,2,X,X,X,X
Dörffel Lucia,GER,16,0T2z 0 8,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Women,Semi-final,2023-04-28,/api/v1/category_rounds/8155/results,/api/v1/events/1292/result/7,X,X,X,4,X,X,X,4
Mcneice Erin,GBR,17,0T2z 0 11,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Women,Semi-final,2023-04-28,/api/v1/category_rounds/8155/results,/api/v1/events/1292/result/7,X,7,X,X,X,X,X,4
Cullen Kylie,USA,18,0T1z 0 4,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Women,Semi-final,2023-04-28,/api/v1/category_rounds/8155/results,/api/v1/events/1292/result/7,X,X,X,X,X,4,X,X
Tesio Giorgia,ITA,19,0T0z 0 0,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Women,Semi-final,2023-04-28,/api/v1/category_rounds/8155/results,/api/v1/events/1292/result/7,X,X,X,X,X,X,X,X
Mori Ai,JPN,19,0T0z 0 0,IFSC World Cup Seoul 2023,1292,2023,Seoul,Boulder,Women,Semi-final,2023-04-28,/api/v1/category_rounds/8155/results,/api/v1/events/1292/result/7,X,X,X,X,X,X,X,X
