name,country,round_rank,round_score,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results,Quali_time_B,Quali_time_A,source_file
LEONARDO VEDDRIQ,INA,1,4.98 (WR) (AsR),IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Men,Qualification,2023-04-28,/api/v1/category_rounds/7673/results,/api/v1/events/1292/result/2,4.984,5.361,2023-04-28_Seoul_Speed_Men_Qualification.csv
Watson Samuel,USA,2,5.02 (PaR),IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Men,Qualification,2023-04-28,/api/v1/category_rounds/7673/results,/api/v1/events/1292/result/2,5.087,5.029,2023-04-28_Seoul_Speed_Men_Qualification.csv
LONG JIANGUO,CHN,3,5.130,IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Men,Qualification,2023-04-28,/api/v1/category_rounds/7673/results,/api/v1/events/1292/result/2,5.13,5.15,2023-04-28_Seoul_Speed_Men_Qualification.csv
SHIN Euncheol,KOR,4,5.131,IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Men,Qualification,2023-04-28,/api/v1/category_rounds/7673/results,/api/v1/events/1292/result/2,5.45,5.131,2023-04-28_Seoul_Speed_Men_Qualification.csv
WANG XINSHANG,CHN,5,5.17,IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Men,Qualification,2023-04-28,/api/v1/category_rounds/7673/results,/api/v1/events/1292/result/2,5.36,5.17,2023-04-28_Seoul_Speed_Men_Qualification.csv
ASPAR ASPAR,INA,6,5.22,IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Men,Qualification,2023-04-28,/api/v1/category_rounds/7673/results,/api/v1/events/1292/result/2,5.46,5.22,2023-04-28_Seoul_Speed_Men_Qualification.csv
Zurloni Matteo,ITA,7,5.230 (ER),IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Men,Qualification,2023-04-28,/api/v1/category_rounds/7673/results,/api/v1/events/1292/result/2,5.43,5.23,2023-04-28_Seoul_Speed_Men_Qualification.csv
WU PENG,CHN,8,5.231,IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Men,Qualification,2023-04-28,/api/v1/category_rounds/7673/results,/api/v1/events/1292/result/2,DNF,5.231,2023-04-28_Seoul_Speed_Men_Qualification.csv
ADI MULYONO RAHMAD,INA,9,5.239,IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Men,Qualification,2023-04-28,/api/v1/category_rounds/7673/results,/api/v1/events/1292/result/2,8.216,5.239,2023-04-28_Seoul_Speed_Men_Qualification.csv
Brosler John,USA,10,5.28,IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Men,Qualification,2023-04-28,/api/v1/category_rounds/7673/results,/api/v1/events/1292/result/2,5.33,5.285,2023-04-28_Seoul_Speed_Men_Qualification.csv
Fossali Ludovico,ITA,11,5.31,IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Men,Qualification,2023-04-28,/api/v1/category_rounds/7673/results,/api/v1/events/1292/result/2,7.51,5.31,2023-04-28_Seoul_Speed_Men_Qualification.csv
Tkach Yaroslav,UKR,12,5.35,IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Men,Qualification,2023-04-28,/api/v1/category_rounds/7673/results,/api/v1/events/1292/result/2,5.35,5.531,2023-04-28_Seoul_Speed_Men_Qualification.csv
Maimuratov Amir,KAZ,13,5.38,IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Men,Qualification,2023-04-28,/api/v1/category_rounds/7673/results,/api/v1/events/1292/result/2,5.66,5.38,2023-04-28_Seoul_Speed_Men_Qualification.csv
WANG MINHUI,CHN,14,5.39,IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Men,Qualification,2023-04-28,/api/v1/category_rounds/7673/results,/api/v1/events/1292/result/2,5.54,5.394,2023-04-28_Seoul_Speed_Men_Qualification.csv
LONG JINBAO,CHN,15,5.40,IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Men,Qualification,2023-04-28,/api/v1/category_rounds/7673/results,/api/v1/events/1292/result/2,5.466,5.408,2023-04-28_Seoul_Speed_Men_Qualification.csv
Mawem Bassa,FRA,16,5.43,IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Men,Qualification,2023-04-28,/api/v1/category_rounds/7673/results,/api/v1/events/1292/result/2,5.53,5.431,2023-04-28_Seoul_Speed_Men_Qualification.csv
YASUKAWA Jun,JPN,17,5.450,IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Men,Qualification,2023-04-28,/api/v1/category_rounds/7673/results,/api/v1/events/1292/result/2,5.45,9.991,2023-04-28_Seoul_Speed_Men_Qualification.csv
LEE Seungbeom,KOR,18,5.458,IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Men,Qualification,2023-04-28,/api/v1/category_rounds/7673/results,/api/v1/events/1292/result/2,7.41,5.458,2023-04-28_Seoul_Speed_Men_Qualification.csv
Lee Yongsu,KOR,19,5.48,IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Men,Qualification,2023-04-28,/api/v1/category_rounds/7673/results,/api/v1/events/1292/result/2,5.79,5.481,2023-04-28_Seoul_Speed_Men_Qualification.csv
ARIPIN ZAENAL,INA,20,5.53,IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Men,Qualification,2023-04-28,/api/v1/category_rounds/7673/results,/api/v1/events/1292/result/2,5.532,7.39,2023-04-28_Seoul_Speed_Men_Qualification.csv
OMASA Ryo,JPN,21,5.54,IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Men,Qualification,2023-04-28,/api/v1/category_rounds/7673/results,/api/v1/events/1292/result/2,5.54,DNF,2023-04-28_Seoul_Speed_Men_Qualification.csv
Dzienski Marcin,POL,22,5.570,IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Men,Qualification,2023-04-28,/api/v1/category_rounds/7673/results,/api/v1/events/1292/result/2,5.94,5.57,2023-04-28_Seoul_Speed_Men_Qualification.csv
Estevez  Isaac,ECU,23,5.574,IFSC World Cup Seoul 2023,1292,2023,Seoul,Speed,Men,Qualification,2023-04-28,/api/v1/category_rounds/7673/results,/api/v1/events/1292/result/2,5.574,5.628,2023-04-28_Seoul_Speed_Men_Qualification.csv
